RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality
8177045	44. Dialogues in the Shades, recommended to every Purchaser of Dr. Kinglake's Dissertation, &c. as an appropriate Tailpiece for Embellishment and Illustration.	20160127183222_00004	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Feb 1806	1806	Perry, William	A dialogue in the shades : recommended to every purchaser of Dr. Kinglake's dissertation, &c., as an appropriate tailpiece for embellishment and illustration	1805	2.6622666666666666
4665743	Introduction to the Art of Sol fa-ing and Singing; wherein the Chief Requisites for a good Singer are clearly illustrated by concise Instructions and easy Examples, according to the modern I alian Style.	20160127230453_00005	Monthly magazine, or, British regster, Feb. 1800-June 1836	Jul 1805	1805	Lord, Kames, Henry Home	Introduction to the art of thinking	1789	2.6599999999999997
8184492	44. John De Lancaster. A Novel.	20160127190927_00008	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Apr 1809	1809	Cumberland, Richard	John de Lancaster.  A novel	1809	2.6416616450271158
2648508	The Miscellaneous Works of Hugh Boyd, the Author of the Letters of Junius. With an Account of his Life and Writings. By Lawrence Dundas Campbell. 2 vols. 8vo. 16s. Cadell and Davies. 1800.	20160127183527_00008	The New London review; or, monthly report of authors and books, Jan. 1799-Jun. 1800	Apr 1800	1800	Goldsmith, Oliver	The miscellaneous works of Oliver Goldsmith	1801	2.6303749005275723
4577009	A short Account of the Infectious Malignant Fever, as it appeared at Uxbridge, and its Vicinity, in the Summer and Autumn of the Year 1799; with a Detail of the good Effects of Yeast, and Vital Air, in the different Stages of that Disorder.	20160127192508_00001	The Critical review, or, Annals of literature	May 1800	1800	Brayton, Patience Greene	A short account of the life and religious labours of Patience Brayton, late of Swansey, in the state of Massachusetts	1802	2.6248900432900433
5690294	I. Memoirs of Capt. George Carleton, an English Officer; including Anecdotes of the war in Spain under the Earl of Peterborough, and many interesting particulars relating to the manners of the Spaniards in the beginning of the last century.	20160128000429_00007	scots magazine and Edinburgh literary miscellany, Jan. 1804-July 1817	Jun 1808	1808	Defoe, Daniel	Memoirs of Captain George Carleton, an English officer; including anecdotes of the war in Spain under the Earl of Peterborough; and many interesting particulars relating to the manners of the Spaniards in the beginning of the last century	1811	2.6183079912424736
2657027	The Armenian; or, The Ghost-Seer. A History founded on Fact. Translated from the German of F. Schiller, Author of The Robbers, Don Carlos, &c. by the Rev. William Render. 4 vols. 12mo. 14s. Symonds. 1800.	20160127183832_00011	The New London review; or, monthly report of authors and books, Jan. 1799-Jun. 1800	Apr 1800	1800	Schiller, Friedrich	The Armenian; or, The ghost seer	1800	2.5933333333333333
2796728	XXI. FLIM-FLAMS! or, The LIFE and ERRORS of MY UNCLE, and the AMOURS of MY AUNT! With Illustrations and obscurities.	20160127180954_00001	The Literary magazine ; or, Monthly epitome of British literature	Mar 1805	1805	Disraeli, Isaac	Flim-flams! : or, The life and errors of my uncle and his friends : a literary romance	1806	2.589801587301588
6293115	AN ACCOUNT OF THE LIFE AND WRITINGS OF DR REID.	20160128003530_00008	The Scots magazine,  1739-1803	Feb 1803	1803	Sterne, Laurence	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	1804	2.5720249639249637
5747611	3. Account of the Life and Writings of Thomas Reid, D.D.	20160128000019_00002	Literary journal, or, Universal review of literature, 1804-1806	May 5, 1803	1803	Sterne, Laurence	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	1804	2.5720249639249637
5687222	I. Account of the Life and Writings, of the late Dr Beattie, by Sir William Forbes of Pitsligo, Bart.	20160127230904_00011	scots magazine and Edinburgh literary miscellany, Jan. 1804-July 1817	Nov 1806	1806	Sterne, Laurence	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	1804	2.5720249639249637
4567669	Irish Pursuits of Literature, in A.D. 1798, nad 1799, consisting of 1. Translations, 2. Second Thoughts, 3. Rival Translations, 4. the Monstrous Republic, 5. Indexes.	20160127224123_00002	The Critical review, or, Annals of literature	Nov 1800	1800	Mathias, Thomas James	The pursuits of literature, a satirical poem, in four dialogues. With notes	1799	2.564647619047619
4673444	A complete Collection of Haydn's Moxart's,	20160127230657_00008	Monthly magazine, or, British regster, Feb. 1800-June 1836	Jul 1807	1807	Howell, Thomas Bayly	A complete collection of state trials and proceedings for high treason and other crimes and misdemeanors from the earliest period to the year 1783, with notes and other illustrations	1816	2.5544444444444445
8164807	161. Louisa; a Narrative of Facts supposed to throw Light on the mysterious History of the "Lady of the Haystack." Translated from a French Work, published in the Imperial Dominions, A. D. 1785.	20160127183425_00006	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Aug 1802	1802	nan	Louisa, a narrative of facts : supposed to throw light on the mysterious history of 'The lady of the hay-stack'	1801	2.5518857142857145
8199378	111. Letters from the Mountains; being the real Correspondence of a Lady, between the Years 1773 and 1807. In Three Vol. small 8vo. Longman and Co. 1807. Third Edition.	20160127190927_00008	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Aug 1808	1808	Grant, Anne MacVicar	Letters from the mountains;	1807	2.5518662039714672
4577825	The Works of Robert Burns; with an Account of his Life, and a Criticism on his Writings. To which are prefixed, some Observations on the Character and Condition of the Scottish Peasantry.	20160127230555_00007	The Critical review, or, Annals of literature	Aug 1800	1800	Burns, Robert	The works of Robert Burns ;	1824	2.550966921119593
5690387	I. Queenhoo-Hall, a Romance; and Ancient Times, a Drama.	20160127231822_00007	scots magazine and Edinburgh literary miscellany, Jan. 1804-July 1817	Oct 1808	1808	Strutt, Joseph	Queenhoo-Hall : a romance ; and Ancient times, a drama	1808	2.539762826420891
3917135	Secret Memoirs of the Court of Petersburgh, particularly towards the Close of the Reign of Catharine II. and the Commencement of that of Paul I. containing a Number of Anecdotes and historical Facts respecting the Persian War, the March of the Russian Armies against France, the Disgrace and Death of Suvarrof, the financial Operations of Paul I. his domestic Life and his tragical End; followed by justificative State Papers, among which is the Constitution for the Imperial Family.	20160127190207_00009	The Monthly register and encyclopedian magazine	Jul 1802	1802	duchesse d', Orléans, Charlotte-Elisabeth	Secret memoirs of the court of Louis XIV. and of the regency	1824	2.5238727904955085
6284340	Secret Memoirs of the Court of Petersburgh.	20160127235005_00006	The Scots magazine,  1739-1803	Feb 1801	1801	duchesse d', Orléans, Charlotte-Elisabeth	Secret memoirs of the court of Louis XIV. and of the regency	1824	2.5238727904955085
4802672	Art. 17. Virtuous Poverty, by Henry Siddons.	20160127231005_00012	Monthly Review, or, Literary Journal, 1752-1825	Nov 1804	1804	Siddons, Henry	Virtuous poverty	1804	2.518197218209116
8198572	89. A Letter to the Right Hon. Spencer Perceval, Chancellor of the Exchequer, on a Subject connected with his Bill, now under Discussion in Parliament, for improving the Situation of Stipendiary Curates.	20160127191949_00014	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Jun 1808	1808	pseud. Fabius	A letter to the Right Hon. Lord Byron, protesting against the immolation of Gray, Cowper, & Campbell, at the shrine of Pope	1821	2.516054545454545
4655417	The Soldier's Return, or What can Beauty do? a comic Opera, in two Acts, as performed at the Theatre Royal, Drury-lane; the Music, with the Union Overture, entirely new.	20160127234659_00002	Monthly magazine, or, British regster, Feb. 1800-June 1836	Jun 1805	1805	Opie, Amelia Alderson	The soldier's return.  The brother and sister.  The revenge	1806	2.5151142857142856
3911177	MEMOIRS OF THE LATE MRS. ROBINSON.	20160127190413_00011	The Monthly visitor, and new family magazine	Apr 1801	1801	Fitz-George, H. W	Memoirs of the late Mrs. King, (otherwise the Diamond Q---n!!) with interesting and authentic biographical anecdotes; containing some curious and instructive notices of political and family transactions, hitherto not generally known	1819	2.5079997746224927
3923979	Memoirs of the late Mrs. Robinson, written by her	20160127183018_00002	The Monthly visitor, and new family magazine	Aug 1801	1801	Fitz-George, H. W	Memoirs of the late Mrs. King, (otherwise the Diamond Q---n!!) with interesting and authentic biographical anecdotes; containing some curious and instructive notices of political and family transactions, hitherto not generally known	1819	2.5079997746224927
4962734	The Mountain Bard; Consisting of Ballads and so gs, founded on Facts and Le Tales.	20160127234903_00005	Cabinet, or, monthly report of polite literature, 1807-1808	Jul 1807	1807	Hogg, James	The mountain bard ; consisisting of legendary ballads and tales	1821	2.5065999999999997
2797213	A VOYAGE round the WORLD, in the Years 1800, 1801, 1802, 1803, and 1804; in which the Author visited the principal Islands in the Pacific Ocean, and the English Settlements of Port	20160127191129_00016	The Literary magazine ; or, Monthly epitome of British literature	Nov 1805	1805	Defoe, Daniel	A new voyage round the world	1809	2.5051238095238095
4573304	A Voyage round the World during the Years 1790, 1791, and 1792, by Stephen Marchand, preceded by an Historical Introduction: subjoined are Researches on the Austral Lands of Drake, and a critical Examination of the Voyage of Roggeween. With Maps and Prints.	20160127224021_00001	The Critical review, or, Annals of literature	Apr 1801	1801	Defoe, Daniel	A new voyage round the world	1809	2.5051238095238095
8164837	218. The Works of the Rev. Jonathan Swift, D. D. Dean of St. Patrick's, Dublin. Arranged by Thomas Sheridan, A. M. With Notes historical and critical. A new Edition, in Nineteen Volumes; corrected and revised by John Nichols, F. S. A. Edinburgh and Perth.	20160127191337_00011	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Dec 1801	1801	Swift, Jonathan	The works of the Rev. Jonathan Swift	1801	2.491452269104941
4802376	Art 20. Letters from Mrs. Palmerstone to her Daughter.	20160127234659_00002	Monthly Review, or, Literary Journal, 1752-1825	Jul 1804	1804	Hunter, Rachel	Letters from Mrs. Palmerstone to her daughter; inculcating morality by entertaining narratives	1803	2.475589733383232
4955959	An Account of the Life and Writings of David Hume, Esq.	20160127230149_00002	Cabinet, or, monthly report of polite literature, 1807-1808	Jan 1808	1808	Sterne, Laurence	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	1804	2.4720249639249636
4955496	Charles Ellis; or the Friends.	20160127234351_00001	Cabinet, or, monthly report of polite literature, 1807-1808	Dec 1807	1807	Semple, Robert	Charles Ellis, or, The friends : a novel, comprising the incidents and observations occurring on a voyage to the Brazils and West Indies, actually performed by the writer	1806	2.4664
8132840	91. The Knights; Tales illustrative of the Marvellous.	20160127190414_00004	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Jun 1808	1808	Dallas, Robert Charles	The knights: tales illustrative of the marvellous	1808	2.464288211788212
8238311	202. The Works of the Right Honourable Lady Mary Wortley Montague, including her Correspondence, Poems, and Essays. Published, by Permission, from the original Papers. In Five Volumes.	20160127192201_00017	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Nov 1803	1803	Montagu, Mary Wortley, Lady	The works of the Right Honourable Lady Mary Wortley Montagu	1803	2.443088133240805
2967140	ART. V. Walks and Sketches, at the Cape of Good Hope; to which is subjoined, a Journey from Cape Town to Blettenberg's-bay.	20160127182915_00001	The Annual review and history of literature	Jan 1803	1803	Semple, Robert	Walks and sketches at the Cape of Good Hope to which is subjoined  a journey from Cape Town to Blettenberg's Bay	1805	2.433739396444812
8149208	135. Village Anecdotes; or, The Journal of a Year, from Sophia to Edward; with original Poems.	20160127192405_00018	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Jul 1804	1804	Le Noir, Elizabeth Anne	Village anecdotes; or, The journal of a year, from Sophia to Edward	1804	2.426758563074353
4571283	Art. 2.The Two Princes of P Addressed to.	20160127224123_00002	The Critical review, or, Annals of literature	Aug 1801	1801	Porter, Jane	The two princes of Persia : addressed to youth	1801	2.426043892339545
8208918	142. Tales from Shakspeare, designed for the Use of Young Persons.	20160127190619_00006	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Nov 1808	1808	Lamb, Charles	Tales from Shakespear : designed for the use of young persons	1809	2.416053113553114
8359286	218. A Letter to the Right Hon. William Windham, on the Defence of the Country in the present Crisis.	20160127192715_00011	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Dec 1806	1806	pseud. Fabius	A letter to the Right Hon. Lord Byron, protesting against the immolation of Gray, Cowper, & Campbell, at the shrine of Pope	1821	2.4104545454545456
8192403	126. A Letter to the Right Hon. William Windham, Secretary at War, on the Subject of exercising Volunteers on a Sabbath-day.	20160127183425_00006	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Jul 1806	1806	pseud. Fabius	A letter to the Right Hon. Lord Byron, protesting against the immolation of Gray, Cowper, & Campbell, at the shrine of Pope	1821	2.4104545454545456
4558950	Reuben and Rachel; or, Tales of old Times. A Novel.	20160127224227_00003	The Critical review, or, Annals of literature	Jan 1800	1800	Rowson	Reuben and Rachel;	1798	2.4037101135749057
6877332	ART.V. A Voyage round the World in the years 1800, 1801, 1802, 1803, and 1804; in which the Author visited the principal Islands in the Pacific Ocean, and the English Settlements of Port Jackson and Norfolk Island.	20160127192155_00015	The Edinburgh review,  1802-1929	Jan 1807	1807	Defoe, Daniel	A new voyage round the world	1809	2.39712380952381
8366137	43. A Winter in London; or, Sketches of Fashion.	20160127192159_00016	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Feb 1806	1806	Surr, T. S. (Thomas Skinner)	A winter in London; or, Sketches of fashion : a novel	1806	2.3845988419833666
4803479	Art. 36. Report at large of the Debate on a Motion made by S. Whitbread, Esq. for the Impeachment of Henry Lord Viscount Melville, June 11, 1805, for the Offences stated in the Tenth Report of the Commissioners of Naval Inquiry.	20160127230802_00010	Monthly Review, or, Literary Journal, 1752-1825	Jun 1805	1805	Hone, William	The report at large of the coroner's inquest on Jane Watson, shot at Mr. Robinson's address, &c	1815	2.3711235772357724
2971472	ART. IV. Cyclopaedia; or, a new Universal Dictionary of Arts, Sciences, &c.	20160127190618_00013	The Annual review and history of literature	Jan 1803	1803	Hall, William Henry	The new encyclopaedia; or, Modern universal dictionary of arts and sciences. On a new and improved plan. In which all the ... sciences are arranged into complete systems, the arts digested into distinct treatises, and philosophical subjects introduced in separate dissertations ... Including all the material information that is contained in Chambers's Cyclopaedia, the Encyclopaedia Britannica, and the French Encyclopedie	1797	2.367566666666667
5683434	I. An Account of the Life and Writings of Hugh B ir, D.D. F.R.S..; one of the ministers of th High Church, and Professor o Rh toric and B lles Lettr s in t U sity of Edinbu gh.	20160127231005_00012	scots magazine and Edinburgh literary miscellany, Jan. 1804-July 1817	Apr 1807	1807	Sterne, Laurence	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	1804	2.366424963924964
5520920	Account of the Life and Writings of LORD KAMES.	20160127230904_00011	scots magazine and Edinburgh literary miscellany, Jan. 1804-July 1817	Jul 1807	1807	Sterne, Laurence	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	1804	2.366424963924964
4568367	Travels through the United States of North America, the Country of the Iroquois, and Upper Canada, in the Years 1795, 1796, and 1797; with an authentic Account of Lower Canada.	20160127230351_00004	The Critical review, or, Annals of literature	Mar 1800	1800	Taurinius, Zacharias	Travels through the interior of Africa, from the Cape of Hope to Morocco; in Caffraria, the kingdoms of Mataman, Wangara, Haoussa, &c., &c. and thence through the desert of Sahara and the north of Barbary to Morocco; between the years 1781 and 1797	1801	2.3443461279461277
2655138	Travels through the United States of North America, the Country of the Ir quois and Upper Canada, by the Duke de la Rochefoucault Liancour.	20160127183018_00002	The New London review; or, monthly report of authors and books, Jan. 1799-Jun. 1800	May 1800	1800	Taurinius, Zacharias	Travels through the interior of Africa, from the Cape of Hope to Morocco; in Caffraria, the kingdoms of Mataman, Wangara, Haoussa, &c., &c. and thence through the desert of Sahara and the north of Barbary to Morocco; between the years 1781 and 1797	1801	2.3443461279461277
4564234	Travels through the United States of North America, &c.	20160127230657_00008	The Critical review, or, Annals of literature	Jun 1800	1800	Taurinius, Zacharias	Travels through the interior of Africa, from the Cape of Hope to Morocco; in Caffraria, the kingdoms of Mataman, Wangara, Haoussa, &c., &c. and thence through the desert of Sahara and the north of Barbary to Morocco; between the years 1781 and 1797	1801	2.3443461279461277
8180439	248. Tales, Anecdotes, and Letters, translated from the Arabic and Persian.	20160127193122_00012	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Dec 1800	1800	nan	Tales, anecdotes, and letters	1800	2.3417633166626977
4577536	Narrative of the Shipwreck of the Juno, on the Coast of Aracan, and of the singular Preservation of Fourteen of her Company on the Wreck, without Food, during a Period of Twenty-three Days. In a Letter to his Father, the Rev. Thomas Mackay, Minister of Lairg, Sutherlandshire	20160127232936_00002	The Critical review, or, Annals of literature	Aug 1800	1800	Paddock, Judah	A narrative of the shipwreck of the Oswego, on the coast of South Barbary, and of the sufferings of the master and the crew while in bondage among the Arabs; interspersed with numerous remarks upon the country and its inhabitants and the peculiar perils of that coast	1818	2.330685714285714
4961152	A Journal of the Voyages and Travels of a Corps of Discovery; from the mouth of the river Missouri, through the interior parts of North America, to the Pacific Ocean.	20160127231211_00014	Cabinet	May 1809	1809	Rees, Thomas	A journal of voyages and travels	1822	2.3281257588415483
8156034	130. The Hungarian Brothers.	20160127183832_00011	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Oct 1809	1809	Porter, Anna Maria	The Hungarian brothers	1807	2.327214066553134
8136537	119. Tales of Fashionable Life.	20160127190414_00004	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Oct 1809	1809	Edgeworth, Maria	Tales of fashionable life	1809	2.326752136752137
8360014	47. The Panorama for Youth.	20160127191130_00009	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Mar 1807	1807	Miss Stockdale, (Mary R.)	The panorama of youth	1816	2.300575127456035
2798485	LXXI. A VOYAGE round the WORLD in the Years 1800, 1801.-1802, 1803, and 1804.	20160127183222_00004	The Literary magazine ; or, Monthly epitome of British literature	Dec 1805	1805	Defoe, Daniel	A new voyage round the world	1809	2.29712380952381
