seq	RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality	isfiction	howpositive	genresnamed	comments
354	4967627	The Wonder-Seeker; or, The History of Charles Douglas.	20160127230250_00003	Critic, 1844-1847	Nov 15, 1845	1845	Tytler, M. Fraser	The wonder-seeker, or, The history of Charles Douglas	1847	2.6613738846519337				
355	3202537	T. TEMBAROM.	20160127190515_00012	The Bookman	Dec 1913	1913	Burnett, Frances (Hodgson)	T. Tembarom	1913	2.283333333333333				
356	4699031	The Linwoods, or Sixty Years since in America.	20160127230802_00010	Monthly magazine, or, British regster, Feb. 1800-June 1836	Oct 1835	1835	Sedgwick, Catharine Maria	"The Linwoods : or, ""Sixty years since"" in America"	1835	2.303536507936508				
357	9152267	A Biographical Sketch of Emanuel Swedenborg, and an Account of his Works.	20160127191542_00003	The Athenaeum	Apr 13, 1850	1850		Biographical sketch of Ann L. Boutelle	1836	2.2111619047619047				
358	3281143	THE NEW JUNE.	20160127182915_00001	The Bookman	Apr 1909	1909	Newbolt, Henry John, Sir	The new June	1909	2.2478920041536865				
359	3173323	THE STRANGE ADVENTURES OF ROGER WILKINS.	20160127183425_00006	The Bookman	Jun 1895	1895	Black, William	The strange adventures of a house-boat	1888	2.553366277328541				
360	3229853	RUDOLPH AND AMINA, Or the Black Crook.	20160127191441_00019	The Bookman	Apr 1931	1931	Morley, Christopher	Rudolph and Amina; or, The black crook	1930	2.8661835497835497				
361	3253580	THE WOMAN WHO HAD IMAGINATION.	20160127183526_00007	The Bookman	Apr 1934	1934	Bates, H. E. (Herbert Ernest)	The woman who had imagination and other stories	1934	3.0399487601710606				
362	5221115	The Mayor of Wind-gap and Canvassing.	20160127230759_00009	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jan 3, 1835	1835	Banim, Michael	The mayor of Wind-Gap ; and Canvassing	1835	2.992590476190476				
363	3150457	THE SAGHALIEN CONVICT.	20160127183934_00012	The Bookman	Oct 1892	1892	Korolenko, Vladimir Galaktionovich	The Saghalien convict, and other stories	1892	2.5446525339814565				
364	8762884	Nelly Carew.	20160127190003_00001	The Athenaeum	Feb 4, 1860	1860	Power, Marguerite A	Nelly Carew	1859	2.271323529411765				
365	9379083	You Never Know Your Luck: being the Story of a Matrimonial Deserter.	20160127191542_00003	The Athenaeum	Apr 17, 1915	1915	Parker, Gilbert, Sir	You never know your luck; being the story of a matrimonial deserter	1914	2.8827127449768932				
366	3228128	THE AMAZING ADVENTURES OF LITTLE BROWN BEAR.	20160127184845_00001	The Bookman	Dec 1930	1930	Rinehart, Mary Roberts	The amazing adventures of Letitia Carberry	1911	2.315965181771633				
367	6589573	Mary Lamb.	20160127190414_00004	The Academy, 1869-1902, 0269-333X	Aug 25, 1883	1883	Gilchrist, Anne Burrows	Mary Lamb	1883	2.1150980392156864				
368	8402234	Strife and Peace: or Scenes in Norway.	20160128005810_00002	Examiner	Nov 11, 1843	1843	Bremer, Fredrika	Strife and peace, or, scenes in Norway.  The H... family. The Bondmaid. Axel and Anna. The home, or, family cares and family joys. A diary	1843	2.7972625336927224				
369	9142942	The Crescent and the Cross; or, Romance and Realities of Eastern Travel.	20160127192407_00009	The Athenaeum	Nov 23, 1844	1844	Martyn, Sarah Towne (Smith), Mrs	The crescent and the cross. A story of the siege of Malta	1869	2.3266666666666667				
370	8910572	Passages in the Life of a Lady.	20160127191439_00002	The Athenaeum	Feb 5, 1887	1887	Bamford, Samuel	Passages in the life of a radical and Early days	1893	2.5816203703703704				
371	6823063	TOMASO'S FORTUNE.	20160127183730_00010	The Academy and literature, 1902-1905	May 7, 1904	1904	Merriman, Henry Seton	Tomaso's fortune	1914	2.515151515151515				
372	4972419	The Life and Correspondence of Charles Lord Metcalfe, late Governor-General of India, Governor of Jamaica, and Governor-General of Canada; from unpublished Letters and Journals, &c.	20160127234700_00003	The Critic	Oct 16, 1854	1854	Southey, Robert	The life and correspondence of Robert Southey	1855	2.6527804152879684				
373	8859272	The Dowager: or, the New School for Scandal.	20160127192201_00017	The Athenaeum	Nov 14, 1840	1840	Gore, (Catherine Grace Frances), Mrs	The dowager : or, The new school for scandal	1840	2.438149083948592				
374	8550579	Odds and Ends.	20160128010536_00016	Examiner	Jun 2, 1866	1866	Howe, Henry	Odds and ends	1868	2.5077777777777777				
375	8760747	In One Town.	20160127191848_00004	The Athenaeum	Aug 14, 1886	1886	Downey, Edmund	In one town	1886	2.169576535925026				
376	8896602	CHRISTMAS BOOKS.	20160127191949_00014	The Athenaeum	Dec 1, 1888	1888	Thackeray, William Makepeace	Christmas books	1896	2.24515710832784				
377	9223020	The Individualist.	20160127191439_00002	The Athenaeum	Jun 24, 1899	1899	Mallock, W. H. (William Hurrell)	The individualist	1899	2.523333333333333				
378	9027665	Caleb Field: a Tale of the Puritans.	20160127192611_00010	The Athenaeum	May 17, 1851	1851	Oliphant, Mrs. (Margaret)	Caleb Field. A tale of the Puritans	1851	2.8887865528718324				
379	9007514	Adventures of a Medical Student.	20160127191542_00003	The Athenaeum	Jan 5, 1850	1850	Douglas, Robert	Adventures of a medical student	1848	3.1548821007502683				
380	3222068	THE GARDEN OF ADONIS.	20160127183425_00006	The Bookman	Dec 1923	1923	Gordon, Caroline	The garden of Adonis	1937	2.6552380952380954				
381	3168976	CALEB WEST: MASTER DIVER.	20160127190413_00011	The Bookman	Oct 1898	1898	Smith, Francis Hopkinson	Caleb West, master diver	1898	2.6926188741813744				
382	2847179	Home Sketches and Foreign Recollections. By Lady Chatterton.	20160127190721_00014	The Mirror of literature, amusement, and instruction, Nov. 1822-June 1847	Mar 20, 1841	1841	Chatterton, Georgiana, Lady	Home sketches and foreign recollections	1841	3.3701334816462736				
383	6764955	Gloria Victis.	20160127183934_00012	The Academy, 1869-1902, 0269-333X	Mar 26, 1898	1898	Mitchell, John Ames	Gloria victis	1897	2.7061904761904763				
384	2486378	MAGNUS MERRIMAN,	20160127180954_00001	Fortnightly review, May 1865-June 1934	Feb 1934	1934	Linklater, Eric	Magnus Merriman	1934	2.6766666666666667				
385	2490460	GENTLEMEN: THE REGIMENT!	20160127190105_00008	Fortnightly review, May 1865-June 1934	Aug 1933	1933	Alington, Argentine Francis	Gentlemen - the regiment!	1933	2.465857281688186				
386	2454237	PETRUCHIO.	20160127185454_00005	The English review,  1908-1937	Nov 1929	1929	Stern, G. B. (Gladys Bronwyn)	Petruchio	1929	2.203333333333333				
387	4964777	Tales of a Lay Brother.	20160127234801_00004	Critic of literature, art, science, and the drama, 1843-1844	Jun 1844	1844		Tales of a lay-brother	1844	2.152942739079103				
388	8595958	THE CITY OF SUNSHINE.	20160128012307_00010	Examiner	Mar 10, 1877	1877	Allardyce, Alexander	The city of sunshine	1877	2.5719967793880842				
389	6426325	THE CONQUEST OF PLASSANS.	20160127235207_00008	Time	Mar 1887	1887	Zola, Émile	The conquest of Plassans	1887	3.048787878787879				
390	5152207	The Poetical Works of Thomas Moore.	20160127230250_00003	The Literary gazette : A weekly journal of literature, science, and the fine arts	Feb 13, 1841	1841	Moore, Thomas	The poetical works of Thomas Moore, collected by himself	1840	2.991877642179149				
391	6163849	THE GENTLE ART OF CYCLING.	20160127231312_00003	Macmillan's magazine,  1859-1907	May 1898	1898	Worthington, Elizabeth Strong	The gentle art of cooking wives	1900	2.2259648421530773				
392	8833774	The Mystery of Mr. Bernard Brown.	20160127191545_00013	The Athenaeum	Mar 21, 1896	1896	Oppenheim, E. Phillips (Edward Phillips)	The mystery of Mr. Bernard Brown	1910	2.898202169404092				
393	9436447	History of the United States, from the Discovery of the American Continent.	20160127192715_00011	The Athenaeum	Nov 24, 1866	1866	[Hawks, Francis Lister]	History of the United States: no. I	1844	2.3519642857142857				
394	4444462	Miscellanies is Prose and Verse.	20160127224021_00001	Tait's Edinburgh magazine	Mar 1843	1843	Smith, James	Comic miscellanies in prose and verse	1841	2.138894505494505				
395	6771996	A PASSIONATE PILGRIM.	20160127191949_00014	The Academy, 1869-1902, 0269-333X	Nov 13, 1897	1897	White, Percy	A passionate pilgrim	1898	2.626666666666667				
396	3221676	LEADING STRINGS	20160127183121_00003	The Bookman	Dec 1930	1930	Pulling, Joan King	In leading strings	1922	2.125869080414535				
397	5264160	The Man at Arms; or, Henri de Cerons.	20160127230802_00010	The Literary gazette : A weekly journal of literature, science, and the fine arts	Aug 29, 1840	1840	James, G. P. R. (George Payne Rainsford)	The man-at-arms, or, Henry de Cerons	1840	2.3964837124658778				
398	8812541	Life and Labours of Mr. Brassey, 1805-1870.	20160127191949_00014	The Athenaeum	Aug 3, 1872	1872	Helps, Arthur, Sir	Life and labours of Mr. Brassey	1874	3.5752248764823245				
399	8864565	Camiola: a Girl with a Fortune.	20160127191439_00002	The Athenaeum	Nov 21, 1885	1885	McCarthy, Justin H , (Justin Huntly)	Camiola; a girl with a fortune	1885	2.435486693017128				
400	8676852	James Gordon's Wife.	20160127192405_00018	The Athenaeum	May 27, 1871	1871	Brock, Carey, Mrs	James Gordon's wife. A novel	1871	2.3454173749988683				
401	8647340	The Natural History of the Tineina. Vol. III., containing Elachista, Part I.; Tischeria, Part I.	20160127192715_00011	The Athenaeum	Oct 30, 1858	1858	Smith, Albert	The natural history of the ballet-girl	1847	2.6162893081761003				
402	6684126	SELECT TALES OF HANS ANDERSEN	20160127190722_00007	The Academy and literature, 1902-1905	Jan 14, 1905	1905	Andersen, H. C. (Hans Christian)	Three tales of Hans Andersen	1910	2.1304889912954432				
403	4370617	A SUMMER IN SKYE.	20160127192713_00002	The London review of politics, society, literature, art, and science	Aug 26, 1865	1865	Smith, Alexander	A summer in Skye	1865	2.632258064516129				
404	5244542	The Works of Charles Lamb.	20160127230802_00010	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jun 27, 1840	1840	Lamb, Charles	The works of Charles Lamb : to which are prefixed his letters, and a sketch of his life	1850	2.761897388514685				
405	8878064	Greifenstein.	20160127183730_00010	The Athenaeum	Apr 20, 1889	1889	Crawford, F. Marion (Francis Marion)	Greifenstein	1889	2.3233333333333333				
406	8968534	Bluebeard's Keys and other Stories.	20160128005501_00006	Examiner	Nov 28, 1874	1874	Ritchie, Anne Thackeray	Bluebeard's keys, and other stories	1875	3.3389114738976136				
407	6782468	The Amateur Cracksman.	20160127190722_00007	The Academy, 1869-1902, 0269-333X	Apr 22, 1899	1899	Hornung, E. W. (Ernest William)	The amateur cracksman	1899	2.8625				
408	9045688	Nadir Shah.	20160127192715_00011	The Athenaeum	Nov 21, 1908	1908	Durand, Henry Mortimer, Sir	Nadir Shah	1908	2.56				
409	9137217	The Story of a Kiss.	20160127191848_00004	The Athenaeum	Aug 27, 1887	1887	Wynne, Catherine Simpson	The story of a kiss	1887	2.570623830318153				
410	3173151	BETTY MUSGRAVE.	20160127190105_00008	The Bookman	Apr 1899	1899	Findlater, Mary	Betty Musgrave	1913	2.238498168498168				
411	3239553	THE LONELY PLOUGH.	20160127190825_00015	The Bookman	Oct 1931	1931	Holme, Constance	The lonely plough	1914	2.2722580645161288				
412	5075817	SKETCHES FROM LIFE.	20160127234659_00002	Leader and Saturday analyst, Jan. 7-June 30, 1860	Dec 21, 1850	1850	Martineau, Harriet	Sketches from life	1856	2.4891427207279437				
413	3173141	A ROMAN TRAGEDY, AND OTHERS.	20160127190105_00008	The Bookman	Oct 1909	1909	Ayscough, John	A Roman tragedy and others	1909	2.703059694989107				
414	6861854	The Patrician.	20160127192155_00015	The Academy and literature, 1910-1914	May 24, 1913	1913	Galsworthy, John	The patrician	1911	2.3633333333333333				
415	6810553	THE ADVENTURES OF A LADY PEARL-BROKER.	20160127192155_00015	The Academy, 1869-1902, 0269-333X	Oct 7, 1899	1899	Brady, Cyrus Townsend	The adventures of Lady Susan	1908	2.204954769392033				
416	3217690	THE GREAT PANDOLFO.	20160127185249_00003	The Bookman	Nov 1925	1925	Locke, William John	The great Pandolfo	1925	2.7665079365079364				
417	9104370	At Home and Abroad; or, Things and Thoughts in America and Europe.	20160127192053_00005	The Athenaeum	Apr 19, 1856	1856	Manners, Mrs	At home and abroad, or How to behave	1854	2.1517466274381607				
418	3237339	ONE WOMAN'S STORY.	20160127190825_00015	The Bookman	Jun 1934	1934	Britnieva, Mary	One woman's story	1934	2.5793396566498243				
419	6697833	A Young Man in a Hurry.	20160127192510_00019	The Academy, 1905-1910	Mar 10, 1906	1906	Chambers, Robert W. (Robert William)	A young man in a hurry, and other short stories	1904	2.550306701625371				
420	8792736	Ready-Money Mortiboy.	20160127192303_00008	The Athenaeum	Jul 13, 1872	1872	Besant, Walter, Sir	Ready-money Mortiboy	1872	2.876666666666667				
421	2487193	THE HISTORY OF BUTTON HILL,	20160127191129_00016	Fortnightly review, May 1865-June 1934	Nov 1929	1929	Stowell, Gordon	The history of Button Hill	1930	3.04030303030303				
422	8290296	LIFE OF MAHOMET.	20160127192715_00011	The Gentleman's Magazine: and historical review, July 1856-May 1868	Mar 1850	1850	Irving, Washington	The life of Mahomet	1850	2.1594690515267776				
423	3256853	THE BELL-RINGER OF ANGELS.	20160127185047_00002	The Bookman	Jan 1895	1895	Harte, Bret	The bell-ringer of angel's, etc	1894	2.3982666666666668				
424	6833937	Old Harbor.	20160127183730_00010	The Academy, 1905-1910	Mar 19, 1910	1910	Hopkins, William John	Old Harbor	1909	2.1887613122171947				
425	3212837	FORWARD FROM BABYLON.	20160127191234_00017	The Bookman	Jan 1921	1921	Golding, Louis	Forward from Babylon	1921	2.818663896857585				
426	6829032	The Swiss Family Robinson.	20160127190722_00007	The Academy, 1905-1910	Nov 26, 1910	1910	Wyss, Johann Rudolf	The Swiss Family Robinson	1900	2.8509523809523807				
427	8885713	The Captain's Toll-Gate.	20160127191542_00003	The Athenaeum	Oct 31, 1903	1903	Stockton, Frank Richard	The captain's toll-gate	1903	2.9466666666666663				
428	8743689	Among the Stars; or, Wonderful Things in the Sky.	20160127192611_00010	The Athenaeum	Nov 15, 1884	1884	Giberne, Agnes	Among the stars; or, Wonderful things in the sky	1884	3.2522305764411032				
429	4998126	Memoirs of the Baroness d'Oberkirch, Countess de Montbrison.	20160127230759_00009	The Critic	Oct 1, 1852	1852	Baronne d', Oberkirch, Henriette Louise von Waldner	Memoirs of the Baroness d'Oberkirch, countess de Montbrison	1852	3.9666544425355714				
430	5137442	The Maiden Monarch; or, Island Queen.	20160127230657_00008	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jan 4, 1840	1840		The Maiden monarch; or, Island queen	1840	3.5076492869875224				
431	2494863	SHAME THE DEVIL,	20160127183628_00009	Fortnightly review, May 1865-June 1934	Jun 1934	1934	O'Flaherty, Liam	Shame the devil	1934	2.471725067385445				
432	2442307	WORLD WITHOUT END.	20160127185454_00005	The English review,  1908-1937	Apr 1931	1931	Thomas, Helen	World without end	1931	2.5664428955734904				
433	8846715	Memoirs of Monsieur d'Artagnan.	20160127191848_00004	The Athenaeum	Jul 29, 1899	1899	Courtilz de Sandras, Gatien	Memoirs of Monsieur d'Artagnan	1898	3.043333333333333				
434	3229894	THE LIONS' DEN.	20160127190825_00015	The Bookman	Apr 1931	1931	Fairbank, Janet Ayer	The lions' den	1930	2.7144444444444438				
435	8670646	To Esther, and other Sketches.	20160127193122_00012	The Athenaeum	Jan 8, 1870	1870	Ritchie, Anne Thackeray	To Esther, and other sketches	1869	2.9285419833748416				
436	9150334	Wayland Smith: a Dissertation on a Tradition of the Middle Ages.	20160127192157_00006	The Athenaeum	Nov 13, 1847	1847	Depping, G.-B. (Georges-Bernard)	Wayland Smith : a dissertation on a tradition of the middle ages	1847	3.351838095238095				
437	6796300	MONTES, THE MATADOR.	20160127192405_00018	The Academy, 1869-1902, 0269-333X	Dec 8, 1900	1900	Harris, Frank	Montes the matador, and other stories	1900	2.3102872884691066				
438	9086422	The Poetical Works of Sir Walter Scott, Vol. XI.	20160127191848_00004	The Athenaeum	Jul 3, 1830	1830	Scott, Walter, Sir	The poetical works of Sir Walter Scott	1857	2.868329133329133				
439	3203494	LONDON RIVER.	20160127183730_00010	The Bookman	Apr 1921	1921	Tomlinson, H. M. (Henry Major)	London river	1921	2.2064634146341464				
440	9417486	A Selection from the Correspondence of the late Thomas Chalmers, D.D., LL.D.	20160127192611_00010	The Athenaeum	Jun 4, 1853	1853	Lawrence, Jonathan	A selection from the writings of the late Jonathan Lawrence, junior	1833	2.1112394024276377				
441	8930539	Bertrand of Brittany.	20160127192200_00007	The Athenaeum	Jun 13, 1908	1908	Deeping, Warwick	Bertrand of Brittany	1908	2.850909090909091				
442	8845840	The Letters of Elizabeth Barrett Browning.	20160127192157_00006	The Athenaeum	Nov 6, 1897	1897	Browning, Robert	The letters of Robert Browning and Elizabeth Barrett Browning, 1845-1846	1898	2.2493057396549463				
443	2482103	ONE FAIR DAUGHTER,	20160127183934_00012	Fortnightly	Nov 1934	1934	Frank, Bruno	One fair daughter	1943	2.46835933539848				
444	3169642	THE ACTOR-MANAGER.	20160127183526_00007	The Bookman	Jul 1898	1898	Merrick, Leonard	The actor-manager	1898	2.523333333333333				
445	4973986	No Fiction; a Narrative founded on facts.	20160127230453_00005	Critic, 1844-1847	Apr 25, 1846	1846	Reed, Andrew	No fiction. A narrative, founded on recent and interesting facts	1821	2.123434632034632				
446	3186064	DAN RUSSEL, THE FOX.	20160127191129_00016	The Bookman	Dec 1911	1911	Somerville, E. Œ. (Edith Œnone)	Dan Russel the fox	1927	2.3565682234189875				
