author	bookid	bpoids	genres	htrcids	subjects	title	pubdate
Marshall Archibald	B5424	{9051403}		{'nyp.33433074880992'}		The squires daughter	1912
Wood Ellen	B8856	{9429114}		{'uiuo.ark+=13960=t4pk12f7c', 'uiuo.ark+=13960=t5t732x41', 'uiuo.ark+=13960=t7jq1ng2d'}		Trevlyn Hold or Squire Trevlyns heir	1864
Maeterlinck Maurice	B5532	{6792444}		{'nyp.33433075829972'}		The treasure of the humble	1897
R D Hitchcock Hitchcock Mary E Mary Evelyn Mrs	B6909	{4079539}		{'mdp.39015027937252'}	{'Gold discoveries'}	Two women in the Klondike the story of a journey to the goldfields of Alaska	1899
Dickson Harris	B2136	{8889384}		{'mdp.39015063511631'}	{'Louis XIV, 1643-1715', 'History'}	The siege of Lady Resolute a n	1902
Herrick Robert	B3987	{9414322}		{'uva.x001180057'}		The web of life	1900
Sinclair May	B7750	{3183191}		{'uc2.ark+=13960=t9c53zs7t'}		The divine fire	1904
Jaques E T Edward Tyrrell	B4292	{6840133, 3172319}		{'nyp.33433074867288'}	{'English fiction'}	Holborn Hill	1909
Rinehart Mary Roberts	B7092	{3206769}		{'uc2.ark+=13960=t55d8nw4b'}		Long live the king	1917
Boldrewood Rolf	B902	{3163183}		{'uc2.ark+=13960=t3jw8982v'}		A romance of Canvas Town	1898
Crawford F Marion Francis Marion	B1701	{8840521, 3162770, 6803337}		{'uc2.ark+=13960=t13n20q16'}		A rose of yesterday	1897
Omar Khayyam	B6244	{3190240}		{'mdp.39015024348347'}		Quatrains of Omar Khayyam in English prose	1898
Trollope Frances Milton	B8022	{6120812}		{'inu.32000002550509'}		The life and adventures of Jonathan Jefferson Whitlaw or Scenes on the Mississippi	1836
Pilkington Lawrence	B6808	{3230030}		{'mdp.39015000546195'}		The chimneys of Tattleton a st	1928
Lynch Hannah	B4835	{8842703}		{'nyp.33433074879036'}		Dr Vermonts fantasy and other stories	1896
Leacock Stephen	B5152	{6768858}		{'mdp.39015066046932'}		Behind the beyond  and other c	1913
Lever Charles James	B4816	{4865889, 4375595}		{'nyp.33433074877550'}	{'English fiction'}	Sir Brook Fossbrooke A novel	1866
Irving Washington	B4196	{8664794, 4969372}		{'uc1.b3305465'}		Tales of the traveller  Abbots	1859
Conney Mrs	B1558	{8813773}		{'nyp.33433074943253'}	{'English fiction'}	A ruthless avenger	1896
Bromby Charles Hamilton	B1294	{9007109}		{'njp.32101077785028'}		Alkibiades a tale of the Great	1905
Wood Ellen	B8941	{8665899}		{'nyp.33433034411045'}		A lifes secret A novel	1886
James Henry	B4234	{8813475}		{'mdp.39015031241055'}		The madonna of the future A bundle of letters The diary of a man of fifty and Eugene Pickering	1883
Robinson Stephen T	B7199	{3214226}		{'uc2.ark+=13960=t5j960r3t'}		The shadow of the war	1884
Craigie Pearl Mary Teresa Richards	B2080	{3176260}		{'uc1.$b248357'}		The gods some mortals and Lord	1895
Bourget Paul	B884	{8974802}		{'uc2.ark+=13960=t2p55g57k'}		Domestic dramas 	1900
Phillpotts Eden	B6701	{6799491}		{'uc2.ark+=13960=t9183970b'}		Fancy free	1901
Pinkney Jane Vaughan	B6722	{4985930}		{'uiuo.ark+=13960=t81k02901', 'uiuo.ark+=13960=t7fr0j40r', 'uiuo.ark+=13960=t1vd7gn2w'}		The young doctor	1851
Gaskell Elizabeth Cleghorn	B3110	{5096961, 9089262}	{'ContainsBiogMaterial'}	{'nyp.33433074857362'}	{'English fiction'}	North and south	1855
Webb Mary Gladys Meredith	B8598	{3210362, 2441319}		{'nyp.33433075757819'}		The house in Dormer Forest	1921
Barr Amelia Edith Huddleston	B1070	{8921497}		{'uva.x030749183'}		The belle of Bowling Green	1904
Savage M W Marmion Wilard	B7607	{9443972, 9586879}		{'uc1.b3327341'}		Reuben Medlicott or The coming	1852
Banim John	B444	{5124430, 8920550}	{'War stories', 'Historical fiction'}	{'mdp.39015064415196', 'mdp.39015064415188', 'mdp.39015064415204'}	{'18th century', 'History', 'Rebellion of 1798', 'History, Military'}	The croppy a tale of 1798	1828
Abbott Jacob	B286	{9108226}	{'Juvenile audience'}	{'njp.32101068162302'}		Beechnut a Franconia story	1850
Lane Anna Eichberg	B4986	{2438497, 3179311}		{'uc2.ark+=13960=t7kp87254'}		War phases according to Maria	1917
Jameson Annie Edith Foster Mrs	B4285	{3205763}		{'nyp.33433074865670'}		The gossip shop	1917
Lawrence George A George Alfred	B4784	{9456054}		{'njp.32101068973112', 'uc1.b3324472'}		Barren honour A tale	1862
Yates Edmund	B9049	{9446760, 8566997, 4847317, 4369415}		{'mdp.39015063975257'}		Broken to harness	1890
Reade Charles	B7236	{9415989}	{'Novel'}	{'uc2.ark+=13960=t91838z67'}		Peg Woffington	1853
Chambers Robert W Robert William	B1788	{3175249, 6812955, 8899764}		{'uc2.ark+=13960=t81j9993f'}	{'Franco-Prussian War, 1870-1871'}	Maids of paradise	1902
Lowndes Marie Belloc	B4959	{6754761, 8831946, 9043108, 3173404, 6802341}		{'uc2.ark+=13960=t4xg9ft33'}		The uttermost farthing	1909
Marryat Emilia	B5351	{9454420, 9107926}		{'njp.32101064912114', 'njp.32101064912122'}		Henry Lyle or Life and existence	1856
Dehan Richard	B2329	{2436089}		{'uc2.ark+=13960=t3708237c'}		The Dop doctor	1911
Wyss Johann David	B8928	{6829032}	"{'Juvenile audience', ""Publishers' advertisements"", 'NotBiographical', 'Novel', 'Imaginary voyages', 'Juvenile literature', 'Presentation inscriptions (Provenance)'}"	{'mdp.39015078574335', 'mdp.39015078574327'}		The Swiss family Robinson or A	1818
Thomas Edward	B8036	{3174793}		{'mdp.39015031309068'}		Rest and unrest	1910
Omar Khayyam	B6333	{8845007, 3146967}		{'uc1.b4033255'}		Rubaiyat of Omar Khayyam	1889
Lysons Samuel	B5075	{8653666}		{'nyp.33433074875430'}		Claudia and Pudens or The earl	1819
Sichel Edith Helen	B7698	{6848974}		{'uc2.ark+=13960=t5bc45m16'}	{'Reformation', 'France', 'Catherine de M????dicis', 'Queen, consort of Henry II, King of France', 'Wars of the Huguenots, 1562-1598', 'IsBiographical', 'History', '1519-1589'}	The later years of Catherine de Medici	1908
Zangwill Israel	B9067	{9410645}		{'njp.32101020443790', 'njp.32101067487742'}	{'Jews'}	Dreamers of the ghetto	1898
Allen Grant	B49	{9374630}		{'njp.32101067627396', 'njp.32101067627404', 'njp.32101067627388'}	{'823AL5D'}	The Duchess of Powysland  a no	1892
Thynne Arthur Christopher	B8177	{9423257, 6826573}		{'uc2.ark+=13960=t17m0bg1b'}	{'Grenville, Bevill', '1596-1643'}	Sir Bevill	1904
Cobban J Maclaren James Maclaren	B1572	{3174018, 8852371, 6782508}	{'Dime novels'}	{'nyp.33433074947056'}	{'English fiction'}	Wilt thou have this woman	1897
Adams Charles	B235	{4695496, 8253514}		{'nyp.33433082175609'}		The adventures of my Cousin Sm	1856
Lyons A Neil Albert Neil	B4809	{3215266}		{'nyp.33433074875356'}		A market bundle	1922
Willcocks M P Mary Patricia	B8509	{3174710, 9035355, 6818126}		{'mdp.39015031657078'}		The wingless victory	1907
Longfellow Henry Wadsworth	B4912	{8435376, 8641870}		{'uc1.b3578786'}		The courtship of Miles Standish and other poems	1859
Deland Margaret	B2349	{3188701}		{'uc2.ark+=13960=t5cc0ws7t'}		R Js mother and some other peo	1908
Alexander Mrs	B64	{6759572, 9416117}		{'nyp.33433074843750'}	{'English fiction'}	A missing hero	1900
Croker B M Bithia Mary	B1695	{6804041, 3184458, 8877151}		{'uc2.ark+=13960=t09w0qt2z'}		Her own people	1900
Willcocks M P Mary Patricia	B8537	{6880272, 2440927}		{'mdp.39015063973526'}		Wings of desire	1912
Legge Arthur E J Arthur Edward John	B4827	{3180636, 6776982}		{'nyp.33433074878202'}	{'English fiction'}	Mutineers	1898
Marchmont Arthur W Arthur Williams	B5462	{6786920, 8842128}		{'nyp.33433074895685'}		The greatest gift	1899
Somerville E 	B7878	{3186064, 8950289, 6828660}		{'uc2.ark+=13960=t40r9tv6x'}		Dan Russell the fox	1911
Altsheler Joseph A Joseph Alexander	B86	{8840560, 6794467}		{'nyp.33433074946132'}	{'French and Indian War, 1755-1763', 'French and Indian war, 1755-1763', 'History'}	A soldier of Manhattan and his adventures at Ticonderoga and Quebec	1899
Tynan Katharine	B8190	{9396632}		{'uc2.ark+=13960=t3bz66004'}		Oh what a plague is love 	1900
Popp Adelheid Dwoak	B6700	{3271730}		{'uc2.ark+=13960=t8v98294p'}	{'Women', 'IsBiographical', 'Germany', 'Socialism', 'Employment'}	The autobiography of a working	1912
Trueba y Cosío Joaquín Telesforo de	B8112	{4692816, 8293443}		{'nyp.33433075759922'}		The incognito or Sins and peccadillos	1831
Tracy Louis	B8200	{6694009}		{'uc2.ark+=13960=t58c9sr83'}		The wheel o fortune	1907
Guerrazzi Francesco Domenico	B3375	{9146213}		{'nyp.33433075798854', 'njp.32101060914833'}		Beatrice Cenci A tale of the s	1858
Grimm Jacob	B3177	{3202629}	{'Bibliographies'}	{'nyp.33433086948332'}	{'Fairy tales'}	Grimms fairy tales	1863
Nordau Max Simon	B6089	{6779369}		{'uc2.ark+=13960=t5fb52s91', 'mdp.39015030146537'}		The drones must die	1897
Bailey H C Henry Christopher	B1191	{3220652}		{'mdp.39015063525615'}		Mr Fortune wonders	1933
Hornung E W Ernest William	B3977	{8786106}		{'uiuo.ark+=13960=t6m04pt9x', 'uiuo.ark+=13960=t2n59475k'}		Tiny Luttrell	1893
Paxton Philip	B6787	{8662172}		{'uc1.$b249274'}		The wonderful adventures of Ca	1855
Panton Jane Ellen Frith	B6440	{8923277}		{'loc.ark+=13960=t5z613z03'}		Fresh leaves and green pastures	1909
Oppenheim E Phillips Edward Phillips	B6292	{9428241, 6803411}		{'nyp.33433074969142'}		The master mummer	1904
Webster Jean	B8978	{3203800}		{'uc2.ark+=13960=t86h4gn6r'}		Dear enemy	1915
Defoe Daniel	B2158	{8294286}		{'mdp.39015078555250'}		The life and surprizing adventures of Robinson Crusoe of York mariner who lived eight and twenty years on an uninhabited island	1731
Elliot Frances Minto Dickinson	B2626	{8685331, 8518766, 3175983}		{'wu.89100117761'}	{'Court and courtiers'}	Old court life in France	1873
Stevenson Rennie	B7947	{6833495}		{'nyp.33433043830078'}		Through Rhodesia with the shar	1901
Duchess	B2150	{8541217}		{'mdp.39015063938644'}		Beautys daughters	1886
Dehan Richard	B2271	{3190222, 3164391}		{'uc1.$b249644'}		Maids in a market garden	1894
Grant Maria M	B3079	{8976258}		{'njp.32101069166310'}		My hearts in the highlands	1878
Ward Mary Augusta	B8611	{8937533, 3161093, 6654479}		{'nyp.33433075764203', 'nyp.33433075764195'}		Sir George Tressady	1896
Merrick Leonard	B5306	{6785322, 3173478}		{'mdp.39015059415896'}		When love flies out o the wind	1919
Macfall Haldane	B5976	{6769201, 8842765, 6867843, 3191443, 3163197}		{'uc1.$b787073'}		The wooings of Jezebel Pettyfe	1898
Hutchison William G	B3839	{6785135}		{'uc2.ark+=13960=t01z4ff1z'}	{'Tobacco', 'English poetry'}	Lyra nicotiana	1898
Dunbar Paul Laurence	B2414	{8847850}	{'Bibliographies'}	{'mdp.39015061175280'}		The sport of the gods  and oth	1906
Smythies Gordon Mrs	B7769	{4972256}		{'uiuo.ark+=13960=t87h27b6c', 'uiuo.ark+=13960=t0ht38h97', 'uiuo.ark+=13960=t23b6pk6s'}	{'823SM9B'}	The breach of promise	1845
Whitney A D T Adeline Dutton Train	B8522	{9442342}	{'Juvenile audience', 'Novel'}	{'mdp.39015061865856'}		A summer in Leslie Goldthwaite	1866
Wraxall Lascelles	B8845	{9429383}		{'uiuo.ark+=13960=t1mg89134', 'uiuo.ark+=13960=t6qz2x06f', 'uiuo.ark+=13960=t96694947'}		Fides or The beauty of Mayence	1866
Chisholm Louey	B1630	{3198968}	{'Juvenile audience'}	{'nyp.33433088074525'}	{'Storytelling', 'Fairy tales'}	A staircase of stories	1920
BrodieInnes J W John William	B1131	{6753838}		{'uc1.31158010745130'}		For the soul of a witch a roma	1910
Boldrewood Rolf	B1183	{6497000}		{'nyp.33433074930896', 'nyp.33433074930904'}		Robbery under arms a story of 	1889
Fraser Hugh Mrs	B2737	{3264992}		{'nyp.33433074854088'}	{'Social life and customs', '1868-1912'}	The custom of the country tales of new Japan	1899
Richardson Henry Handel pseud	B7112	{9297235, 3189359}		{'uc2.ark+=13960=t6ww7b205'}		Maurice Guest	1908
Stillman William James	B7590	{3230878}	{'Autobiography'}	{'uc1.32106019584199'}	{'Biography', 'Stillman, William James', 'Journalists', '1828-1901'}	The autobiography of a journalist	1901
Witt Karl	B8986	{6417729}		{'uva.x004865205'}		The wanderings of Ulysses  A s	1885
Bangs John Kendrick	B388	{6775910}	{'Juvenile audience'}	{'mdp.39015030856978'}		The enchanted typewriter	1899
Moore Frank Frankfort	B5194	{9300296}		{'coo.31924013526094'}		The marriage lease the story of a social experiment	1907
Osbourne Lloyd	B6315	{6822081, 8996786, 6823399}		{'nyp.33433076054307'}		The queen versus Billy and other stories	1900
Bremer Fredrika	B1262	{4444958}		{'nyp.33433075775258'}		The home or Family cares and f	1843
Strickland Jane Margaret	B7498	{8733381}		{'nyp.33433075753685'}	{'English fiction', 'Jews'}	Adonijah  a tale of the Jewish dispersion	1856
Dawe William Carlton Lanyon	B2147	{8975217, 3181772}		{'mdp.39015063546298'}		A bride of Japan	1898
Besant Walter Sir	B747	{3156771}		{'uc1.$b249610'}	{'Science fiction', 'Wealth', 'Moral and ethical aspects', 'Inheritance and succession', 'Scientists'}	Beyond the dreams of avarice	1895
Collins Wilkie	B2044	{4380498}		{'inu.30000007708815'}		The moonstone A novel	1868
Macgowan J John	B5244	{2442025, 6834275}		{'mdp.39015004766120'}	{'(OCoLC)fst00930306', '(OCoLC)fst01206073', 'Tales, Chinese', 'Tales', '(OCoLC)fst01142246', 'China', 'Folklore'}	Chinese folklore tales	1910
Lever Charles James	B5028	{8627594}		{'wu.89100339118', 'uiuo.ark+=13960=t3hx1vb37', 'uiuo.ark+=13960=t6rx9s555'}	{'823L57F'}	The fortunes of Glencore	1857
Hamilton John Arthur	B4013	{8986856, 6670816, 3278414}		{'mdp.39015063551454'}		The ms in a red box	1903
Sladen Douglas Brooke Wheelton	B7946	{6800694}		{'mdp.39015063759818'}		The Admiral  a romance of Nels	1898
Orczy Emmuska Orczy Baroness	B6376	{3173356, 9055005}		{'wu.89006405088'}		The nest of the sparrowhawk a romance of the 17th century	1909
Cullum Ridgwell	B1750	{6830232, 3161106, 9049542}		{'uc2.ark+=13960=t52f7t83w'}		The watchers of the plains	1909
Haydon George Henry	B3930	{8730536}		{'uc2.ark+=13960=t6445s05w'}	{'Australia'}	The Australian emigrant	1854
Burgin G B George Brown	B592	{6813968, 6669656, 8881327}		{'nyp.33433074847553'}		The shutters of silence the romance of a Trappist	1903
Reynolds George W M George William MacArthur	B7232	{2862166}		{'uc1.b000672436'}		The mysteries of London contai	1879
Peek Hedley	B6539	{6646027}		{'nyp.33433075766067'}		The chariot of the flesh	1897
Douglas George	B2310	{3169966}		{'uc2.ark+=13960=t0gt5np3k'}		The new border tales	1895
Winter John Strange	B8529	{8967580}		{'mdp.39015063961497'}		A selfmade countess the justication of a husband	1901
Glasgow Ellen Anderson Gholson	B3005	{6777697, 3161913, 8854700}		{'mdp.39015003940916'}		Phases of an inferior planet a novel	1898
Blackwood Algernon	B482	{3180074, 9073259, 6840973}		{'njp.32101064788175'}		The education of Uncle Paul	1909
Rodziewiczwna Maria	B7026	{6811130}		{'uc1.$b599059'}		Anima vilis	1900
Futrelle Jacques	B2797	{9058106, 9428924}		{'nyp.33433076090715'}		The chase of the golden plate	1906
Makino Yoshio	B5238	{2441743}		{'loc.ark+=13960=t6qz33j81'}	{'Social life and customs', 'Japan'}	When I was a child	1912
Voynich Ethel Lillian Boole	B8391	{8880244, 3178807}		{'uc2.ark+=13960=t3514b73r'}		Olive Latham	1904
Davis John Francis Sir	B2536	{5077249}		{'uc1.b4110102'}		Chinese novels translated from	1822
Saint Leger Savile Randolph Evelyn	B7516	{6813458}		{'nyp.33433075873509'}		The shape of the world	1912
Stockton Frank Richard	B7990	{6778208}		{'uc1.$b799982'}		The associate hermits	1899
Thomas Annie	B8176	{6672295, 8983015}		{'uc2.ark+=13960=t16m36j1d'}		Comrades true	1900
Bindloss Harold	B684	{8924408}		{'nyp.33433074939483'}		The cattlebarons daughter	1906
Rabelais François	B7235	{3222806}		{'mdp.49015000731860'}		Gargantua  Pantagruel the five	1942
Merwin Samuel	B5704	{3159899, 8869806, 6807654}		{'uc2.ark+=13960=t2k64cm2s'}	{'Railroads', 'History'}	The short line war	1899
Woods Margaret L Margaret Louisa	B8448	{6801016}		{'coo.31924065007316', 'coo.31924013240779'}	{'Peninsular War, 1807-1814'}	Sons of the sword a romance of the Peninsular War	1902
Stockton Frank Richard	B7401	{8864530}		{'mdp.39015063956869'}		The young master of Hyson Hall	1900
Garland Hamlin	B2997	{8903150}		{'mdp.39015003700245'}		The tyranny of the dark	1905
Stock Ralph	B8002	{3176085}		{'uc1.$b803945'}		The recipe for rubber  a Fijia	1912
Magnay William Sir	B5491	{3167283, 8951731}		{'nyp.33433074902812'}		The heiress of the season	1899
Hornung E W Ernest William	B3931	{3159056, 6782468, 6782293, 8853390}	{'Mystery and detective fiction', 'Great Britain'}	{'uc2.ark+=13960=t6542qk5v'}	{'Raffles (Fictitious character)', 'Detective and mystery stories, English', 'Criminals', 'England', 'Adventure stories, English'}	The amateur cracksman	1899
Carleton William	B1853	{5249612}		{'uiuo.ark+=13960=t6446cc2s', 'uiuo.ark+=13960=t96694r3k'}	{'Peasants', '823C19TR1834A', 'Irish fiction', 'Peasantry', 'X823C19TR', 'Ireland'}	Traits and stories of the Irish peasantry	1830
Gsiorowski Wacaw	B3276	{3190243, 6820468, 8899038}		{'uc2.ark+=13960=t6j107r4f'}	{'Napoleon', '1769-1821', 'Emperor of the French'}	Napoleons love story	1905
Perrin Alice	B6545	{6828826}		{'nyp.33433075766307'}		A free solitude	1907
Sala George Augustus	B7914	{9447202, 4368327}		{'nnc1.cu58507493'}		Quite alone a novel	1880
James G P R George Payne Rainsford	B4257	{4967552, 4615850, 4445172}		{'hvd.hn6ev6', 'njp.32101067647394', 'uiuo.ark+=13960=t59c7hm0p', 'njp.32101067647402'}		Arrah Neil or Times of old	1844
Kennedy Sara Beaumont Cannon	B4616	{3182574}		{'uc2.ark+=13960=t45q4rz77'}	{'Virginia', 'History', 'Colonial period, ca. 1600-1775'}	The wooing of Judith	1902
Crowberry Daniel	B1990	{8991356}		{'uiuo.ark+=13960=t3xs61z24', 'uiuo.ark+=13960=t78s52g23', 'uiuo.ark+=13960=t8bg31516'}		North of the Tweed or Lorance 	1867
Palacio Valdés Armando	B6567	{6759812, 6820375}		{'nyp.33433075865687'}		The joy of Captain Ribot	1900
Newman May Wentworth	B6095	{8659390}	{'Juvenile audience'}	{'njp.32101063604621'}	{'Fairy tales'}	Fairy tales from gold lands	1867
Weir Florence Roney Mrs	B8672	{8966924}		{'nyp.33433076076029'}		Merry Andrew	1918
Oxenford John	B6389	{8426930}		{'uc2.ark+=13960=t3mw2bk15'}		Tales from the German comprisi	1844
Hardy Thomas	B4009	{4359285, 9464285}		{'inu.30000115321212', 'mdp.39076005003400', 'mdp.39076005003392', 'mdp.39015005073393', 'mdp.39076005003426'}		The writings of Thomas Hardy i	1895
Thanet Octave	B8284	{6758620}		{'nyp.33433081580858'}		The missionary sheriff being i	1899
Moncrieff A R Hope Ascott Robert Hope	B5651	{4854089, 9454270}		{'uc1.b4104034'}		Oudendale  a story of schoolbo	1865
Benson E F Edward Frederick	B617	{6671169, 3184084, 9420351}		{'nyp.33433074926951'}	{'English fiction'}	The relentless city	1903
Lang Andrew	B4914	{3155200, 6775338, 6794642}		{'uc1.b3579170'}		The disentanglers	1902
Cheney Elizabeth	B2070	{8907124}		{'nyp.33433074810445'}		The house of love	1914
Sharp William	B7552	{6766768}	{'Juvenile audience'}	{'nyp.33433086985888'}	{'Folklore', 'Celts'}	The laughter of Peterkin  a retelling of old tales of the Celtic wonderworld	1897
Benson E F Edward Frederick	B612	{3197786}		{'nyp.33433074926712'}		Queen Lucia	1920
Benson E F Edward Frederick	B618	{6763864}		{'nyp.33433074927009'}		Thorley Weir	1913
Wyllarde Dolf	B8646	{6767396}		{'nyp.33433075872733'}		Youth will be served	1913
Burns Robert	B1151	{4704411, 5838228, 5805795}		{'hvd.hwj9y3'}		The prose works of Robert Burn	1796
Judson Katharine Berry	B4427	{3217727}		{'uc2.ark+=13960=fk22b8vh0p'}		Myths and legends of the Missi	1914
De Quincey Thomas	B2233	{5121828}		{'nyp.33433074959812'}		Klosterheim  or The masque	1832
McMurdy Robert	B5738	{6861675}		{'uc2.ark+=13960=t4th8d89f'}		The upas tree	1912
Steel Flora Annie Webster	B7680	{6806200, 3160573, 8844031}	{'History'}	{'uc2.ark+=13960=t43r1751d'}	{'Sepoy Rebellion, 1857-1858', '(OCoLC)fst01354766', 'Delhi', '(OCoLC)fst01205766', 'Siege of Delhi (India : 1857)', '1857', 'Siege, 1857', 'India', 'History'}	On the face of the waters	1897
Hardy Francis H	B3635	{8961832, 6799034, 3172652, 6783999}		{'nnc1.1000918407'}		To the healing of the sea a no	1900
Balfour Clara Lucas	B544	{5012952, 8624092}		{'nyp.33433008142022'}		The Burnish family	1857
