author	bookid	bpoids	genres	htrcids	subjects	title	pubdate
Oliphant	B6364	{4858485}		{'uiuo.ark+=13960=t4wh34v61', 'uiuo.ark+=13960=t3hx1x46t'}	{'823OL3M1866'}	Miss Marjoribanks	1866
Manning Anne	B5854	{9427420}		{'uiuo.ark+=13960=t7br99p7w', 'uiuo.ark+=13960=t9t15j031'}	{'823M316ME'}	Meadowleigh a tale of English country life	1863
Brown Caroline	B953	{6815244}		{'uc2.ark+=13960=t6sx64v5f'}		On the Wea trail	1903
Hassell Susan Whitcomb	B3912	{9451664}		{'uc2.ark+=13960=t54f1pz7g'}	{'Hassell, Susan Whitcomb', 'Home', 'IsBiographical'}	The old home	1911
Hocking Joseph	B3696	{6791718}	{'Novel'}	{'nyp.33433074868278'}	{'English fiction'}	Fields of fair renown	1896
Downey Edmund	B2394	{8760747}		{'uiuo.ark+=13960=t9p277n7m', 'uiuo.ark+=13960=t8bg31t1q'}		In one town	1886
Freiherr de La MotteFouqué Friedrich Heinrich Karl	B2892	{8568141}		{'uva.x030446086', 'uva.x030446087', 'uva.x002037474'}		The magic ring  a romance	1825
James G P R George Payne Rainsford	B4339	{4449497, 4961319}		{'uc1.b3124540', 'uc2.ark+=13960=t0qr4t480', 'uc2.ark+=13960=t01z4685r'}		The castle of Ehrenstein	1847
Rolleston T W Thomas William	B6949	{3184787}		{'njp.32101047678428'}	{'History and criticism', 'Mythology, Celtic', 'Celtic literature', 'Celts'}	Myths  legends of the Celtic r	1910
Falconer Lanoe	B2726	{3157119}		{'njp.32101068169679'}		Cecilia de Noël	1891
Twain Mark	B8012	{8967624}		{'coo.31924021964063'}	{'Joan', 'Description and travel', 'Voyages around the world', 'Christian Science', '1412-1431', 'Humorous stories, American', 'Short stories', 'of Arc, Saint'}	The man that corrupted Hadleyburg  and other stories and sketches	1900
Burnett Frances Hodgson	B423	{8996880, 3175889, 6816134, 6799438}	{'Novel'}	{'mdp.39015063535598'}		The making of a marchioness	1901
Manning Anne	B6030	{9459915, 9427420}		{'uiuo.ark+=13960=t7br99p7w', 'uiuo.ark+=13960=t9t15j031'}		Meadowleigh a tale of English 	1863
Crawford F Marion Francis Marion	B1462	{9452646}		{'njp.32101068168218'}		The undesirable governess	1909
Jerrold Douglas William	B4346	{5275304, 8372154, 8970931}		{'uc2.ark+=13960=t19k4bx8b'}		Cakes and ale	1852
Miller Hugh	B5804	{8685544}		{'uc2.ark+=13960=t9474m472'}	{'Poets', '1759-1796', 'In literature', '1722-1800', 'Forsyth, William', '1722-1800. [from old catalog]', '1750-1774', 'Fergusson, Robert', 'Burns, Robert', 'Scotland'}	Tales and sketches	1856
Stoker Bram	B7344	{8982208, 3172382}		{'mdp.39015016922042'}		Miss Betty	1898
Cromie Robert	B1713	{6818138}		{'uc2.ark+=13960=t1zc80d7b'}		A new Messiah	1903
Sinclair Upton	B7355	{8934647}	"{'Bookplates (Provenance)', ""Publishers' advertisements""}"	{'mdp.39015030711926'}	{'Socialites', 'Upper class'}	The metropolis	1908
Douglas Theo Mrs	B2405	{8850847}		{'uva.x030788130'}		Iras a mystery	1896
Harte Bret	B4023	{3213686}		{'njp.32101068599024'}		Flip and other stories	1902
Neale W Johnson William Johnson	B6105	{8890258}		{'nyp.33433011794728'}		Will watch  from the autobiography of a British officer	1835
Scott Walter Sir	B7932	{8565754}		{'njp.32101067173094'}		The pirate The fortunes of Nig	1824
Brebner Percy James	B1128	{3214705}		{'nyp.33433074929336'}		Christopher Quarles  college p	1914
Weyman Stanley John	B8817	{8995819}		{'uc2.ark+=13960=t8ff3tr89'}		Count Hannibal	1901
BaitālPachīsī	B363	{3172530, 6650381, 8800903}		{'mdp.39015019958241'}		Vikram and the vampire or Tales of Hindu devilry	1893
Haggard H Rider Henry Rider	B3471	{6429844}	{'Bibliographies'}	{'coo.31924013476480'}	{'Africa', 'Hunting guides', 'Treasure troves', 'Missing persons', 'Adventure and adventurers'}	King Solomons mines	1886
Le Gallienne Richard	B4942	{8853561}		{'uc2.ark+=13960=t22b8zz7z'}		The romance of Zion chapel	1898
Godfrey Elizabeth	B3146	{6790635, 8888285, 6801270}		{'nyp.33433074927116'}		The winding road	1902
Warner Sylvia Townsend	B8730	{3223777, 2450687}		{'uc1.b4082127'}		Mr Fortunes maggot	1927
Martineau Harriet	B5464	{4445434, 4960340, 4446934, 8394398}		{'nyp.33433074895701'}		Forest and gamelaw tales	1845
Bird Robert Montgomery	B1221	{8304225}		{'uc1.b3325368'}		The infidel or the fall of Mex	1835
Cheney H V Harriet Vaughan	B1920	{5208770, 5148563}		{'nyp.33433074810601', 'nyp.33433074810593'}		A peep at the Pilgrims in sixt	1826
Glyn Elinor	B3238	{6790120}		{'uc2.ark+=13960=t17m06f55'}	{'English fiction'}	The reflections of Ambrosine	1902
Skram Amalie	B7822	{3164384}		{'uva.x000367723'}		Professor  Hieronimus	1899
Doudney Sarah	B2375	{9179728}		{'uiuo.ark+=13960=t0jt01623', 'uiuo.ark+=13960=t7rn3hn1f'}		A romance of Lincolns Inn	1893
Zagoskin M N Mikhail Nikolaevich	B9084	{5806659}		{'uva.x001620883'}		The young Muscovite	1834
Manning Anne	B5614	{8627099, 5012711}		{'uc1.b3325598'}		The year nine  a tale of the Tyrol	1858
Flamank James	B2908	{4703387, 8263990}		{'njp.32101067644557'}		The curate of Steinhollt  a ta	1837
Hood Thomas	B3628	{8399717}		{'njp.32101068582939', 'njp.32101068582921'}		Whimsicalities  a periodical g	1844
Mille Pierre	B5811	{6823713}		{'uc2.ark+=13960=t9j38qw8h'}		Two little Parisians	1913
Thackeray William Makepeace	B8309	{8963303}	{'ContainsBiogMaterial'}	{'uva.x030581206'}		The Wolves and the la	1863
Kenealy Arabella	B4630	{8888850}		{'uc2.ark+=13960=t90865b39'}		The whips of time	1909
HibbertWare Mary Clementina Mrs	B3619	{9166631}		{'njp.32101068168499', 'njp.32101068168481', 'njp.32101068168473'}		Dr Harcourts assistant a tale of the present day	1868
James G P R George Payne Rainsford	B4431	{5125664, 8690685}		{'nyp.33433074869128', 'mdp.39015036640459'}		Mary of Burgundy or The revolt	1833
Scott John Reed	B7660	{6839058}		{'uc2.ark+=13960=t2b85579n'}		The Princess Dehra	1908
Harker Lizzie Allen	B3968	{9297530, 3217052, 6824398}		{'uiug.30112046427651'}		Miss Esperance and Mr Wycherly	1908
Roberts Morley	B6893	{6675849}		{'inu.39000001057152'}		Lord Linlithgow  a novel	1900
Stockton Frank R Frank Richard	B7927	{6763342, 8830751}		{'uc2.ark+=13960=t36114630'}		Afield and afloat	1902
Hough Emerson	B4011	{3183386, 6784571, 6814468}		{'nyp.33433076064876'}		The Mississippi bubble  how th	1902
Bennett William 17961879	B324	{8273752}		{'inu.30000008561643'}		Malpas  or Le poursuivant damour  a romance	1822
Maud Constance Elizabeth	B5436	{3184764}		{'nyp.33433074892948'}		A daughter of France	1909
Glasgow Ellen Anderson Gholson	B3050	{6776584, 6796369, 8991528, 3271127}		{'nc01.ark+=13960=t8bg3s824'}		The voice of the people	1900
Masefield John	B6070	{9041146}		{'nyp.33433074893326'}		Captain Margaret a romance	1908
Cleig George Robert	B1930	{4691208}		{'wu.89100330653'}		The country curate	1830
Dudeney Henry Mrs	B2246	{6787229, 3175991}		{'nyp.33433074968516'}		Men of Marlowes	1900
Crackanthorpe Hubert	B1896	{6783576}		{'uc1.b3578324'}		Sentimental studies and A set 	1895
Marshall Emma Mrs	B5452	{3167680}		{'nyp.33433074895115'}	{'Wren, Christopher', '1632-1723'}	Under the dome of St Pauls a story of Sir Christopher Wrens days	1898
Chekhov Anton Pavlovich	B1980	{8978427, 6893476}		{'uc1.32106001600243'}		The black monk and other stori	1904
Hook Theodore Edward	B3838	{2846972}		{'uc2.ark+=13960=t00004q77', 'uc2.ark+=13960=t1qf8q81v', 'uc2.ark+=13960=t08w3dq93'}		Births deaths and marriages	1839
Rideout Henry Milner	B7136	{2441104}		{'uc2.ark+=13960=t92806h39'}		The twisted foot	1910
Westbury Atha	B8796	{6762362}		{'uc2.ark+=13960=t57d2r226'}		Australian fairy tales	1897
Bray Anna Eliza Mrs	B1167	{8199505}		{'njp.32101067630721'}		Henry de Pomeroy or The Eve of	1846
Peple Edward Henry	B6581	{9047566}		{'nyp.33433076051089'}		The spitfire	1908
Cooper James Fenimore	B1910	{8980812}		{'mdp.39015063548153'}		The Jack olantern Le Feufollet	1843
MDonogh Felix	B5921	{8164000}		{'nyp.33433075884696', 'uc1.b3135314', 'uc1.b3135312', 'uc1.b3135313', 'uc1.b3135311'}		The hermit in London or Sketch	1819
James Henry	B4363	{3179487}		{'uc2.ark+=13960=t49p2x29r', 'uc2.ark+=13960=t6d21t55t'}		The better sort	1903
Harris Alexander	B3979	{4417026, 8296092}		{'uiuo.ark+=13960=t8pc3d497', 'uiuo.ark+=13960=t3nv9vv41', 'uiuo.ark+=13960=t83j3vz5w'}		The emigrant family 	1849
Bernhard Carl	B467	{4414706}		{'njp.32101062729262', 'njp.32101062729254'}	{'Caroline Mathilde', 'Queen, consort of Christian VII, King of Denmark', '1751-1775'}	The Queen of Denmark  an historical novel	1846
Reade Charles	B7255	{8636661, 5012670}	{'NotBiographical'}	{'umn.31951002035959l', 'uc2.ark+=13960=t6154t62k'}		The course of true love never 	1834
Moore Charlotte Trimmer	B5824	{9214392}		{'uiuo.ark+=13960=t0ns13172', 'uiuo.ark+=13960=t19k4nr6v', 'uiuo.ark+=13960=t3fx7m15x'}		Country houses	1832
Parker Gilbert Sir	B6791	{3158874}	{'Adventure stories'}	{'mdp.39015060797969'}		An adventurer of the North  be	1896
Hodder Alfred	B3523	{8843248, 6780013}		{'mdp.39015021100931'}		The new Americans	1901
Broughton Rhoda	B1227	{8665017}		{'uc1.b3321961', 'uc1.b3321960'}		Cometh up as a flower  an auto	1867
Thackeray William Makepeace	B8333	{8647252}	{'Novel'}	{'uc2.ark+=13960=t42r3tw8p'}		The Virginians a tale of the l	1859
Allen Grant	B114	{6767945, 8967695}		{'uc1.$b111381'}		Miss Cayleys adventures	1899
Barry William Francis	B881	{6779796, 9408958}		{'uc2.ark+=13960=t2m61fd42'}		The two standards	1898
Sender Ramón José	B7353	{2457221}		{'mdp.39015028320946'}	{'Mitchell, P. Chalmers', '(Peter Chalmers)', '1864-1945'}	Mr Witt among the rebels	1938
De La Pasture Henry Mrs	B2421	{3180476}		{'mdp.39015031231544'}		Master Christopher	1911
Champney Elizabeth W Elizabeth Williams	B2029	{6802716}		{'njp.32101037957592', 'njp.32101037957584'}		Romance of the French château	1899
Hardy Thomas	B4021	{3213129}		{'uc1.32106019429858'}		Lifes little ironies  A few cr	1891
Buchan John	B413	{3202263}		{'mdp.39015062083855'}	{'World War, 1914-1918'}	Greenmantle	1916
Benson E F Edward Frederick	B1124	{8948603, 6855902}		{'nyp.33433082268271'}		The Valkyries	1903
BethamEdwards Matilda	B679	{3169577, 8780412}		{'nyp.33433074939285'}	{'English fiction'}	The curb of honor	1893
Remarque Erich Maria	B7029	{3223044}		{'uc1.32106008377712'}	{'World War, 1914-1918'}	The road back	1931
Deland Margaret Wade Campbell	B2305	{6797576, 6798230}		{'uc1.b4354394'}		Old Chester tales	1898
Cooper James Fenimore	B1926	{8720962}		{'mdp.39015058488787'}		The borderers  a tale	1829
James G P R George Payne Rainsford	B4230	{8303104}		{'mdp.39015030051570', 'mdp.39015030051588', 'mdp.39015030051562'}	{'English fiction', '823J23GI1835'}	The gipsy  a tale	1835
Robins Elizabeth	B7258	{2446770}		{'mdp.39015035994857'}		The secret that was kept a stu	1926
Kipling Rudyard	B4492	{8727555}		{'mdp.39015012916162'}		The city of dreadful night and other sketches	1900
Scott P E S	B7736	{3198701}		{'uc2.ark+=13960=t8hd7r52r'}		The interior	1916
Sue Eugène	B7442	{4980041}		{'nnc1.cu53415620'}		The Salamander A naval romance	1844
Homer	B4015	{6785067, 9406189, 8679551}		{'mdp.39015027627218'}		The Iliad of Homer rendered in	1898
Howells William Dean	B3755	{6796786}		{'uc2.ark+=13960=t4nk37884', 'nyp.33433082295324'}	{'African Americans', 'Short stories, American', 'American literature', 'American fiction', 'Southern States'}	Southern lights and shadows	1907
Whitehead Charles	B8943	{6111012}		{'wu.89094687290'}		Lives and exploits of English 	1835
Webster Henry Kitchell	B8805	{9424663}		{'uc2.ark+=13960=t6057dd9h'}		Traitor and loyalist	1904
Grattan Thomas Colley	B3379	{4691240, 8878079}		{'njp.32101069166229', 'uc1.b3322551'}		Highways and byways or Tales o	1823
Reade Charles	B7133	{8968572}		{'uc2.ark+=13960=t8sb42q48', 'uva.x030825632', 'umn.31951002035846y'}		A woman hater	1834
Cherbuliez Victor	B1416	{8593573}		{'mdp.39015065462742'}		Samuel Brohl and company	1877
Brown Vincent	B977	{3150377, 6777146}		{'uc2.ark+=13960=t8df6ph1z'}		My brother	1896
Charles Elizabeth Rundle	B2082	{4848374}		{'nyp.33433074970496'}		Chronicles of the SchönbergCo	1864
James Winifred	B4286	{6713032, 3166250, 9014892}		{'nyp.33433074865688'}		Bachelor Betty	1907
Charles Elizabeth Rundle	B1939	{9430837, 4856397}		{'uc1.$b248954'}		Winifred Bertram and the world	1866
Campbell Calder	B1627	{2855963}		{'nyp.33433082342159', 'nyp.33433082342167', 'nyp.33433082342175'}		Rough Recollections of Rambles Abroàd and at Home	1847
Ward Mary Augusta	B8719	{8949859, 3204983}		{'uc1.b3548139'}		Eltham house	1915
Barr Amelia Edith Huddleston	B1163	{8984881}		{'wu.89098869878'}		Was it right to forgive A dome	1899
Howitt Mary Botham	B4108	{6144782}		{'mdp.39015063933637', 'njp.32101068170966', 'mdp.39015063560430'}		Wood Leighton  or A year in th	1836
Lever Charles James	B5092	{8560948, 9456229, 2464348}		{'uc2.ark+=13960=t8sb3zp7n', 'uc2.ark+=13960=t5bc3vg4r', 'uc2.ark+=13960=t6n011d4f'}		Cornelius ODowd upon men and w	1864
Harrison Mary St Leger Kingsley	B4111	{4085531, 6801327}		{'nyp.33433074857982'}		The history of Sir Richard Cal	1901
Black William	B1237	{8673696, 8502457, 4384134}		{'njp.32101066164987'}		In silk attire	1891
Ballantyne R M Robert Michael	B451	{8651569}	"{""Publishers' advertisements"", 'Juvenile literature'}"	{'mdp.39015078568931'}	{'Voyages, Imaginary', 'West (U.S.)', 'Prairies', 'Juvenile literature', 'Dogs'}	The dog Crusoe A tale of the western prairies	1870
Southey Robert	B7613	{5146648, 9142682}		{'uc1.b3554479'}	{'Southey, Robert', '1774-1843'}	The life and correspondence of Robert Southey	1843
Bayly A Eric	B578	{6783903}		{'nyp.33433074824453'}		The house of strange secrets a detective story	1899
Moore Frank Frankfort	B5501	{6659967}		{'nyp.33433074904925'}		The impudent comedian  others	1897
Trollope Anthony	B8148	{2715912}	{'NotBiographical', 'Bibliographies'}	{'uc1.$b441023'}	{'Fathers and daughters', 'Inheritance and succession'}	Sir Harry Hotspur of Humblethwaite	1871
Le Queux William	B4972	{8895851}		{'uc2.ark+=13960=t5z60j23w'}		The hunchback of Westminster	1904
Barlow Jane	B810	{8810960, 3170192, 8941391}		{'uc1.b3579189'}	{'Ireland', 'Tales'}	Irish ways	1909
Barry William Francis	B896	{6771122, 8870126}		{'uc2.ark+=13960=t39020x7n'}		Arden Massiter	1900
Colton Arthur Willis	B1771	{6821496}		{'uc2.ark+=13960=t6g15vm6b'}		The belted seas	1905
Grinnell George Bird	B3421	{8800346}		{'inu.30000055882736'}		Pawnee hero stories and folkta	1889
De La Voye Marin J George	B2383	{4967115, 5285262, 9157671}		{'uiuo.ark+=13960=t6g16bp0h', 'uiuo.ark+=13960=t1gh9v85b', 'uiuo.ark+=13960=t1dj5sg6w'}		Eugnie the young laundress of the Bastille	1851
Braddon M E Mary Elizabeth	B1015	{8525567}		{'uiuo.ark+=13960=t19k4w11x', 'uiuo.ark+=13960=t4vh62w7z', 'uiuo.ark+=13960=t1bk1x14z'}		Lost for love	1874
Nordau Max Simon	B6086	{3167991}		{'mdp.39015013109874'}	{'German fiction'}	The comedy of sentiment  a novel	1895
Stewart Charles D Charles David	B7731	{3184714, 6808461}		{'uc2.ark+=13960=t7sn08r4h'}		The fugitive blacksmith	1905
Andryane Alexandre Phillippe	B118	{4700715}		{'uc1.$b287800', 'uc1.$b287799'}		Memoirs of a prisoner of state in the fortess of Spielberg	1840
Parker Hastings	B6726	{9147088, 8529119}		{'uiuo.ark+=13960=t7pn9ph0w', 'uiuo.ark+=13960=t2x35cg1z', 'uiuo.ark+=13960=t8w95rr4z'}		Bentley Priory	1859
Potter F Scarlett Frederick Scarlett	B6759	{8717601}	{'Juvenile audience'}	{'nyp.33433075873343'}		Melcomb Manor  a family chroni	1875
Miss Pardoe Julia	B5610	{6141125}		{'uc1.b3325386', 'uc1.b3325385'}		Speculation  a novel	1834
Sheppard W J	B7464	{8903175}		{'nyp.33433075746341'}		The tenderfoot	1906
Hough Emerson	B3955	{3183386, 6784571, 6814468}		{'uc2.ark+=13960=t8tb0zk8z'}	{'Law, John', '1671-1729'}	The Mississippi bubble	1902
Sheehan Patrick Augustine	B7653	{6813852}		{'uc2.ark+=13960=t1td9rm5n'}		The triumph of failure	1899
Jusserand J J	B4321	{8794124}		{'uc1.$b29747'}	{'Early modern, 1500-1700', 'English fiction', 'History and criticism'}	The English novel in the time of Shakespeare	1890
Barrett Frank	B1032	{8801879}		{'uiuo.ark+=13960=t3dz0j89j'}		The Harding scandal	1896
Howitt William	B4138	{5005146, 4417221}		{'uc2.ark+=13960=t7tm73t7d'}		The yearbook of the country or	1850
Doyle Arthur Conan Sir	B2397	{6783096}		{'uva.x000179384'}	{'Holmes, Sherlock (Fictitious character)', 'Private investigators', 'Detective and mystery stories, English', 'England', 'Holmes, Sherlock', 'Dogs', 'Blessing and cursing'}	The hound of the Baskervilles	1902
Ainsworth William Harrison	B184	{4451719}		{'uc2.ark+=13960=t86h4jj86'}		The flitch of bacon or The custom of Dunmow	1854
Egerton George	B2548	{6790816, 9410689, 3161899, 6656491}		{'mdp.39015024233630'}		Fantasias	1898
Housman Laurence	B3719	{3285010, 6694981}		{'nyp.33433074872312'}	{'Short stories, English'}	The cloak of friendship	1905
Jenkins Edward	B4341	{6655240}		{'uc2.ark+=13960=t0ks6kg4h'}	{'Alcoholism'}	The devils chain	1876
Zola Émile	B9089	{6830513}		{'uc1.b4658445', 'uc2.ark+=13960=t4fn13891'}		The honour of the army and oth	1901
Gilbert W S William Schwenck	B3372	{8785264}		{'njp.32101067921054'}		Bab ballads  much sound and li	1879
Tracy Louis	B8192	{3182392}		{'uc2.ark+=13960=t3rv0fg92'}		The pillar of light	1904
Trollope Thomas Adolphus	B8235	{8668835}		{'uiuo.ark+=13960=t2794tq8b', 'uiuo.ark+=13960=t3611pr1t', 'uiuo.ark+=13960=t4gm8vp18'}		Artingale Castle	1867
Gale Zona	B3011	{2445682, 3174747, 6856828}		{'mdp.39015006571015'}		A daughter of the morning	1917
Bunbury Selina	B1055	{8607660}		{'umn.31951001417012t'}	{'Description and travel'}	Life in Sweden with excursions in Norway and Denmark	1853
Trollope Anthony	B8115	{9429098}		{'nyp.33433075762694'}		The Belton estate A novel	1866
Kelty Mary Ann	B4670	{4697676}		{'njp.32101068971108', 'njp.32101068971082', 'njp.32101068971090'}		The story of Isabel by the aut	1826
Moore Frank Frankfort	B5506	{9033705, 6686228}		{'nyp.33433074910047'}	{'English fiction'}	The white causeway	1905
Crawford F Marion Francis Marion	B1384	{8834417, 6829287}	"{""Publishers' cloth bindings (Binding)"", 'New York', 'New York (State)', 'Love stories'}"	{'mdp.39015059394315'}		Cecilia  a story of modern Rom	1902
Wells H G Herbert George	B8460	{8860822}	{'Science fiction', 'Dystopias', 'Bibliographies', 'Novel'}	{'dul1.ark+=13960=t80k32x0x'}	{'Twenty-first century', 'Twenty-second century', 'Technological innovations', 'Science fiction', 'Time travel'}	When the sleeper wakes	1899
DawsonScott C A Catharine Amy	B2501	{2443567}		{'mdp.39015032046578'}		The haunting	1934
Stephens Ann S Ann Sophia	B7842	{8606528}		{'wu.89104494505'}		Zana or The heiress of Clair H	1860
March E Sutcliffe	B5460	{8844707}		{'nyp.33433074895610'}		A stumbler in wide shoes a nov	1896
Jacobs W W William Wymark	B4359	{8962248}		{'uc2.ark+=13960=t3tt4hn0k'}	{'Short stories'}	Night watches	1914
Roberts Katherine	B7271	{2482334}		{'mdp.39015003659789'}		Pages from the diary of a mili	1910
Picken Andrew	B6509	{6092568, 4699643, 8682988}		{'nyp.33433074909627'}	{'English fiction'}	The clubbook being original tales	1833
Evans Florence Wilkinson Mrs	B2608	{6765618, 3193836}		{'uc2.ark+=13960=t9b56g26z'}		The strength of the hills	1901
