author	bookid	bpoids	genres	htrcids	subjects	title	pubdate
Meredith George	B5935	{6429931, 8693398}		{'nnc1.0037105329'}		Shaving of Shagpat	1896
Bowdich Sarah	B1257	{4705754}		{'hvd.32044009812777'}		The juvenile album or tales fr	1841
Maugham W Somerset William Somerset	B5235	{9024129, 6798093}		{'loc.ark+=13960=t3hx1xh4s'}		The merrygoround	1904
Thompson Sylvia	B8142	{3219672, 2482109}		{'uc1.$b245245'}		Winter comedy	1931
Hardy Arthur Lemuel	B3634	{8902743}		{'nnc1.0026608510'}		The clutch of circumstance	1909
Meagher Maude	B5588	{3237381}		{'uc1.$b301837'}		White jade	1930
Phelps E Stuart Elizabeth Stuart	B6643	{6724045}		{'uc2.ark+=13960=t14m9380r'}		Beyond the gates	1884
Cobban J Maclaren James Maclaren	B1571	{6774322}		{'nyp.33433074947007'}	{'English fiction'}	The angel of the covenant  memoirs of the early career of the admirable James Graham	1898
Montgomery Florence	B5483	{8661258}		{'nyp.33433074902317'}	{'English fiction'}	Peggy and other tales	1876
Becke Louis	B963	{6806959, 8897933, 3190197}		{'uc2.ark+=13960=t79s1p041'}	{'Australian fiction'}	Tom Gerrard	1904
Le Gallienne Richard	B4942	{8853561}		{'uc2.ark+=13960=t22b8zz7z'}		The romance of Zion chapel	1898
Parker Gilbert Sir	B6655	{3165979, 8877156}		{'uc2.ark+=13960=t3pv6d091'}		The lane that had no turning	1900
Manning Anne	B5841	{9138448}		{'uiuo.ark+=13960=t3320g23c', 'uiuo.ark+=13960=t4cn7n03t'}		Poplar house academy	1859
Mathew Frank James	B5441	{6670848, 6669843, 3268563}		{'nyp.33433074893334'}		One queen triumphant	1900
Fletcher J S Joseph Smith	B2850	{8874720, 3176001}		{'uc2.ark+=13960=t2x34vk3p'}		Lucian the dreamer	1903
Bailey H C Henry Christopher	B605	{3199845}		{'nyp.33433074920772'}		The gamesters	1919
Forbes Esther	B2668	{3231952, 2454430}		{'mdp.39015003675520'}	{'Massachusetts', 'Witchcraft', 'Salem'}	A mirror for witches in which is reflected the life machinations and death of famous Doll Bilby who with a more than feminine perversity preferred a demon to a mortal lover  here is also told how and why a righteous and most awfull judgment befell her destroying both corporeal body and immortal soul	1928
Besant Walter Sir	B747	{3156771}		{'uc1.$b249610'}	{'Science fiction', 'Wealth', 'Moral and ethical aspects', 'Inheritance and succession', 'Scientists'}	Beyond the dreams of avarice	1895
Morris William	B5646	{6759435}		{'uc1.b4102124'}		The water of the Wondrous isle	1896
Horne R H Richard H	B4143	{8415543}		{'mdp.39015062810984'}		The poor artist or Seven eyesi	1850
Mott Lawrence	B5803	{6806495}		{'uc2.ark+=13960=t92808w4j'}		Jules of the great heart	1905
Fairbank Janet Ayer	B2819	{3229894}		{'uc1.$b300210'}		The lions den	1930
Turner John Hastings	B8113	{3216576}		{'nyp.33433075761761'}		Simple souls	1919
Jacobs Joseph	B4404	{6455904, 8787991}		{'mdp.39015010396540'}		English fairy tales being the 	1916
Maxwell W B William Babington	B5280	{9069208, 6799347}		{'mdp.39015030383635'}		The rest cure	1919
Marshall Beatrice	B5912	{8883018}		{'uva.x030736348'}		Old Blackfriars a story of the	1902
Gordon Jan	B3413	{3193601}		{'mdp.39015047685923'}		A Balkan freebooter being the 	1916
Haggard H Rider Henry Rider	B3496	{9378917}		{'inu.32000000663122'}		The holy flower	1915
Parker Gilbert Sir	B6751	{8880677}	{'Canadian fiction'}	{'mdp.39015063945763'}		The right of way  a novel	1901
MDonogh Felix	B5823	{5108176}		{'uiuo.ark+=13960=t4rj4zq55', 'uiuo.ark+=13960=t0ms47n5n', 'uiuo.ark+=13960=t87h23t3j'}	{'823M147H'}	The highlanders	1824
Zangwill Israel	B9092	{6801672, 8877481}		{'mdp.39015030113396'}		The mantle of Elijah  a novel	1900
Thackeray William Makepeace	B8158	{8963303}		{'uc1.b3332120'}		The wolves and the lamb  Lovel the widower Roundabout papers	1863
Scott P E S	B7736	{3198701}		{'uc2.ark+=13960=t8hd7r52r'}		The interior	1916
Oliphant Mrs Margaret	B6283	{6806264}		{'nyp.33433074961834'}		The unjust steward or The ministers debt	1896
Beach Rex	B877	{3222662}		{'uc2.ark+=13960=t2988485k'}		The winds of chance	1918
Riley W William	B7274	{8446980}		{'nyp.33433075730576'}		The way of the winepress	1917
Joyce James	B4272	{2439431}		{'nyp.33433074863766'}		A portrait of the artist as a young man	1916
Locke William John	B4997	{8852032, 6771011}		{'uc2.ark+=13960=t8w953f3k'}		Derelicts	1897
Mottram R H Ralph Hale	B5292	{3320862}		{'mdp.39015039731628'}		Castle island	1931
Haggard H Rider Henry Rider	B3471	{6429844}	{'Bibliographies'}	{'coo.31924013476480'}	{'Africa', 'Hunting guides', 'Treasure troves', 'Missing persons', 'Adventure and adventurers'}	King Solomons mines	1886
Ryerson Florence	B7024	{3217425}		{'uc1.$b312431'}		Seven suspects	1930
Harraden Beatrice	B3473	{8903323, 6841766}		{'coo.31924064976875', 'coo.31924013479658'}		Katharine Frensham a novel	1903
Craik Georgiana M Georgiana Marion	B1325	{8516056}		{'coo.31924064984531'}		Without kith or kin	1872
Joyce James	B4443	{2439431}		{'nyp.33433074863766'}		A portrait of the artist as a 	1916
Thackeray William Makepeace	B8042	{4981582}	{'Autobiography', 'ContainsBiogMaterial', 'Bibliographies'}	{'mdp.39015063760709'}	{'Anne, 1702-1714', '1811-1863', 'Dictionaries, indexes, etc', 'Thackeray, William Makepeace', 'English literature', 'Great Britain', 'History'}	The history of Henry Esmond esq  colonel in the service of Her Majesty Q Anne written by himself	1852
Carey Rosa Nouchette	B1314	{8987338, 6811955}		{'coo.31924013453430', 'coo.31924064966785'}		Herb of grace	1901
Gartland Hannah	B3150	{8891357, 3175242, 3188877}		{'nyp.33433076068968'}		The house of cards	1922
Lincoln Joseph Crosby	B4730	{3214415}		{'mdp.39015023142634'}		Rugged water	1926
Cooke Marjorie Benton	B1732	{3198471}		{'uc2.ark+=13960=t3nv9cn6h'}		The threshold	1918
Duncan Norman	B2186	{3182115}	{'Bibliographies'}	{'nyp.33433022469690'}	{'Sea stories, American'}	The way of the sea	1903
Byrne Donn	B598	{3215411}		{'nyp.33433074862495'}		The foolish matrons	1920
Croker B M Bithia Mary	B1762	{6833434}		{'uc2.ark+=13960=t5q81kv9d'}		Babes in the wood	1916
Atherton Gertrude Franklin Horn	B45	{6800721, 9412306}		{'njp.32101064786278'}		The Californians	1898
Cooper James Fenimore	B1926	{8720962}		{'mdp.39015058488787'}		The borderers  a tale	1829
Maxwell W B William Babington	B5603	{3246824}		{'uc1.$b787157'}		The people of a house	1934
Homer	B3528	{9406189}		{'mdp.39015027627218'}		The Iliad of Homer rendered into English prose for the use of those who cannot read the original	1898
Perrin Alice	B6546	{6778426, 9285285}		{'nyp.33433075766331'}	{'English fiction'}	The waters of destruction	1905
Abbott Jacob	B291	{9108226}		{'njp.32101068162476'}		Wallace  a Franconia story	1850
Carey Rosa Nouchette	B1529	{8852626, 6795524, 6799317, 3163991}		{'nyp.33433074936059'}		Rue with a difference	1900
Kelly Florence Finch	B4532	{6783674, 9417044}		{'njp.32101068971207'}		With hoops of steel	1900
Gunning	B3463	{6191728}		{'uc2.ark+=13960=t5z60dt90', 'uc2.ark+=13960=t2x34pb6x'}		The exile of Erin or The sorro	1835
Frothingham Eugenia Brooks	B2847	{6813132, 3169989}		{'uc2.ark+=13960=t29882s9d'}		The evasion	1906
Barr Robert	B1065	{6760374}		{'uva.x001179982'}		Jennie Baxter journalist	1899
Scollard Clinton	B7881	{6754985}		{'mdp.39015063951043'}		The cloistering of Ursula  bei	1902
M I E	B5733	{4416478}		{'uc2.ark+=13960=t4fn16442'}	{'Eton College'}	The confessions of an Etonian	1846
Maughan Janet	B5856	{9433707}		{'uiuo.ark+=13960=t86h53j3s', 'uiuo.ark+=13960=t7vm4sm4q', 'uiuo.ark+=13960=t8df78w8p'}		The man of mark	1866
Orczy Emmuska Orczy Baroness	B6382	{3212263}		{'nyp.33433075723902'}		His Majestys wellbeloved an ep	1919
Robins Elizabeth	B6917	{2447863}		{'mdp.39015039496289'}		Time is whispering	1923
Le Roy Eugène	B4785	{8857547}		{'njp.32101068973195'}		Jacquou le croquant	1907
Wharton Edith	B8496	{3213686}	{'Short stories'}	{'mdp.39015019960767'}		Xingu and other stories	1916
Molière	B5248	{4851032, 8878619}		{'mdp.39015005306504'}		The dramatic works of Molière rendered into English	1673
Kavanagh Julia	B4528	{4454106, 8644391}		{'njp.32101068971058', 'njp.32101068970662', 'njp.32101068970654'}		Seven years and other tales	1860
Preedy George	B6621	{2441670}		{'uc1.b3144350'}		Tumult in the North	1931
Tirebuck William Edwards	B8117	{8970956, 6801100}		{'nyp.33433075763072'}	{'English fiction'}	Meg of the scarlet foot a novel	1898
Sudermann Hermann	B7412	{2444059}		{'mdp.39015064442604'}		The Indian lily and other stor	1911
Guerrazzi Francesco Domenico	B3375	{9146213}		{'nyp.33433075798854', 'njp.32101060914833'}		Beatrice Cenci A tale of the s	1858
Trueba y Cosío Joaquín Telesforo de	B8300	{5166424, 4699234, 8614048}		{'hvd.32044089251193', 'hvd.32044080209943', 'hvd.32044089251144'}		Gomez Arias or The Moors of th	1828
Alcock Deborah	B173	{8664591}		{'uc2.ark+=13960=t6639nz5k'}	{'Scotland', 'Reformation'}	The dark year of Dundee	1867
Anderson A J Arthur James	B44	{6755117}		{'njp.32101063580144'}	{'1444 or 1445-1510', '1444 or 5-1510', 'Botticelli, Sandro', 'IsBiographical'}	The romance of Sandro Botticelli woven with his paintings	1912
Freeman H W Harold Webber	B2671	{2455012}		{'mdp.39015004156280'}		Down in the valley	1930
Chambers Robert W Robert William	B1482	{3157365}		{'nyp.33433074809355'}		The king in yellow	1902
Kipling Rudyard	B4490	{9517004}		{'mdp.39015005738102'}	{'Provenance', 'Utopias', 'Brooke, Olave'}	A diversity of creatures	1917
Seton Ernest Thompson	B7371	{3168436}	{'Juvenile audience'}	{'mdp.39015039600534'}	{'Animals', 'Folklore', 'Anecdotes', 'Animals, Legends and stories of'}	Wild animals I have known and 200 drawings  zbeing the personal histories of Lobo Silverspot Raggylug Bingo the Springfield fox the Pacing mustang Wully snd Redruff	1898
