author	bookid	bpoids	genres	htrcids	subjects	title	is_fic
Hergesheimer Joseph	B3827	{2488086}		{'uc1.b3688273'}		The party dress	
Freiherr de La MotteFouqué Friedrich Heinrich Karl	B2716	{2857201}		{'njp.32101066909290'}		Thiodolf the Icelander  from the German	
Crawford F Marion Francis Marion	B1909	{6818065, 8811717, 3176246}		{'mdp.39015059394331', 'mdp.39015059394323'}		The children of the king a tal	
Kimball Richard B Richard Burleigh	B4595	{9011107}		{'uc1.b3324539'}		Romance of student life abroad	
Roland John	B7086	{9102589}		{'uc2.ark+=13960=t4qj79r62'}		The good shepherd	
Melly George	B6014	{8604588, 5892717}		{'nyp.33433067405641'}		School experience of a fag at 	
Braddon M E Mary Elizabeth	B1012	{2723695}		{'uiuo.ark+=13960=t5w672k9r', 'uiuo.ark+=13960=t0ns1bz53', 'uiuo.ark+=13960=t1hh7488n'}		Robert Ainsleigh	
Hood Tom	B3806	{8666945}		{'uc1.b3123812', 'uc1.b3123813', 'uc1.b3123811'}		A golden heart  a novel	
Gallon Tom	B3272	{6764118}		{'uc2.ark+=13960=t5s758f17'}		The second Dandy Chater	
Swinnerton Frank	B7658	{3199547}		{'uc2.ark+=13960=t27945v1w'}		The chaste wife	
Thynne Arthur Christopher	B8177	{9423257, 6826573}		{'uc2.ark+=13960=t17m0bg1b'}	{'Grenville, Bevill', '1596-1643'}	Sir Bevill	
Dorrington Albert	B2335	{3176857, 8939030}		{'uc2.ark+=13960=t48p6126r'}		Children of the cloven hoof	
Jacques E T	B4354	{6793254}		{'uc2.ark+=13960=t2j67c98g'}	{'Annecdotes', 'Law', 'Great Britain'}	A legal practitioner	
Montrésor Frances Frederica	B5301	{3178344}		{'mdp.39015059396625'}		Into the highways  hedges	
Brontë Emily	B1284	{4417176}	{'Bibliographies'}	{'mdp.39015066049357'}		Wuthering Heights an authorita	
Beaton Patrick	B505	{9456465}		{'njp.32101067629541', 'njp.32101067629533', 'njp.32101067629558'}		Marion Leslie  a story	
Ryley Madeleine Lucette	B7004	{6762793}		{'nyp.33433076052400'}	{'Women authors, American', 'American fiction', '19th century'}	An American citizen	
Fleming George	B2732	{3172146, 6766123}		{'nyp.33433074797675'}	{'American fiction'}	Little stories about women	
Sangster Margaret Elizabeth Munson	B7723	{8864697}		{'uc2.ark+=13960=t72v2cv3x'}		Janet Ward	
Steel Flora Annie Webster	B7639	{9034384, 6812344}		{'uc2.ark+=13960=t06w9fp68'}		A sovereign remedy	
Atherton Gertrude Franklin Horn	B178	{6809707, 9007053}		{'uc2.ark+=13960=t70v8bx13'}		The travelling thirds	
Knight Eric	B4486	{3204378}		{'mdp.39015000625262'}	{'World War, 1939-1945'}	This above all	
McCarthy Justin	B5834	{8782178, 3159675}		{'uiuo.ark+=13960=t15m6t77j', 'uiuo.ark+=13960=t9086vr6d', 'uiuo.ark+=13960=t46q2jr1q'}		Red diamonds	
James Henry	B4391	{8906800, 6810007}	"{'Autographs (Provenance)', 'Bookplates (Provenance)', ""Publishers' cloth bindings (Binding)"", 'England'}"	{'uva.x000319019', 'uva.x000926858'}		The golden bowl	
Hall Owen	B3688	{8835141}		{'nyp.33433074862792'}	{'English fiction'}	The track of a storm	
Johnston Mary	B4358	{3275461}		{'uc2.ark+=13960=t3st7f68m'}	{'United States', 'History', 'Civil War, 1861-1865'}	Cease firing	
Prichard James Cowles	B6620	{5144620}		{'uc1.b2936165', 'uc2.ark+=13960=t1pg1vb3r'}	{'Anthropology', 'Ethnology', 'Monogenism and polygenism'}	Researches into the physical history of mankind	
Barker Elsa	B891	{8896088}		{'uc2.ark+=13960=t2z31q34d'}		The son of Mary Bethel	
Lytton Rosina Bulwer Lytton Baroness	B5029	{5016746}		{'uiuo.ark+=13960=t8tb1mz1r', 'uiuo.ark+=13960=t5z611x2s', 'uiuo.ark+=13960=t3jw8wd54'}		The world and his wife or A person of consequence	
Clouston J Storer Joseph Storer	B1868	{9047742}		{'uva.x030735924'}		The peers progress	
Howells William Dean	B4094	{6797268}		{'mdp.49015001445577'}		Their wedding journey With an 	
Black William	B850	{8627177}		{'uc2.ark+=13960=t0rr1v28p'}		Macleod of Dare	
Morlae Edward	B5718	{8978119}		{'uc2.ark+=13960=t3cz35s44'}	{'France', 'Personal narratives', 'L????gion ????trang????re', 'World War, 1914-1918', 'Arm????e'}	A soldier of the Legion	
Kim Manjung	B4487	{3211391}		{'mdp.39015001613556'}		The cloud dream of the nine a Korean novel a story of the times of the Tangs of China about 840 A D	
Caine Hall Sir	B1530	{9024427}		{'nyp.33433074938576'}		The prodigal son	
M I E	B5733	{4416478}		{'uc2.ark+=13960=t4fn16442'}	{'Eton College'}	The confessions of an Etonian	
Edgar George	B2604	{3278262}		{'uc2.ark+=13960=t79s1np14'}		The red colonel	
Marryat Frederick	B6064	{3207307}		{'nyp.33433074880323'}		The old commodore	
R D Hitchcock Hitchcock Mary E Mary Evelyn Mrs	B6909	{4079539}		{'mdp.39015027937252'}	{'Gold discoveries'}	Two women in the Klondike the story of a journey to the goldfields of Alaska	
Ayscough John	B47	{9324151}		{'njp.32101064787938'}		Mezzogiorno	
James Henry	B4239	{9192185}		{'mdp.39015047675379'}		The real thing and other tales	
Weyman Stanley John	B8815	{3168264}		{'uc2.ark+=13960=t87h1n468'}		The red cockade	
Hardy Arthur Lemuel	B3634	{8902743}		{'nnc1.0026608510'}		The clutch of circumstance	
Cairnes William Elliot	B1445	{6797465}		{'njp.32101066121383'}		The coming Waterloo	
Heath Charles	B4029	{5147584}		{'nyp.33433074795489'}		Heaths Waverley gallery of the	
Deeping Warwick	B2263	{3173683}		{'osu.32435002392140'}		The house of spies	
White Stewart Edward	B8925	{9286231}		{'nyp.33433076046311'}		The claim jumpers  a romance	
Dilemmas	B2377	{5222360, 8891531, 6135469}		{'uiuo.ark+=13960=t0tq6hb0f', 'uiuo.ark+=13960=t17m0w16j', 'uiuo.ark+=13960=t9183wn8m'}		Dilemmas of pride	
Onions Oliver	B6251	{8937442, 2437756}		{'mdp.39015063562550'}		In accordance with the evidenc	
Orpen Adela E	B6318	{3179466}		{'uc1.$b169793'}		Perfection City	
Louis	B5007	{4437681, 4702021, 9337694}		{'uc2.ark+=13960=t9w09103m'}	{'Description and travel', 'Belgium'}	Narrative of a journey to Brussels and Coblentz 1791	
Oppenheim E Phillips Edward Phillips	B6258	{9007080}	{'NotBiographical'}	{'mdp.39015063947256', 'uva.x030581248'}	{'English fiction'}	The traitors	
Lever Charles James	B5132	{8370428}		{'uc2.ark+=13960=t39z9gn94', 'uc2.ark+=13960=t9w09d62c', 'uc2.ark+=13960=t6n012v74', 'uc2.ark+=13960=t6rx9m25r', 'uc2.ark+=13960=t8sb4dm5j', 'uc2.ark+=13960=t8pc2xf6n', 'uc2.ark+=13960=t3319w05g', 'uc2.ark+=13960=t2f769094', 'uc2.ark+=13960=t0dv1gb0s', 'uc2.ark+=13960=t5m90528p', 'uc2.ark+=13960=t9c53xz27', 'uc2.ark+=13960=t02z15c5v', 'uc2.ark+=13960=t3dz05x5k', 'uc2.ark+=13960=t21c29s3p', 'uc2.ark+=13960=t91837c5q', 'uc2.ark+=13960=t0ks71674', 'uc2.ark+=13960=t6c24tr8q', 'uc2.ark+=13960=t9w090r13', 'uc2.ark+=13960=t9f480q7h', 'uc2.ark+=13960=t8w95h74b', 'uc2.ark+=13960=t25b0fb82', 'uc2.ark+=13960=t7pn91j8b', 'uc2.ark+=13960=t2w37pm4c', 'uc2.ark+=13960=t2m61fg1h', 'uc2.ark+=13960=t8x924q66', 'uc2.ark+=13960=t8nc5wj5x', 'uc2.ark+=13960=t7rn33b3d', 'uc2.ark+=13960=t5fb50m13', 'uc2.ark+=13960=t4pk0qj8p', 'uc2.ark+=13960=t50g3m04h', 'uc2.ark+=13960=t43r1681b', 'uc2.ark+=13960=t8w953s70', 'uc2.ark+=13960=t5bc3wz6d', 'uc2.ark+=13960=t7xk8n82d', 'uc2.ark+=13960=t7tm7jm16', 'uc2.ark+=13960=t2g73qj03', 'uc2.ark+=13960=t65431t72', 'uc2.ark+=13960=t29885h16', 'uc2.ark+=13960=t1rf62m11', 'uc2.ark+=13960=t6833r171', 'uc2.ark+=13960=t58d07k66', 'uc2.ark+=13960=t0xp6xq1d', 'uc2.ark+=13960=t3jw89g4h', 'uc2.ark+=13960=t8cg01v39', 'uc2.ark+=13960=t3st7hr0r', 'uc2.ark+=13960=t26972r4k', 'uc2.ark+=13960=t9r218j90'}		Charles Levers novels	
White Percy	B8444	{3168161, 9283666, 6691453}		{'coo.31924013237973'}		The patient man	
Scott John Reed	B7540	{8979271}		{'nyp.33433076044514'}		The Duke of Oblivion	
Asbjørnsen Peter Christen	B212	{8717428}		{'mdp.39015002327750'}		Round the Yule log Norwegian f	
Vachell Horace Annesley	B8366	{8925844}		{'nyp.33433075757140'}	{'English fiction'}	The waters of Jordan	
Carr M E	B1545	{6805544, 6762285, 8882566}		{'nyp.33433074942107'}	{'English fiction'}	Love and honour	
Disraeli Benjamin Earl of Beaconsfield	B2387	{4967258}		{'uiuo.ark+=13960=t2g73nn2k', 'uiuo.ark+=13960=t9d50wx7z'}		Sybil or The two nations	
OBrien Florence Roma Muir Wilson	B6266	{3201890}		{'njp.32101063884728'}		If all these young men	
Masefield John	B5901	{2492063}	"{'Autographs (Provenance)', ""Publishers' advertisements""}"	{'mdp.39015014498409'}		Minnie Maylows story and other	
Duchess of Sutherland Millicent	B2256	{3267929, 9408972, 6780614}		{'nyp.33433081587895'}		One hour and the next	
Dorgels Roland	B2370	{3215775}		{'uc2.ark+=13960=t9h41pd7q'}		Saint Magloire	
Sylva Carmen	B7354	{3176749}		{'mdp.39015029560045'}	{'Romania', 'Mountains', 'Rivers', 'Folklore'}	Legends from river  mountain	
Banim John	B707	{5268184, 8669429}		{'wu.89087923348', 'wu.89087923314', 'nyp.33433074955489'}		Tales by the OHara family  second series  comprising the Nowlans and Peter of the castle	
Smith Francis Hopkinson	B7730	{3168553, 9399095}		{'uc2.ark+=13960=t7qn67563'}		Tom Grogan	
Deland Margaret	B2343	{3225043}		{'uc2.ark+=13960=t4vh5ff1d'}		The vehement flame	
Mallock W H William Hurrell	B5753	{6759632, 6834709, 9223020, 3164709, 6773397}		{'uc2.ark+=13960=t5cc0x07x'}		The individualist	
Tynan Katharine	B8097	{8829795, 3180380}		{'nyp.33433074868336'}	{'Irish fiction'}	The way of a maid	
Sedgwick Catharine Maria	B7904	{5120587, 5209524, 5227101}		{'mdp.39015018401938', 'inu.30000055102069'}		Tales and sketches	
Mann Francis Oscar	B5668	{8981169}		{'uc2.ark+=13960=t0js9np1d'}		The devil in a nunnery	
Duncan Sara Jeannette	B2396	{6690974}	{'Autobiography'}	{'uva.x000176402'}		Set in authority	
Gore Catherine Grace Frances Mrs	B3125	{4996769, 9088483}		{'nyp.33433074864186', 'nyp.33433074864194'}	{'English fiction'}	Mammon or The hardships of an heiress	
Robinson F W Frederick William	B7145	{9446250}		{'uiuo.ark+=13960=t07w70x4m', 'uiuo.ark+=13960=t5n87w153', 'uiuo.ark+=13960=t1bk20h2g'}		Owen a waif	
Harris Frank	B3540	{2437313, 6769270}		{'mdp.39015031238986'}		Great days	
Hardy Iza Duffus	B3976	{8826105}		{'uiuo.ark+=13960=t8qc0f17h', 'uiuo.ark+=13960=t5bc4cm63', 'uiuo.ark+=13960=t24b3gp1d'}		A broken faith	
Le Queux William	B5167	{8936242}		{'uc2.ark+=13960=t1gh9h54c'}		The veiled man	
Schmid Christoph von	B7636	{4989779}		{'uc2.ark+=13960=t05x2k801'}		Christmas Eve or The story of poor Anthony	
Stong Phil	B7559	{3246873}		{'uc1.$b244819'}		Strangers return	
Grey Herbert	B3306	{5003298}		{'uiuo.ark+=13960=t8mc9b524', 'uiuo.ark+=13960=t0pr85z1q'}		The three paths	
Jacobs Joseph	B4405	{6455904, 8787991}		{'pst.000019713373'}		English folk and fairy tales  	
Wilson Margaret	B8503	{3237437}		{'mdp.39015030042512'}		Daughters of India	
Crockett S R Samuel Rutherford	B1986	{3256691, 3158615}		{'mdp.39015063547361'}		The Stickit ministers wooing  	
Russell William Clark	B7194	{8947514}		{'njp.32101064912353'}		The tale of the ten  a saltwat	
Belloc Hilaire	B822	{6840975}		{'uc1.b4101605'}		The four men a farrago	
White Stewart Edward	B8541	{9286231}		{'mdp.39015063974524'}		The claim jumpers	
Gregory Lady	B3009	{8881617, 6682625}		{'mdp.39015005120988'}	{'Epic literature, Irish', 'Tuatha de Danann', 'Tuatha de Danaan'}	Gods and fighting men the story of the Tuatha de Danaan and of the Fianna of Ireland	
Daunt William J ONeill	B2535	{4977851}		{'nnc1.1002269333'}		Hugh Talbot a tale of the Iris	
Ralston William Ralston Shedden	B7109	{8707258}		{'uc2.ark+=13960=t6h12xp29', 'wu.89016623191'}	{'Folklore', 'Soviet Union', 'Ghosts'}	Russian folktales	
Dickinson Evelyn	B2324	{6795041, 9411710}		{'uc2.ark+=13960=t2d79694b'}		Hearts importunate	
Longfellow Henry Wadsworth	B4912	{8435376, 8641870}		{'uc1.b3578786'}		The courtship of Miles Standish and other poems	
Jerrold Douglas William	B4442	{8402331}		{'uc1.b3339483'}		A man made of money Sketches o	
Stern G B Gladys Bronwyn	B7364	{3324257}		{'mdp.39015031309191'}	{'Dogs'}	The dark gentleman	
Talk	B8239	{8667091}		{'uiuo.ark+=13960=t3zs3cp59', 'uiuo.ark+=13960=t2w38d36p', 'uiuo.ark+=13960=t8v98sd37'}		The talk of the town a novel	
Brebner Percy James	B1128	{3214705}		{'nyp.33433074929336'}		Christopher Quarles  college p	
Naylor J B James Ball	B6204	{8898386, 6791919}		{'nyp.33433076023351'}		The sign of the prophet a tale	
Macnaughtan S Sarah	B5521	{9055521, 3179699, 6834883}		{'nyp.33433074917083'}		Three Miss Graemes	
Lamington Alexander Dundas Ross Wishart CochraneBaillie	B5054	{6684850}		{'mdp.39015030211679'}		The Theatre francais in the re	
Hornung E W Ernest William	B4072	{6804880, 3188552}		{'nyp.33433074872387'}		A thief in the night  further 	
MacGowan Alice	B5790	{8841955, 6820246}		{'uc2.ark+=13960=t7vm44x0z'}		The last word	
Crane Stephen	B1861	{3178467}	{'Bibliographies'}	{'uva.x000208724'}	{'Chancellorsville, Battle of, Chancellorsville, Va., 1863', 'History', 'Civil War, 1861-1865'}	The red badge of courage an episode of the American civil war	
Lytton Edward Bulwer Lytton Baron	B5097	{8993792, 2867530, 4341412, 4987878}	{'Bibliographies', 'History', 'ContainsBiogMaterial'}	{'uc2.ark+=13960=t4zg6k62c'}		The last of the barons	
Knowles James Hinton	B4519	{6752078}	{'Dictionary', 'Bibliographies'}	{'njp.32101047328925'}	{'Kashmir', '(OCoLC)fst00930306', 'Folklore'}	Folktales of Kashmir	
OFlaherty Liam	B6320	{3228070}		{'uc1.$b243577'}		Thy neighbours wife	
Green Frances H Frances Harriet	B3398	{9151828}		{'nyp.33433081924726'}		Shahmah in pursuit of freedom 	
Gilbert William	B3332	{9438670}		{'umn.31951002065829g'}		Shirley hall asylum or The memoirs of a monomaniac	
Holmes Oliver Wendell	B4172	{6717360}	{'ContainsBiogMaterial'}	{'uc2.ark+=13960=t1mg7g308'}		A mortal antipathy	
Kernahan Coulson	B4610	{8929595}		{'uc2.ark+=13960=t1td9pm1w'}		The thirteenth man	
Murdoch David	B5552	{4452143}		{'nyp.33433076060874'}		The Royalists daughter and the rebels  or The Dutch dominie of the Catskills a tale of the revolution	
Gleig G R George Robert	B3205	{6136559}		{'uc1.b3322523', 'uiuo.ark+=13960=t83j3v78x', 'uc1.b3322525'}		Allan Breck	
Countess of Blessington Marguerite	B1903	{8488208, 8999187, 2854782}		{'inu.30000083748826', 'inu.30000083748834', 'inu.30000083748669'}		Marmaduke Herbert or The fatal	
Dumas Alexandre	B2283	{6785051}	{'Bibliographies'}	{'uc1.32106001742417'}	{'Tulip Mania, 1634-1637', 'Witt, Johan de', '1625-1672', 'Tulip mania, 17th century', 'History', '1648-1714'}	The black tulip	
Gissing Algernon	B3039	{6884549}		{'mdp.39015063918786'}		The top farm	
Adshead Joseph	B151	{5213527}		{'uc2.ark+=13960=t2m61f24k'}	{'Shipwrecks', 'Rothsay Castle (Ship)'}	A circumstantial narrative of the wreck of the Rothsay Castle steam packet	
Poole John	B6719	{5151072, 8426386, 9147908}		{'uiuo.ark+=13960=t7gq7hq0k', 'uiuo.ark+=13960=t1mg87317', 'uiuo.ark+=13960=t4cn7qf1h'}		Phineas Quiddy or Sheer industry	
Manning Anne	B5616	{8706082, 9149197}		{'uc1.b3325603'}		The day of small things	
Crowninshield Schuyler Mrs	B1502	{6794800, 8877869}		{'nyp.33433074845771'}		The archbishop and the lady	
Maxwell Perriton	B5905	{9046240, 6825216, 3191728}		{'nyp.33433074892898'}		A third of life	
Shiel M P Matthew Phipps	B7558	{3188321, 6769990}		{'uc1.$b244810'}	{'Imaginary wars and battles'}	The yellow danger	
 Fitzatherley Mrs	B0	{5237620, 9338882, 6189308}		{'uc1.b3322058', 'uc1.b3322059'}		Our town or Rough sketches of character manners  c	
Soane George	B7644	{5079822}		{'uc2.ark+=13960=t0rr1sd7v', 'uc2.ark+=13960=t7cr5rp2n'}	{'German fiction', 'English fiction', 'Translations into English', 'Translations'}	Specimens of German romance	
Lytton Edward Robert Bulwer Lytton	B4927	{8881024, 6717895}		{'uc2.ark+=13960=t05x2j82k'}		Glenaveril or The metamorphose	
Neale W Johnson William Johnson	B6194	{8620453}		{'inu.39000002352529'}		The pride of the mess  a naval	
Meredith George	B6052	{8545720}	{'Bibliographies'}	{'mdp.49015002138114', 'mdp.39015014607702'}		The tragic comedians a study i	
Wood Ellen	B8606	{4855546}		{'nyp.33433075762322'}	{'English fiction'}	Elsters folly	
Baroness von Hutten Bettina Hutten	B466	{8909883, 3166883, 6699813}		{'njp.32101047301062'}		What became of Pam	
Maxwell W H William Hamilton	B5715	{8703144, 8198334}		{'uc2.ark+=13960=t3bz6638b', 'uiuo.ark+=13960=t67379r2v', 'uiuo.ark+=13960=t06w9wj7b'}	{'Waterloo, Battle of, Waterloo, Belgium, 1815'}	Stories of waterloo	
Hutchinson A S M Arthur StuartMenteth	B3557	{3206513}		{'mdp.39015059405202'}		This freedom	
Bashford H H Henry Howarth Sir	B358	{9369907}		{'mdp.39015013159457'}	{'Description and travel'}	Vagabonds in Périgord	
Burke Thomas	B755	{2452679}		{'uc1.$b299717'}		East of Mansion House	
Maugham W Somerset William Somerset	B5230	{6810965, 6828589, 8878766}		{'inu.32000009125248'}		Mrs Craddock	
Tupper Martin Farquhar	B8122	{8377596}		{'nyp.33433075765028'}	{'English fiction'}	The crock of gold  a rural nov	
Boner Charles	B1085	{9437397}		{'nyp.33433082508049'}		Chamois hunting in the mountai	
Tabor Eliza	B8232	{8536388}		{'uiuo.ark+=13960=t9h42cg59', 'uiuo.ark+=13960=t4bp0qm52', 'uiuo.ark+=13960=t1wd4h96x'}		The last of her line	
Wharton Edith	B8673	{6665128, 6789073, 6824858, 8960352, 3192520}	{'Bibliographies', 'Satire', 'Domestic fiction'}	{'nyp.33433076079122'}	{'Americans', 'Divorced women', 'France', 'Upper class', 'Social life and customs', 'New York', 'Remarried people', 'New York (State)'}	The custom of the country	
Glyn Elinor	B3238	{6790120}		{'uc2.ark+=13960=t17m06f55'}	{'English fiction'}	The reflections of Ambrosine	
Balfour Clara Lucas	B545	{9454457}		{'nyp.33433008142030'}	{'Temperance'}	Troubled waters	
Bungener Félix	B1279	{5005941}		{'njp.32101072915547'}		France before the revolution o	
Patterson J E John Edward	B6527	{3188002}		{'nyp.33433075749832'}		The story of Stephen Compton a novel	
Barrett Frank	B1032	{8801879}		{'uiuo.ark+=13960=t3dz0j89j'}		The Harding scandal	
Maxwell W H William Hamilton	B5353	{8774312}		{'njp.32101065836353'}		The dark lady of Doona	
MacNamara Brinsley	B5709	{2455725}		{'uc2.ark+=13960=t2x34nz6k'}	{'Irish fiction'}	The valley of the squinting wi	
Bandinel James	B1215	{9590952, 6173820}		{'nnc1.1002230933', 'nnc1.1002230984'}		Milton Davenant  a tale of the	
Keary C F	B4637	{8813696, 3174435}		{'uiuo.ark+=13960=t7vm4rn0t', 'uiuo.ark+=13960=t2w38874v', 'uiuo.ark+=13960=t9k36990m'}		The two Lancrofts	
FoxDavies Arthur Charles	B2747	{6814955}		{'nyp.33433074854609'}		The Dangerville inheritance	
Herbert Alice	B3927	{3205658}		{'uc2.ark+=13960=t6057dn47'}		Heaven and Charing Cross	
Stacpoole H De Vere Henry De Vere	B7481	{6745032}		{'nyp.33433075751473'}		The ship of coral	
Jordan Kate	B4306	{3216975}		{'nyp.33433076068000'}		The next corner	
Cullum Ridgwell	B1794	{9057641}		{'uc2.ark+=13960=t8cf9kx3w'}		The trail of the axe	
Zangwill Israel	B9086	{2442224, 3219355}	{'Drama'}	{'nyp.33433075861694'}		Jinny the carrier a folkcomedy	
Myrick Herbert	B5927	{8919635}		{'uc1.b3581601'}		Cache la poudre  the romance o	
Hudson Stephen	B3782	{3213815}		{'uc1.$b300937'}		Richard Myrtle and I	
Caine Hall Sir	B1532	{3157732}		{'nyp.33433074938717'}	{'English fiction'}	Captn Davys honeymoon  a Manx yarn	
Gorrie Daniel	B3288	{9236806}		{'uc2.ark+=13960=t7sn0686c'}		Geordie Purdie in London or The adventures of a Fifeshireman in the metropolis	
Whitehead Charles	B8872	{6111012}		{'wu.89094687290'}	{'Great Britain', 'Criminals', 'Brigands and robbers'}	Lives and exploits of English highwaymen pirates and robbers  drawn from the earliest and most authentic sources and brought down to the present time	
Poe Edgar Allan	B6571	{4449461}		{'nyp.33433076030794'}		Poems and tales	
Japp Alexander H Alexander Hay	B4422	{2464013}	{'ContainsBiogMaterial'}	{'uc1.b4104160'}		Memoir of Nathaniel Hawthorne 	
Caine Hall Sir	B1880	{6724682}		{'wu.89090340506'}		The deemster A romance of the Isle of Man	
Cullum Ridgwell	B1605	{3214227}		{'nyp.33433074954615'}		The triumph of John Kars a story of the Yukon	
Tabor Eliza	B8240	{8498343}		{'uiuo.ark+=13960=t71v6546p', 'uiuo.ark+=13960=t3jw91227', 'uiuo.ark+=13960=t3cz3vk37'}		Alecs bride	
Peard Frances Mary	B6674	{6653828, 8844230, 3177718}		{'uc2.ark+=13960=t5v69fj0z'}		The career of Claudia	
Horlock Knightley William	B3805	{5011697}		{'uc1.b3123804', 'uc1.b3123802', 'uc1.b3123803'}		The Squire of Beechwood a true tale of Scrutator pseud	
marchesa Theodoli Lily Conrad	B9112	{3141466}		{'mdp.39015063962438'}		Under pressure	
Hewlett J Joseph	B3606	{4968743}		{'njp.32101063581167'}	{'Civil War, 1642-1649', 'History'}	Dunster Castle  an historical romance of the Great Rebellion	
Zola Émile	B9073	{6798193}		{'uc1.31158008871278'}		The monomaniac	
Chamier Frederick	B1537	{6115459}		{'nyp.33433074941570'}		The unfortunate man	
Heidenstam Verner von	B3964	{6797823, 6672103}		{'uc2.ark+=13960=t9862cg69'}	{'1682-1718', 'XIII', 'Karl', 'king of Sweden'}	A king and his campaigners	
Rhodes Kathlyn	B6873	{3178865}	{'Novel'}	{'aeu.ark+=13960=t45q6sq78'}		The golden apple	
