author	bookid	bpoids	genres	htrcids	subjects	title	is_fic
Bowen C E	B985	{2745534}		{'uc2.ark+=13960=t9280637v'}		Bens boyhood	
Swettenham Frank Athelstane Sir	B7585	{6637042}		{'uc1.$b83375'}	{'Social life and customs', 'Malay Peninsula', 'Malays (Asian people)'}	Malay sketches	
Willis Nathaniel Parker	B8580	{5119258}		{'nyp.33433074787379'}		The legendary consisting of original pieces principally illustrative of American history scenery and manners	
May E J	B6073	{5011949, 8682334}		{'uc2.ark+=13960=t58c9x46q'}		Dashwood Priory or Mortimers c	
Aesop	B276	{3206340}		{'njp.32101003684162'}		Aesops Fables	
Dostoyevsky Fyodor	B2160	{3214272}		{'mdp.39076007043388', 'nyp.33433078795188'}		The friend of the family	
Gore Catherine Grace Frances Mrs	B2975	{4704299}		{'hvd.hwk9tf'}		Romances of real life	
Webb Mary Gladys Meredith	B8968	{2446764, 3239925}		{'inu.32000002530493'}		Seven for a secret  a love sto	
Perrin Alice	B6549	{8843587, 6787251}		{'nyp.33433075766463'}		The stronger claim	
Stephens James	B7444	{2435272, 8975437}		{'nnc1.cu58462864'}		The demigods	
Hocking Joseph	B3697	{6803106}		{'nyp.33433074868294'}		The birthright	
Forrester Alfred Henry	B2802	{8964197}		{'nyp.33433081613584'}	{'Legends'}	Fairy footsteps or Lessons from legends	
Franklin Miles	B2834	{9323101, 6841215}		{'uc1.b3834494'}		Some everyday folk and dawn	
Hamilton John A John Arthur	B3641	{6670816, 8986856, 3278414}	{'Mystery fiction'}	{'nyp.33433044068033'}	{'History'}	The ms in a red box	
Roberts Charles George Douglas Sir	B7051	{6816589}		{'uc2.ark+=13960=t0ks6kf1m'}		The prisoner of Mademoiselle	
Baronne d Oberkirch Henriette Louise von Waldner	B1211	{9006631, 4993606, 9452735}		{'njp.32101073593145'}		Memoirs of the Baroness dOberk	
Mathews Cornelius	B5916	{4984350}		{'uc1.b3327069'}		Chanticleer a Thanksgiving sto	
Hamilton M	B3918	{5893838}		{'uc2.ark+=13960=t5m903j84'}		Across an Ulster bog	
Harland Henry	B3936	{9382956}		{'uc2.ark+=13960=t6xw49g09'}		Mademoiselle Miss and other st	
Rowley Hon Hugh	B6918	{2717305}		{'mdp.39015045693614'}	{'Women', 'Marriage'}	Gamosagammon or Hints on Hymen For the use of parties about to connubialize	
De la Roche Mazo	B2129	{2448866}		{'mdp.39015048732427'}		Whiteoak harvest	
Scott Walter Sir	B7385	{4438403, 4860868, 5213228, 9138135, 8884601, 8503357}		{'mdp.39015059435092', 'uc2.ark+=13960=t00004q4s', 'mdp.39015059435134', 'uc2.ark+=13960=t1zc7xg2m'}		The poetical works of Sir Walt	
Calthrop Dion Clayton	B1444	{8892812, 3178943}		{'njp.32101066121367'}		Everybodys secret	
Korolenko Vladimir Galaktionovich	B4600	{3150457}		{'uc1.b4398093'}	{'Translations into English', 'Russian fiction', 'Short stories, English', '19th century', 'Short stories, Russian', 'English fiction'}	The Saghalien convict and other stories	
Drummond Hamilton	B2249	{6789183, 8879191, 3181807}		{'nyp.33433074968755'}		The seven houses	
Norris W E William Edward	B6119	{3184307, 8867932}	{'Digital images'}	{'nyp.33433074964267'}		The fight for the crown a nove	
Lever Charles James	B4964	{4359853}		{'uc2.ark+=13960=t5gb26133'}		Barrington	
Croker B M Bithia Mary	B1808	{6836619, 8949207}		{'uc2.ark+=13960=t9183kh9k'}		A rolling stone	
Burnett Frances Hodgson	B423	{8996880, 3175889, 6816134, 6799438}	{'Novel'}	{'mdp.39015063535598'}		The making of a marchioness	
Arthur T S Timothy Shay	B281	{4453630}		{'uc2.ark+=13960=t5m90350b'}		Debtor and creditor	
Kennedy Sidney R Sidney Robinson	B4628	{9299376, 6830210}		{'uc2.ark+=13960=t7kp7ws0m'}		The lodestar	
Reade Charles	B7261	{6739691}		{'uva.x030750990'}		Selections from the works of C	
Aumonier Stacy	B122	{2445400}		{'uc1.$b299603'}		Miss Bracegirdle and others	
Gibbon Perceval	B3399	{2434728}		{'uc2.ark+=13960=t2r49jd7b'}		The secondclass passenger and 	
Ratner Rochelle	B7259	{6804960}		{'mdp.39015024896741'}		The lions share  a novel	
Bolitho Mrs Sybil	B777	{3233966}		{'uc1.$b86031'}		My shadow as I pass	
Whittier John Greenleaf	B8984	{8907271}		{'inu.30000114584802'}		The works of John Greenleaf Wh	
Thackeray William Makepeace	B8042	{4981582}	{'Autobiography', 'ContainsBiogMaterial', 'Bibliographies'}	{'mdp.39015063760709'}	{'Anne, 1702-1714', '1811-1863', 'Dictionaries, indexes, etc', 'Thackeray, William Makepeace', 'English literature', 'Great Britain', 'History'}	The history of Henry Esmond esq  colonel in the service of Her Majesty Q Anne written by himself	
Kipling Rudyard	B4623	{3262315}		{'uc2.ark+=13960=t6542qd44'}		Soldier tales	
Macleod Norman	B5837	{8897332, 4846101}		{'uiuo.ark+=13960=t5w670652', 'uiuo.ark+=13960=t1mg84m64'}	{'823M219O'}	The old lieutenant and his son	
Crawford F Marion Francis Marion	B1913	{3181137, 8842483}		{'uc1.b3321310'}		Adam Johnstones son  and A ros	
Gore Catherine Grace Frances Mrs	B2977	{4984251}		{'inu.30000001664782'}	{'English fiction'}	Castles in the air  a novel	
Barrie J M James Matthew	B994	{8909059, 9007679}		{'uc2.ark+=13960=t9n301r3x'}		The little white bird	
Dickinson Evelyn	B2324	{6795041, 9411710}		{'uc2.ark+=13960=t2d79694b'}		Hearts importunate	
Kingsley Henry	B4568	{8666996}		{'nyp.33433074877204', 'nyp.33433074877196'}		Mademoiselle Mathilde A novel	
Benson E F Edward Frederick	B356	{9042717, 6824637}		{'mdp.39015012076645'}		The house of defence	
Lever Charles James	B4917	{9437787}		{'uc1.b3579182'}		A days ride a lifes romance	
Mackenzie Compton Sir	B5662	{6868800, 9375082, 2438171, 2436080}		{'uc2.ark+=13960=t07w6qj3h', 'uc2.ark+=13960=t1qf91x3f'}		Sinister street	
Niven Frederick	B6094	{3231421}		{'mdp.39015063998309'}		A tale that is told	
Sharp Evelyn	B7692	{3185657, 6770455, 6655622, 8847887}		{'uc2.ark+=13960=t50g3kb71'}		The making of a prig	
St Aubyn Alan	B7801	{3166983}		{'uiuo.ark+=13960=t8v98p59r', 'uiuo.ark+=13960=t4th91m9r'}		In the face of the world	
Cullum Ridgwell	B1698	{9367946, 3209646, 3182086}		{'uc2.ark+=13960=t0ht2jr6v'}		The way of the strong	
Antin Mary	B19	{8848414}	{'Autobiography'}	{'mdp.39015008221700'}	{'Russians', 'Boston', '1881-1949', 'Massachusetts', 'IsBiographical', 'Russia', 'Social life and customs', 'Antin, Mary'}	The promised land	
Rhys Ernest	B6894	{3214079}	{'Juvenile audience'}	{'inu.39000005567032'}	{'Fairy tales'}	English fairy tales	
Valentine Laura Jewry Mrs	B8381	{4990427}		{'uc1.b3326045', 'uc1.b3326043', 'uc1.b3326044'}		The cup and the lip  a novel	
Kingston William Henry Giles	B4541	{8521942}	{'Juvenile audience'}	{'nyp.33433000662902'}	{'Voyages and travels', 'Juvenile literature'}	My first voyage to southern se	
Warner Susan	B8549	{8650525}		{'njp.32101007610767'}		Say and seal	
Penny F E Fanny Emily	B6615	{3179188}		{'uc1.31158011377834'}		Love in a palace	
Savage M W	B7762	{4416736, 9135700, 8824126}		{'uiuo.ark+=13960=t43r1gx91', 'uiuo.ark+=13960=t02z1vj99', 'uiuo.ark+=13960=t6rx9wm38'}	{'823SA9M'}	My uncle the curate	
Russell Frank A	B7123	{3224157}		{'uc2.ark+=13960=t7mp51z40'}		The ashes of achievement	
Hardy Thomas	B3600	{6713689, 8584519}	{'Pastoral fiction', 'Bibliographies', 'Love stories'}	{'uiuo.ark+=13960=t73v08j17', 'uc1.32106006332305', 'uiuo.ark+=13960=t44q8kt63', 'mdp.39076005003285'}	{'X823H22F', 'Pastoral fiction', 'Women farmers', 'Triangles (Interpersonal relations)', 'England', '19th century', 'Love stories', 'Social life and customs'}	Far from the madding crowd	
Lang Andrew	B4920	{8935922, 3149151}		{'uc1.b4500058'}	{'Fishing'}	Angling sketches	
Fowler Ellen Thorneycroft	B2776	{9105368, 3188790}		{'nyp.33433075741243'}		Ten degrees backward	
Hauser Heinrich	B3591	{3239914}		{'mdp.39015064536603'}		Bitter waters	
Carmichael Hartley	B1985	{6762553}		{'uva.x030832628'}		The Carstairs of Castle Craig 	
Clarke Charles	B1845	{9453922, 4854836, 4373330}		{'uiuo.ark+=13960=t6ww7pz5c', 'uiuo.ark+=13960=t43r15q84'}		Crumbs from a sportsmans table	
Collins Wilkie	B1965	{8628704, 5056916}		{'nyp.33433074945761'}		The dead secret A novel	
Evans Caradoc	B2555	{2439653}		{'mdp.39015059404098'}		My neighbours	
Lockhart Caroline	B4870	{6845826}		{'nyp.33433076074966'}		The Lady Doc	
Dixon Thomas	B2193	{8947688, 3212279}		{'nyp.33433074810825'}	{'American fiction'}	The way of a man	
Fisher Dorothy Canfield	B2704	{2445970}		{'mdp.39015063930682'}		The brimming cup	
Tolstoy Leo graf	B8335	{8714325}		{'nyp.33433073356473'}		The Cossacks  a tale of the Ca	
Williams Ben Ames	B8681	{3220066}		{'uc1.$b105981'}	{'War of 1812', 'History'}	Thread of scarlet	
Bianco Margery Williams	B459	{3226497}		{'nc01.ark+=13960=t77s8q54q'}		The velveteen rabbit	
Morrison Arthur	B5653	{8831810, 6655091, 3180846}	{'Bibliographies'}	{'uc1.b4105458'}	{'Slums', 'London', 'England', '19th century', 'Boys', 'Social life and customs'}	A child of the Jago	
Hunt Violet	B3986	{8880417, 6834834, 3183230}		{'uva.x001129996'}		White rose of weary leaf	
Ainsworth William Harrison	B74	{6100869}		{'nyp.33433074919345'}	{'1706-1739', 'Turpin, Richard'}	Rookwood  a romance	
Griffiths Arthur	B3309	{8601661}		{'uiuo.ark+=13960=t44q8936c', 'uiuo.ark+=13960=t16m3n88k'}		The queens shilling	
Trollope Thomas Adolphus	B8229	{8530442}		{'uiuo.ark+=13960=t3223k548', 'uiuo.ark+=13960=t1jh46z6n', 'uiuo.ark+=13960=t3pv75696'}	{'Short stories'}	A family party in the piazza of St Peter	
Roberts Morley	B7084	{3157298}		{'uc2.ark+=13960=t4mk6dw45'}		The reputation of George Saxon	
Aguilar Grace	B238	{5286760, 4977069}		{'uc2.ark+=13960=t94747s71'}		The days of Bruce	
Oliphant	B6386	{9046055}		{'uiuo.ark+=13960=t49p3mp3k', 'uc2.ark+=13960=t88g8mq9j', 'uc2.ark+=13960=t87h1kt6d'}		Memoirs and resolutions of Ada	
Tynan Katharine	B8082	{6769224}		{'njp.32101067645786'}	{'Intellectual life', 'Politics and government'}	Twentyfive years reminiscences	
Wells Charles	B8560	{8794453}		{'njp.32101065596205'}		Stories after nature	
Fletcher J S Joseph Smith	B2918	{9053821}		{'nyp.33433075728539'}		Mothers in Israel a study in r	
Conklin Nathaniel Mrs	B1450	{6811543}		{'njp.32101066457712'}		The story of Hannah	
Thurston E Temple Ernest Temple	B8215	{3176204, 9030366, 6802118}		{'uc2.ark+=13960=t9f47k18p'}		The apple of Eden	
Peard Frances Mary	B6536	{3148852, 6766446, 8851887}		{'nyp.33433075765838'}	{'English fiction'}	Donna Teresa	
Mitford Mary Russell	B5635	{5001297, 6147194}		{'uc1.b3581552'}		Country stories	
Hamsun Knut	B3552	{9107246}		{'mdp.39015055223419'}		Shallow soil	
Saunders John	B7773	{9472002, 4362189}		{'uiuo.ark+=13960=t8bg39q1p', 'uiuo.ark+=13960=t0tq6j72g'}	{'823SA8M'}	Martin Pole	
Dickens Charles	B2426	{8653449, 8479105}	{'NotBiographical'}	{'njp.32101018269470'}		The cricket on the hearth a fa	
Andryane Alexandre Phillippe	B118	{4700715}		{'uc1.$b287800', 'uc1.$b287799'}		Memoirs of a prisoner of state in the fortess of Spielberg	
Graves Robert	B3218	{3220872}	{'Fantasy fiction'}	{'uc1.b3872886'}	{'Argonauts (Greek mythology)'}	The Golden Fleece	
Snaith J C John Collis	B7734	{3224219, 2444027}		{'uc2.ark+=13960=t8df6mt91'}		The Van Roon	
Sienkiewicz Henryk	B7336	{8849833}		{'mdp.39015005407716'}		Sielanka  a forest picture and other stories	
Gillie R C Robert Calder	B3090	{6815854}		{'nyp.33433068245376'}	{'Jesus Christ'}	The story of stories	
Capes Bernard Edward Joseph	B1739	{6754529}		{'uc2.ark+=13960=t45q4xr07'}		The mill of silence	
Stacpoole H De Vere Henry De Vere	B7478	{8929531}		{'nyp.33433075751382'}	{'Second Empire, 1852-1870', 'History'}	The drums of war	
Blessington Marguerite Countess of	B1175	{8888176, 6150476}		{'uiuo.ark+=13960=t8cg0cw2d', 'uiuo.ark+=13960=t43r1j78d', 'uiuo.ark+=13960=t55d9gz0m'}		The victims of society	
Ruck Berta	B6979	{3190724}		{'nyp.33433075731723'}		Miss Millions maid  a romance of love and fortune	
Montgomery Florence	B5484	{8853843}	{'Novel'}	{'nyp.33433074902325'}	{'English fiction'}	Prejudged	
Williams F	B8842	{4994617}		{'uiuo.ark+=13960=t17m0z22w', 'uiuo.ark+=13960=t5db8q110', 'uiuo.ark+=13960=t3tt58x6j'}		The secret marriage or Contrasts in life	
James G P R George Payne Rainsford	B4236	{5125664, 8690685}		{'nyp.33433074869128', 'mdp.39015036640459'}	{'1457-1482', 'Marie', 'Duchess of Burgundy', 'History'}	Mary of Burgundy or The revolt of Ghent	
Denker Henry	B2516	{8511939}		{'pst.000012630172'}		The actress	
Craig Richard Manifold	B1580	{8843080}		{'nyp.33433074949110'}		The sacrifice of fools	
Farjeon B L Benjamin Leopold	B2805	{8523510}		{'nyp.33433082272745'}	{'English fiction'}	Londons heart A novel	
Fletcher J S Joseph Smith	B2701	{3325048}		{'mdp.39015063918059'}		Behind the monocle and other stories	
Pickering Sidney	B6572	{6681434}		{'nyp.33433076048861'}		The key of paradise	
Le Gallienne Richard	B5154	{3263490, 8802799}		{'uc1.b3324566'}		The quest of the golden girl  	
Trollope Frank	B8242	{8589370}		{'uiuo.ark+=13960=t8df7d42k'}		The lawyers daughter	
Ouida	B6334	{6793219, 6797996, 8985191}		{'uc2.ark+=13960=t05x27028'}		The waters of Edera	
Chekhov Anton Pavlovich	B1982	{8978427, 6893476, 8968197}		{'mdp.39015019945420'}		The fiancée and other stories	
Garland Hamlin	B3230	{8934987}		{'uc2.ark+=13960=fk0sq8qf2r'}		Money magic	
Poe Edgar Allan	B6436	{8510530, 9027307}		{'inu.32000003323641'}		The poetical works of Edgar Allan Poe  with original memoir	
Bailey H C Henry Christopher	B602	{3188832, 9509182}		{'nyp.33433074920566'}		The highwayman	
Hofland Barbara Mrs	B3616	{5164448}	{'Juvenile audience'}	{'njp.32101067645927'}		Integrity  tale	
Dickens Charles	B2219	{5127202, 6197790, 8683943}	{'Bibliographies', 'ContainsBiogMaterial'}	{'nyp.33433074954144'}	{'Children of prisoners', 'Browne, Hablot Knight', 'Inheritance and succession', 'Marshalsea Prison (Southwark, London, England)', 'Dickens, Charles', '1815-1882', '1812-1870', 'Fathers and daughters', 'Debt, Imprisonment for'}	Little Dorrit	
Mason A E W Alfred Edward Woodley	B5435	{9414514, 6745650, 6797647}		{'nyp.33433074892781'}	{'English fiction'}	Clementina	
Maugham W Somerset William Somerset	B5990	{3263753, 3422994}		{'mdp.39015008194212'}		The making of a saint a romanc	
Hawtrey Valentina	B3659	{8984691}		{'nyp.33433074852967'}		In a desert land	
Lawson Henry	B4801	{6816140}		{'nyp.33433074873054'}	{'English fiction'}	Joe Wilson and his mates	
Wright Harold Bell	B8683	{3215134}		{'uc1.$b243730'}		The mine with the iron door a romance	
Synge J M John Millington	B7626	{6817439}	{'Drama'}	{'uc1.b4689895'}	{'1907'}	The tinkers wedding a comedy in two acts	
Hon Mrs Caroline Susan Theodora StuartWortley Grosvenor	B3989	{6699578}		{'uva.x004256256'}		The bands of Orion	
Grey George Sir	B3076	{8916587}		{'njp.32101068975042'}	{'Mythology, Polynesian', 'Legends', 'New Zealand'}	Polynesian mythology and ancient traditional history of the New Zealand race as furnished by their priests and chiefs	
Le Gallienne Richard	B4792	{3178772}		{'nyp.33433068236672'}	{'Perseus (Greek mythology)'}	Perseus and Andromeda  the story retold	
Bailey H C Henry Christopher	B355	{3186172}		{'mdp.39015011941864'}		Call Mr Fortune	
Hornung E W Ernest William	B3998	{3220460}		{'wu.89100091156'}	"{'War work', 'Personal narratives', ""Young Men's Christian associations"", 'World War, 1914-1918'}"	Notes of a campfollower on the western front	
Morrison Arthur	B5951	{9020483}		{'uc2.ark+=13960=t79s1tg7d'}		The green eye of Goona	
Oliphant	B6357	{8775665}		{'uiuo.ark+=13960=t7dr3dz6k', 'uiuo.ark+=13960=t18k7w62g', 'uiuo.ark+=13960=t4cn7pg02'}		The Dukes daughter and The Fugitives	
Cornwallis Kinahan	B1834	{8644404}		{'uiuo.ark+=13960=t4dn4fz70', 'uiuo.ark+=13960=t2891hq0x', 'uiuo.ark+=13960=t8rb7cd1b'}		Wreck and ruin or Modern society	
Hodgetts Edith M S	B3500	{8776630, 6760511}		{'inu.39000005757880'}	{'Russia', 'Social life and customs', 'Tales', 'Legends', 'Folklore'}	Tales and legends from the land of the tzar a collection of Russian stories tr from the original Russian	
Hill George Canning	B3733	{9010022}		{'nyp.33433076064082'}		Cap sheaf a fresh bundle	
Fullerton Georgiana Charlotte SevesonGower Lady	B2753	{8661685}		{'nyp.33433074859152'}		A stormy life  a novel	
Wood Ellen	B8759	{2715133}		{'uc2.ark+=13960=t3mw2f986', 'uc2.ark+=13960=t6sx69c95', 'uc2.ark+=13960=t1gh9h23j'}	{'Provenance', 'Gilmour, Mary Howard', 'Bookplate'}	Bessy Rane	
Picken Andrew	B6497	{8619045}		{'uiuo.ark+=13960=t1kh16640', 'njp.32101064789645', 'njp.32101064789652'}		The dominies legacy	
Steel Flora Annie Webster	B7488	{3158995, 8817174}		{'nyp.33433075752257', 'uc2.ark+=13960=t04x5645x'}		Miss Stuarts legacy	
Lysaght Sidney Royse	B5030	{8957117}		{'uiuo.ark+=13960=t75t47f4q', 'uiuo.ark+=13960=t3pv73b38', 'uiuo.ark+=13960=t53f5bz43'}		The marplot	
Doyle Arthur Conan Sir	B2538	{6781457}		{'uc1.32106001934915'}		The green flag and other stori	
Glasgow Ellen Anderson Gholson	B3049	{3186458, 8903506}		{'nc01.ark+=13960=t7mp64h4s'}		The deliverance	
Grey	B3290	{4970130, 4414463}		{'uiuo.ark+=13960=t4nk3rg1n', 'uiuo.ark+=13960=t1gh9wd9g', 'uc2.ark+=13960=t7xk89m18'}		The gamblers wife	
Rinehart Mary Roberts	B7251	{3228128}		{'mdp.39015020093772'}		The amazing adventures of Leti	
Tolstoy Leo graf	B8295	{6827341}		{'inu.30000029279407', 'mdp.49015002779321'}		War and peace  a novel	
Sedgwick Anne Douglas	B7712	{8974956}		{'uc2.ark+=13960=t6g15w779'}		The encounter	
Blatchford Robert	B708	{3173648}		{'nyp.33433074967054'}		A son of the forge	
Beresford J D John Davys	B395	{6865426}		{'mdp.39015031332862'}	{'Utopias'}	Goslings	
Nesbit E Edith	B6114	{8913842}		{'nyp.33433074929781'}		Daphne in Fitzroy Street	
Street Alfred Billings	B7952	{8734446}		{'uc1.$b282021'}		Woods and waters or The Sarana	
Hewlett Maurice Henry	B3881	{8973185, 3196333}		{'uc2.ark+=13960=t2r49pd4j'}		The little Iliad	
Wood George	B8989	{9107247}		{'nyp.33433074794326', 'uc1.b3327211', 'uc1.b3327212'}		Modern pilgrims showing the im	
Abbott Jacob	B291	{9108226}		{'njp.32101068162476'}		Wallace  a Franconia story	
Harding Ellison	B3855	{6691889, 9430825}		{'uc2.ark+=13960=t10p0xs0f'}	{'Science fiction', 'Utopias'}	The woman who vowed	
Sterndale Robert Armitage	B7384	{8725978}		{'mdp.39015059433204'}	{'India', 'Hunting'}	Seonee or Camp life on the Satpura Range a tale of Indian adventure	
King Basil	B4575	{9041913}		{'nyp.33433076087158'}		The giants strength	
Crawford F Marion Francis Marion	B1680	{6818065, 3176246}	{'American fiction', 'ContainsBiogMaterial'}	{'uc1.b3548225'}	{'(OCoLC)fst00013265', 'John', 'of Austria', '1547-1578'}	In the palace of the king a love story of old Madrid	
Moncrieff A R Hope Ascott Robert Hope	B5651	{4854089, 9454270}		{'uc1.b4104034'}		Oudendale  a story of schoolbo	
Seymour Beatrice Kean Stapleton Mrs	B7396	{2445228}		{'mdp.39015063956398'}		The hopeful journey	
Beresford J D John Davys	B841	{8961658}		{'uc2.ark+=13960=t04x56936'}		The mountains of the moon	
Gleig Charles	B3343	{8968809, 3180690}		{'uva.x030788084'}	{'English fiction'}	The edge of honesty	
Countess of Blessington Marguerite	B1509	{4974913}		{'nyp.33433074853767'}		Memoirs of a femme de chambre	
Arthur Jacob Jacob Violet Mrs	B202	{8896041, 6825547, 6788009}		{'uva.x001180053'}		The sheepstealers	
Seawell Molly Elliot	B7404	{8845942}		{'mdp.39015063959921'}		The history of the Lady Betty Stair a novel	
White Stewart Edward	B8548	{9001153, 6784765}		{'nc01.ark+=13960=t1mg8rm91'}	{'Michigan', 'Logging', 'Frontier and pioneer life', 'American fiction', 'Loggers'}	The blazed trail	
White Fred M Fred Merrick	B8792	{3173527}		{'uc2.ark+=13960=t54f1pg57'}		The weight of the crown	
Wright Mabel Osgood	B8920	{6827450}		{'njp.32101067487288'}		Princess Flower Hat  a comedy 	
Lynch Theodora Elizabeth	B5161	{9426940}		{'nyp.33433074879150'}		Years ago a tale of West India	
Mallock W H William Hurrell	B5919	{8720648}	{'Bibliographies'}	{'mdp.39015059414857'}		The new republic or Culture fa	
Ainsworth William Harrison	B231	{3153973}		{'inu.32000005271020'}		The Tower of London a romance	
Riley W William	B7254	{3196718}		{'mdp.39015067068406'}		Windyridge	
Neale J M John Mason	B6218	{8637673}		{'uva.x030809870'}		The farm of Aptonga a story of	
Tynan Katharine	B8040	{3226698}		{'mdp.39015059433303'}		Pat the adventurer	
James Henry	B4421	{8590909}		{'nyp.33433062552454', 'coo.31924022252013'}		The Europeans a sketch	
Marshall Emma Mrs	B5452	{3167680}		{'nyp.33433074895115'}	{'Wren, Christopher', '1632-1723'}	Under the dome of St Pauls a story of Sir Christopher Wrens days	
Sangster Margaret Elizabeth Munson	B7723	{8864697}		{'uc2.ark+=13960=t72v2cv3x'}		Janet Ward	
Merrel Concordia	B5523	{3210321}		{'nyp.33433074971411'}		Julia takes her chance	
Le Sage Alain René	B5052	{5177496, 8285114}		{'uc1.b3312689', 'mdp.39015033408728'}		The history and adventures of 	
De la Roche Mazo	B2267	{3233510}		{'uc1.$b232542'}		Finchs fortune	
Lefroy Ella Napier	B4823	{8857505, 6814290, 6763044}		{'nyp.33433074877980'}	{'English fiction'}	The mans cause	
BaringGould S Sabine	B742	{8932853}		{'uc1.$b248225'}		The Broomsquire	
Burnett Frances Hodgson	B839	{6669404}		{'uc2.ark+=13960=fk24b2x79k'}		The land of the blue flower	
Weyman Stanley John	B8790	{3165120, 8892079}		{'uc2.ark+=13960=t4dn4647b'}		Starvecrow farm	
Filkin Roland	B2839	{9511848}		{'uc2.ark+=13960=t06w98k6v'}		Agar Halfi the mystic	
Birmingham George A	B440	{9379846}		{'mdp.39015063918968'}		Minnies bishop and other stories of Ireland	
King Basil	B4627	{9416615}		{'uc2.ark+=13960=t79s1m74b'}		Let not man put asunder	
Hughes William	B3624	{4975855}		{'njp.32101068171188', 'njp.32101068171196', 'njp.32101068171204'}		The three students of Grays inn a novel	
Elizabeth	B2569	{8899213}		{'njp.32101068585825'}		The caravaners	
Pain Barry	B6441	{3170239}		{'loc.ark+=13960=t8df7b66k'}	{'1819-1892', 'Whitman, Walt'}	Playthings and parodies	
Stacpoole H De Vere Henry De Vere	B7480	{3222827}		{'nyp.33433075751465'}		Vanderdecken	
Carlyon	B1849	{8662424}		{'uiuo.ark+=13960=t4kk9xr6c', 'uiuo.ark+=13960=t7rn3st6d'}		Carlyons year	
