author	bookid	bpoids	genres	htrcids	subjects	title	pubdate
Perrin Alice	B6546	{6778426, 9285285}		{'nyp.33433075766331'}	{'English fiction'}	The waters of destruction	1905
Sienkiewicz Henryk	B7336	{8849833}		{'mdp.39015005407716'}		Sielanka  a forest picture and other stories	1898
Grand Sarah	B3082	{8818706}		{'njp.32101075981504'}	{'Women', 'England'}	The heavenly twins	1893
Defoe Daniel	B2429	{4361789}	{'Juvenile literature', 'Inscriptions (Provenance)', 'Bibliographies', 'ContainsBiogMaterial', 'Imaginary voyages'}	{'mdp.39015078554048'}		Defoes Robinson Crusoe	1731
Topham Anne	B8204	{6855533, 2434615}		{'uc2.ark+=13960=t6ww7b84s'}	{'Social life and customs', 'Germany'}	Daphne in the Fatherland	1913
Sidney Margaret	B7949	{6800747}	{'Juvenile audience'}	{'nyp.33433082548268'}		Five little Peppers grown up a	1892
Major Charles	B5493	{6869326}		{'nyp.33433074902887'}	{'Margravine, consort of Friedrich, Margrave of Bayreuth', 'Wilhelmine', '1709-1758'}	A gentle knight of old Brandenburg	1909
De la Mare Walter	B2276	{3326408}		{'uc1.$b499194'}	{'Bible', 'O.T', 'History of Biblical events', 'Bible stories, English'}	Stories from the Bible	1929
Sienkiewicz Henryk	B7298	{3170310}	{'Historical fiction'}	{'mdp.39015033132625', 'coo.31924014271260', 'mdp.39076007044808', 'uiuo.ark+=13960=t5bc3x12s'}	{'Translations into Greek, Modern', 'Greek fiction', 'Polish fiction', 'Church history', 'Primitive and early church, ca. 30-600', 'Rome', 'Fiction in Polish, 1795-1919 - English texts', 'Nero, 54-68', 'History', 'Translations from Polish'}	Quo vadis	1896
Lancaster G B	B4811	{3186548}		{'nyp.33433074875406'}	{'English fiction'}	A spur to smite	1905
Francis M E	B2936	{6808352, 6811513, 8866919}		{'uva.x030804037'}		Fianders widow a novel	1901
Wilkins W H William Henry	B8703	{6786498}		{'uc1.b3157968'}	{'Sophia Dorothea', '1666-1726', '1665-1694', 'consort of George I, King of Great Britain', 'Königsmarck, Christopher von'}	The love of an uncrowned queen Sophie Dorothea consort of George I and her correspondence with Philip Christopher count Königsmarck now first published from the originals	1905
Fletcher J S Joseph Smith	B2771	{6741853}		{'nyp.33433075728547'}	{'English fiction'}	The making of Matthias	1897
Dougall L Lily	B2175	{6781753, 8853439}		{'njp.32101068176641'}	{'1805-1844', 'Mormons and Mormonism', 'Smith, Joseph'}	The Mormon prophet	1899
Ferris B G Benjamin G Mrs	B2804	{8744284, 5008054}		{'nyp.33433082137534'}	{'Description and travel', 'Mormons'}	The Mormons at home with some incidents of travel from Missouri to California 18523  In a series of letters	1856
Brady Cyrus Townsend	B554	{3219463}		{'nyp.33433074797899'}	{'b. 1887', 'Brady, Cyrus Townsend'}	Web of steel	1916
HobartHampden Augustus Charles	B3502	{6732133}		{'loc.ark+=13960=t5w674q3g'}	{'Adventure and adventurers', 'Blockades', 'United States', 'History', 'Civil War, 1861-1865'}	Sketches from my life	1886
Dorling H Taprell Henry Taprell	B2185	{3210198}		{'nyp.33433006779528'}	{'English fiction', 'Seafaring life'}	Sea spray and spindrift naval 	1917
Reid Mayne	B7158	{9431589, 2877966}		{'uiuo.ark+=13960=t80k3088f', 'uiuo.ark+=13960=t2c82x47m', 'uiuo.ark+=13960=t95721n6t'}	"{""Children's stories, English""}"	Lost Lenore or The adventures of a rolling stone	1864
Pittenger Lemuel Arthur	B6595	{8987816}		{'nyp.33433082520499'}	{'Short stories'}	A collection of short stories	1913
BrodieInnes J W John William	B780	{6753838}		{'uc1.31158010745130'}		For the soul of a witch a romance of Badenoch	1910
Armstrong Martin	B205	{8871832}		{'wu.89087902060'}	{'Manners and customs'}	The puppet show	1923
Zangwill Israel	B9072	{8850944, 6742921, 3164531}		{'nyp.33433084128226'}	{'English fiction', 'Jews'}	They that walk in darkness Ghetto tragedies	1899
Orczy Emmuska Orczy Baroness	B6373	{3176017, 8916058}		{'wu.89001431436'}	{'Revolution, 1789-1799', 'History'}	The elusive pimpernel	1908
Crawford F Marion Francis Marion	B1908	{6818065, 8811717, 3176246}	{'American fiction', 'ContainsBiogMaterial'}	{'uc1.b3548225'}		In the palace of the king a lo	1900
Haviland Maud D Maud Doria	B3469	{3184086}	{'Juvenile audience'}	{'chi.086866298'}	{'Biography', 'Animals'}	Lives of the fur folk	1910
Davis Richard Harding	B2199	{6761337, 3172194}		{'nyp.33433076019441', 'nyp.33433074843263'}	{'Mining engineers', 'Soldiers of fortune'}	Soldiers of fortune	1897
Phillips Henry Wallace	B6504	{3165795}	{'Juvenile works'}	{'nnc1.1002210070'}	{'Animals', 'Juvenile fiction'}	Red Saunders pets and other cr	1906
Barr Robert	B1210	{8859985, 6736823}		{'nyp.33433074932298'}		The mutable many A novel	1896
James Henry	B4204	{8892941, 6672486}	{'Bibliographies'}	{'coo.31924052984741'}	{'France', 'Americans'}	The ambassadors	1903
Willis Nathaniel Parker	B8693	{8707666}		{'uc1.$b799871'}		Paul Fane or Parts of a life else untold  A novel	1857
Glyn Elinor	B3060	{6810881, 8904268}		{'njp.32101066459387'}		The vicissitudes of Evangeline a novel	1905
Jones Henry Festing	B4356	{3178274}		{'uc2.ark+=13960=t35140b0h'}	{'Description and travel', 'Sicily (Italy)'}	Diversions in Sicily	1909
Dupuy Eliza A Eliza Ann	B2281	{9108661}		{'uc1.$b807295'}	{'Huguenots'}	The Huguenot exiles or The times of Louis XIV  A historical novel	1856
Morrison Arthur	B5950	{9020483}		{'coo.31924013647411'}		The green eye of Goona stories	1905
Le Queux William	B4932	{8847029}		{'uc2.ark+=13960=t0ks6s919'}	{'London (England)', 'Authors'}	Scribes and Pharisees 	1898
Altsheler Joseph A Joseph Alexander	B171	{6870733}		{'uc2.ark+=13960=t6251gr76'}	{'United States', 'History', 'Civil War, 1861-1865'}	Before the dawn	1903
Hamel Felix John	B3870	{8694341}		{'uc2.ark+=13960=t28912x1q'}	{'Detective and mystery stories', 'Smuggling', 'Criminals'}	Harry Roughton or Reminiscences of a revenue officer	1859
Rosegger Peter	B7170	{6816525}		{'uiuo.ark+=13960=t7fr05n4v'}	{'Styria (Austria)'}	The god seeker	1901
Roe Edward Payson	B7107	{8594245}		{'uc2.ark+=13960=t6833wr73'}	{'1838-1888', 'Roe, Edward Payson', 'American fiction'}	A face illumined	1878
Beresford Hope A J B Alexander James Beresford	B523	{8545534}		{'njp.32101067708352'}		Strictly tied up  a novel	1880
Orton Helen Fuller	B6261	{3197402}	{'Juvenile audience'}	{'mdp.39076002155484'}	{'Horses', 'Juvenile fiction', 'Farm life', 'Dogs'}	Prince and Rover of Cloverfield farm	1921
Robertson Anne J	B7165	{8674572}		{'uiuo.ark+=13960=t5q81xt36', 'uiuo.ark+=13960=t6931fx1m', 'uiuo.ark+=13960=t8ff4d691'}	{'823R5453S'}	Society in a garrison town	1869
Montgomery Florence	B5484	{8853843}	{'Novel'}	{'nyp.33433074902325'}	{'English fiction'}	Prejudged	1900
Scott Walter Sir	B7611	{9040671}	{'Bibliographies', 'Novel'}	{'uc1.b3331970', 'uc1.b3331971'}	{'France', 'Charles II, 1660-1685', 'Louis XI, 1461-1483', 'Great Britain', 'History'}	Peveril of the peak	1823
Brunner Emma Beatrice	B754	{3230340}		{'uc1.$b299701'}	{'1640-1669', 'Pepys, Elizabeth'}	My wife poor wretch  uncensored episodes not in the diary of Samuel Pepys	1928
Gissing George	B3411	{3257589}		{'nyp.33433074856281'}		In the year of jubliee a novel	1895
Lewis Sinclair	B4855	{3221023}	{'Psychological fiction', 'Bibliographies', 'Satire'}	{'nyp.33433074972435'}	{'Businessmen', 'Conformity', 'Middle-aged men'}	Babbitt	1922
Hawthorne Nathaniel	B3990	{6798784}	{'Juvenile audience', 'Bibliographies', 'Juvenile works'}	{'mdp.39015019185464', 'uva.x030444610'}	{'Mythology, Classical', 'Juvenile literature'}	A Wonder book for girls and boys	1851
Macaulay Mrs Fannie Caldwell	B5345	{8958043}		{'njp.32101037987375'}		The house of the misty star a romance of youth and hope and love in old Japan	1915
Forster E M Edward Morgan	B2833	{2433619}		{'uc1.b3831923'}		The celestial omnibus and other stories	1923
Tytler M Fraser	B8313	{4967627}	{'Juvenile audience'}	{'njp.32101063578338'}		The wonderseeker or The histor	1847
Dyer Charles	B2338	{2893732}		{'uc2.ark+=13960=t4dn41w6n'}	{'Sports', 'Hunting'}	Sport and sportsmen	1866
Poe Edgar Allan	B6443	{3171337, 8510530, 6673337, 3203165, 9027307}	{'Autobiography', 'ContainsBiogMaterial', 'Bibliographies'}	{'uva.x000177885', 'mdp.39015008695937', 'mdp.39015065590245', 'mdp.39015065590351', 'uc2.ark+=13960=fk3nv99f4w', 'mdp.39015020834993', 'mdp.39015065590377', 'mdp.39015020834977', 'uc2.ark+=13960=t26970w32', 'mdp.39015065815683', 'mdp.39015065590369', 'uva.x030557394', 'pst.000021594113', 'uc2.ark+=13960=t78s4kz45', 'mdp.39015001793689', 'uc1.31158004550884', 'mdp.39015001793754', 'mdp.39015065590203', 'mdp.39015002698127', 'mdp.39015065590229', 'uc1.b3328872', 'mdp.39015065590237'}	{'Poetry', 'American literature', 'History and criticism'}	The works of Edgar Allan Poe	1849
Schnitzler Arthur	B7956	{6900215}		{'uc1.b4088509'}		Bertha Garlan  a novel	1914
Phillpotts Eden	B6741	{8914796}		{'uva.x030750899'}	{'English fiction'}	The three brothers	1909
Vachell Horace Annesley	B8369	{3169556}		{'nyp.33433075762215', 'uc2.ark+=13960=t1fj2n09k'}	{'English fiction'}	John Charity	1907
Knight Eric	B4486	{3204378}		{'mdp.39015000625262'}	{'World War, 1939-1945'}	This above all	1941
Balzac Honoré de	B982	{6552330}		{'uc2.ark+=13960=t8v982g7c'}		Droll stories collected from the abbeys of Touraine	1874
Tressell Robert	B8165	{8950035, 6851211}		{'uc1.b4089322'}	{'Capitalism', 'Socialists', 'Social conflict', 'Working class', 'Labor movement', 'Working class families', 'Social classes'}	The ragged trousered philanthr	1911
Davis Julia	B2511	{3233830}	{'Juvenile audience', 'Juvenile literature'}	{'mdp.39015024085154'}		The swords of the Vikings  sto	1928
