author	bookid	bpoids	genres	htrcids	subjects	title	is_fic
Kavanagh Julia	B4660	{8462793, 8468692, 9450847}		{'mdp.39015005261527'}		English women of letters biogr	
Burgess Thornton W Thornton Waldo	B1119	{6747740, 3180749}		{'mdp.39015034642069'}		The adventures of Prickly Pork	
Mackenzie Compton Sir	B5900	{3212733}		{'mdp.39015014305521'}		The old men of the sea a roman	
Doyle Arthur Conan Sir	B2397	{6783096}		{'uva.x000179384'}	{'Holmes, Sherlock (Fictitious character)', 'Private investigators', 'Detective and mystery stories, English', 'England', 'Holmes, Sherlock', 'Dogs', 'Blessing and cursing'}	The hound of the Baskervilles	
Williamson C N Charles Norris	B8824	{9298534}		{'uc2.ark+=13960=t95719550'}	{'English fiction'}	The botor chaperon	
Móra Ferenc	B5874	{3219722}		{'wu.89097636518'}		Song of the wheatfields	
Sharp William	B7994	{6746108}		{'uc2.ark+=13960=t13n25570'}		The Gypsy Christ and other tal	
France Anatole	B2871	{3216065}		{'uc2.ark+=13960=t79s1wf9r'}		The amethyst ring	
Mackail J W John William	B5729	{6655318}		{'uc2.ark+=13960=t43r0sg7k'}	{'Bible', 'O. T', 'History of Biblical events', 'O.T'}	Biblia innocentium	
Defoe Daniel	B2430	{4361789}		{'mdp.39015078556431'}		The little Robinson Crusoe	
Kenealy Arabella	B4558	{9334769}		{'nyp.33433074871751'}		The mating of Anthea	
Moore Frank Frankfort	B5501	{6659967}		{'nyp.33433074904925'}		The impudent comedian  others	
Curtis Albert Charles	B1598	{6827665}		{'nyp.33433074951769'}	{'Burgh, Hubert de', 'History', '13th century', 'd. 1243'}	The good sword Belgarde or How de Burgh held Dover	
Shaw Kerr	B7592	{2449953}		{'uc1.b3123636'}	{'English school life'}	For sons of gentlemen	
James Lionel	B4446	{6798780}		{'mdp.39015063886629'}		The yellow war by O	
Marsh Richard	B5937	{9051403}		{'mdp.39015063935137'}		The deacons daughter	
Blackmore R D Richard Dooddridge	B1220	{8533490}		{'inu.32000001359092'}		Cripps the carrier A woodland 	
Johnson Owen	B4415	{6655360}		{'wu.89099764334'}		In the name of liberty  a stor	
Brierley Benjamin	B509	{9468508}		{'njp.32101067630523'}		Tales and sketches of Lancashire life	
McCarthy Justin H  Justin Huntly	B5392	{8928311}		{'nyp.33433074875232'}		The Illustrious OHagan	
Clouston J Storer Joseph Storer	B1568	{3199600}		{'nyp.33433074946843'}	{'World War, 1914-1918'}	The man from the clouds	
Ross Mrs	B7204	{8197044}	"{'New York', 'New York (State)', ""Publishers' advertisements"", 'Novels'}"	{'hvd.32044081390635'}		The bachelor and the married m	
Wood Ellen	B8759	{2715133}		{'uc2.ark+=13960=t3mw2f986', 'uc2.ark+=13960=t6sx69c95', 'uc2.ark+=13960=t1gh9h23j'}	{'Provenance', 'Gilmour, Mary Howard', 'Bookplate'}	Bessy Rane	
Holmes Oliver Wendell	B4171	{6717360}		{'njp.32101068140746'}		A moral antipathy  first openi	
baron de LamotheLangon EtienneLéon	B9098	{6793468}	{'ContainsBiogMaterial'}	{'nyp.33433082352042', 'nyp.33433082352059', 'nyp.33433082352067', 'nyp.33433082352075'}		Memoirs of Madame Du Barri	
Lewis Wyndham	B4762	{3319691}		{'mdp.39015066051536'}		The wild body A soldier of humour and other stories	
King Basil	B4627	{9416615}		{'uc2.ark+=13960=t79s1m74b'}		Let not man put asunder	
Gaunt Mary	B3243	{3219516}		{'uc2.ark+=13960=t1zc7tw56'}	{'Description and travel', 'Soviet Union', 'China'}	A broken journey	
Hunt Violet	B3715	{2433787}		{'nyp.33433074872114'}	{'English fiction'}	The celebritys daughter	
Macaulay Rose Dame	B5890	{3211908}		{'mdp.39015019984122'}		Mystery at Geneva an improbabl	
Cram Ralph Adams	B1426	{3179508}		{'njp.32101007065418'}		Black spirits  white  a book of ghost stories	
Maud Constance Elizabeth	B5439	{3192050, 6812822}		{'nyp.33433074893060'}		No surrender	
Jones Idwal	B4318	{3239689}		{'uc1.$b242788'}		Steel chips	
Tompkins Elizabeth Knight	B8173	{8870236}		{'uc2.ark+=13960=t0tq5rv34'}	{'American fiction'}	The things that count	
Theal George McCall	B8321	{8837662}	{'Juvenile audience'}	{'uc1.$b809936'}		Kaffir folklore or A selection	
Besant Walter Sir	B687	{8960542}		{'nyp.33433074939749'}		The lady of Lynn	
James Grace	B4467	{6739247}		{'mdp.39015004734995'}		Green Willow and other Japanes	
Collins Dale	B1659	{8983105, 8913711}		{'uc1.$b323595'}		The sentimentalists	
Cunninghame Graham R B Robert Bontine	B1703	{2438922}		{'uc2.ark+=13960=t1cj89h2f'}		Brought forward	
Trollope Frank	B8242	{8589370}		{'uiuo.ark+=13960=t8df7d42k'}		The lawyers daughter	
Chambers Robert W Robert William	B1485	{8958241}		{'nyp.33433074809397'}	{'World War, 1914-1918'}	Who goes there	
Guézenec Alfred	B3080	{9460591}		{'njp.32101069177036'}		The adventures of a little French boy	
Tolstoy Aleksey Nikolayevich graf	B8020	{3222880}		{'inu.32000002137968'}	{'1672-1725', 'Emperor of Russia', 'Peter'}	Peter the Great	
Mackail J W John William	B5915	{6655318}		{'uc2.ark+=13960=t4mk68r8n'}		Biblia innocentium part second	
Abbott John S C John Stevens Cabot	B190	{3185794, 6785534}		{'uiug.30112074731230'}	{'Marie Antoinette, Queen, Consort of Louis XVI, King of France, 1755-1793'}	Marie Antoinette	
Bowen C E	B985	{2745534}		{'uc2.ark+=13960=t9280637v'}		Bens boyhood	
Drummond William Henry	B2447	{3183750}		{'uc2.ark+=13960=t0gt5hn5f'}		The poetical works of William 	
Carleton William	B1905	{8685590}		{'nyp.33433074942016'}		Willy Reilly and his dear Cole	
FunckBrentano Frantz	B2854	{8867774}		{'uc2.ark+=13960=t3pv6dd7f'}	{'France', 'Court and courtiers', 'Poisons'}	Princes and poisoners	
Frenssen Gustav	B2707	{3166093, 6836863}		{'mdp.39015064537411'}		The three comrades	
Norris Frank	B6197	{6799889, 3151140}		{'mdp.39015033860233'}		A mans woman Yvernelle	
Deeping Warwick	B2117	{3211280}		{'mdp.39015031231213'}		The prophetic marriage	
Horne R H Richard H	B3572	{9015953, 8422491, 4971315}		{'mdp.39015063560455', 'mdp.39015063560547'}		The dreamer and the worker a story of the present time	
Dos Passos John	B2101	{3226216}		{'mdp.39015001810814'}		The 42nd parallel	
Arthur T S Timothy Shay	B281	{4453630}		{'uc2.ark+=13960=t5m90350b'}		Debtor and creditor	
Semple Elizabeth	B7884	{4428569}	{'Juvenile audience'}	{'hvd.hn2hej', 'hvd.hn2hei'}		Summer rambles or Conversation	
Benson E F Edward Frederick	B859	{9018377, 3185345}		{'uc2.ark+=13960=t15m6775j'}		The Challoners	
Hume Fergus	B4121	{9425725}		{'njp.32101063580268'}		The mystery of a hansom cab	
Lucas E V Edward Verrall	B4976	{3189848}		{'uc2.ark+=13960=t3223005g', 'uc2.ark+=13960=t6n012x0n'}		London lavender	
Gilbert Elliot Elliot Frances Minto Dickinson Mrs	B3361	{8685331, 8518766, 3175983}	{'Bibliographies'}	{'mdp.39015059788896', 'nyp.33433069353203', 'nyp.33433069353211'}		Old court life in France	
Lawrence George A George Alfred	B4774	{9435559}		{'njp.32101068141025'}	{'English fiction'}	Maurice Dering or The quadrilateral A Novel	
Gibson Ashley	B3263	{3205644}		{'uc2.ark+=13960=t4gm86m5f'}		The twilight drummers and other sketches	
Tainsh Edward Campbell	B8228	{8587481}		{'uiuo.ark+=13960=t2z32gf1x', 'uiuo.ark+=13960=t3gx4zq75', 'uiuo.ark+=13960=t1gj0512d'}		One maiden only	
BaillieSaunders Margaret Elsie Crowther	B974	{8862784, 6694770}		{'uc2.ark+=13960=t83j3bw2b'}		Saints in society	
Sabatini Rafael	B7330	{8947184}		{'mdp.39015002753476'}		The lions skin	
Vance Alexander	B8363	{8454151}	{'Translations'}	{'njp.32101072366535'}	{'(OCoLC)fst01099892', 'Translations into English', 'Romances', 'French literature', 'To 1500', 'Translations from French (Old French)', 'English literature', '(OCoLC)fst00934688'}	Romantic episodes of chivalric and mediaeval France	
Carson Josephine	B1996	{6797377, 6782627}		{'uc1.32106015602987'}		Dog star and other stories	
Andersen H C Hans Christian	B251	{8840528, 3166908, 3161191}		{'mdp.39015009003941'}		Three tales of Hans Andersen	
Meredith George	B5284	{8932114, 3287388}		{'mdp.39015030707338'}		Celt and Saxon	
Sedley Henry	B7531	{9427895}		{'nyp.33433076029879'}		Marian Rooke or The quest for fortune A tale of the younger world	
Bateman May Geraldine Frances	B667	{3171634, 6661742}		{'nyp.33433074937347'}	{'English fiction'}	The altar of life	
Horlock Knightley William	B4162	{5011697}		{'uc1.b3123804', 'uc1.b3123802', 'uc1.b3123803'}		The Squire of Beechwood a true	
Snaith J C John Collis	B7714	{8922653, 6820141, 3167829}		{'uc2.ark+=13960=t6m043304'}		Henry Northcote	
Burnett Frances Hodgson	B832	{3168402}	{'Juvenile audience'}	{'uc1.b4517751'}	"{'Chicago, Ill.)', '(1893 :', ""World's Columbian Exposition""}"	Two little pilgrims progress  a story of the City Beautiful	
Denker Henry	B2516	{8511939}		{'pst.000012630172'}		The actress	
Cromarsh H Ripley	B1469	{6843537}		{'njp.32101072794140'}		The secret of the Moor cottage	
Pardoe	B6714	{5018753}		{'uiuo.ark+=13960=t13n2r41p', 'uiuo.ark+=13960=t70v92n03', 'uiuo.ark+=13960=t8cg09c0w'}	{'823P21P'}	The poor relation	
Briefless Jeremiah	B1127	{8654143}		{'uiuo.ark+=13960=t2t43zn1w', 'uiuo.ark+=13960=t2k64rc7m'}		Maidenthorpe or Interesting ev	
Beck L Adams Lily Adams	B775	{3245806}		{'uc1.$b85452'}		The gallants following according to their wont the ladies	
Hume Fergus	B3818	{3178026}		{'uc1.b3324254'}		The green mummy	
Marryat Florence R M Church Lean	B5840	{9429034, 4852503}		{'uiuo.ark+=13960=t5fb5nh3k', 'uiuo.ark+=13960=t2j681k9s', 'uiuo.ark+=13960=t3jw8zc8z'}	{'English fiction', 'Women'}	Woman against woman	
Hume Fergus	B4080	{8957429}		{'nyp.33433074861927'}		The harlequin opal a romance	
Nesbit E Edith	B6114	{8913842}		{'nyp.33433074929781'}		Daphne in Fitzroy Street	
Hampden John	B3769	{3216976}		{'pst.000009864269'}	{'Ghost stories'}	Ghost stories	
Ainsworth William Harrison	B277	{4451719}		{'mdp.39015059384316'}		The flitch of bacon	
Burgess Thornton W Thornton Waldo	B548	{6747740, 3180749}	{'Juvenile audience'}	{'nyp.33433064202751'}		The adventures of Mr Mocker	
Burnett Frances Hodgson	B1172	{8808160, 8923632, 3153534}		{'mdp.39015013709871'}		The one I knew the best of all	
Raymond Walter	B6993	{3169745}		{'uc1.b3123772', 'nyp.33433075873392'}		Gentleman Upcotts daughter	
QuillerCouch Arthur Thomas Sir	B6850	{8836244}		{'uc2.ark+=13960=t55d8p75q'}		Wandering heath	
Harland Henry	B3578	{8871856, 6681378, 3165408, 6750156, 6783325}		{'mdp.39015063919230'}		The cardinals snuffbox	
Marshall Emma Mrs	B6023	{6810019, 3167109}		{'coo.31924013521855'}		A haunt of ancient peace memor	
McGahern John	B5923	{3216976}		{'mdp.39015014541240'}		Nightlines stories	
Chorley Henry Fothergill	B1365	{6107583}		{'mdp.39015016495635'}	{'Hemans', 'Mrs', '1793-1835'}	Memorials of Mrs Hemans with illustrations of her literary character from her private correspondence	
Hough Emerson	B3586	{3178825, 6811630, 8873582}		{'mdp.39015063923885'}		The way of a man	
Fletcher J S Joseph Smith	B2771	{6741853}		{'nyp.33433075728547'}	{'English fiction'}	The making of Matthias	
Onions Oliver	B6264	{9323276, 3184406}		{'njp.32101041057751'}		The exception	
Mathew Frank James	B6049	{3171369}		{'uva.x030741572'}		At the rising of the moon  Iri	
Mitchell Donald Grant	B5920	{9454553, 4854375}		{'nyp.33433074826383'}		Wet days at Edgewood with old 	
Smith Alexander	B7378	{2455239}		{'mdp.39015057092606'}	{'Description and travel', 'Skye (Scotland)', 'Skye, Island of (Scotland)'}	A summer in Skye	
Roberts Margaret	B7137	{8507622, 8766574}		{'uc2.ark+=13960=t9280bf4j'}	{'Revolution, 1789-1799', 'France', 'History'}	Noblesse oblige	
Mayhew Henry	B6031	{9132623}	{'Novel'}	{'nyp.33433074915442'}		The image of his father or One	
Rowcroft Charles	B7161	{4702248, 4445474}		{'uiuo.ark+=13960=t3805qj0v', 'uiuo.ark+=13960=t43r1gv75', 'uiuo.ark+=13960=t5fb5pp94'}	{'Tasmania', 'Frontier and pioneer life', 'Australia'}	Tales of the colonies or The adventures of an emigrant	
Behn Aphra	B1185	{9020195}		{'inu.30000011498684', 'mdp.39015046377670', 'mdp.39015035314767'}		The works of Aphra Behn	
Deland Margaret	B2354	{8919719}		{'uc2.ark+=13960=t5r786w50'}		The awakening of Helena Richie	
Deeping Warwick	B2090	{3166978, 8928694}		{'coo.31924013604990'}		The lame Englishman	
Cullum Ridgwell	B1609	{3210761}		{'nyp.33433074954797'}		The heart of Unaga	
Dickens Charles	B2521	{8448312}		{'pst.000026363974'}		A tale of two cities  The adve	
Moore George	B5609	{3219529}		{'uc1.b3312072'}		A storytellers holiday	
Clarke Ida Clyde Gallagher Mrs	B1500	{3195283}		{'nyp.33433074843115'}		Record no 33	
Shaw Bernard	B7471	{6482959}		{'nyp.33433075746994'}		An unsocial socialist	
Glasgow Ellen Anderson Gholson	B2980	{3178974}		{'inu.30000111998013'}		The romance of a plain man	
Walpole Hugh Sir	B8515	{2456532}		{'mdp.39015049691341'}		Farthing hall	
Henty G A George Alfred	B3597	{3160992, 8956434}	{'Juvenile audience'}	{'mdp.39015073479332'}	{'Sepoy Rebellion, 1857-1858', 'Juvenile fiction', 'History'}	Rujub the juggler	
Sidgwick Ethel	B7316	{8946469, 6856214}		{'inu.32000002547224'}		A lady of leisure	
Pain Barry Eric Odell	B6629	{6760817}		{'uc1.b4104954'}		Stories and interludes	
Fitzpatrick Thomas	B2765	{9214620}		{'nyp.33433075727481'}	{'1649-1660', 'History'}	The king of Claddagh  a story of the Cromwellian occupation of Galway	
Meredith George	B5893	{5309345, 6753169}	{'Bibliographies'}	{'mdp.49015002138023', 'njp.32101068584588'}		Evan Harrington  a novel	
Neale J M John Mason	B6093	{4965008, 4415885}		{'mdp.39015063941002'}	{'Crusades'}	Stories of the crusades n I II p De Hellingley The crusade of S Louis	
Beasley	B803	{8928970, 5813611}		{'uc2.ark+=13960=t70v8gw0t', 'uc1.b3325536'}		Violet or The danseuse a portraiture of human passions and characters	
Sewell Elizabeth Missing	B7791	{8720138}		{'uiuo.ark+=13960=t2w38cx1m', 'uiuo.ark+=13960=t41r7f89r'}	{'823SE8C'}	Cleve Hall	
Munro Neil	B5639	{6779250, 6783414}		{'uc1.b3581595'}		Gilian the dreamer  his youth his love and adventure	
Buchan John	B642	{3185572}	{'Spy stories'}	{'nyp.33433074930961'}	{'Hannay, Richard (Fictitious character)', 'World War, 1914-1918'}	Mr Standfast	
Banim John	B652	{8618437, 5118007}	{'Bibliographies'}	{'nyp.33433074932389', 'uc2.ark+=13960=t8sb40478', 'uc1.b3322285'}	{'Ireland', 'Social life and customs', 'British', 'History', '19th century'}	The AngloIrish of the nineteenth century	
Norton Caroline Sheridan	B6203	{9159885, 4989598}		{'njp.32101063883332', 'njp.32101063883324'}		Stuart of Dunleath  a story of	
Wells H G Herbert George	B8724	{2485832, 3330990}		{'uc1.b3759960'}		The Bulpington of Blup adventures poses stresses conflicts and disaster in a contemporary brain	
Martineau Harriet	B6074	{4979287}		{'hvd.32044019568179'}		The hill and the valley  a tal	
Nares Edward	B6227	{8222471}		{'uc1.b3326183', 'uc1.b3326182'}		Thinks Itomyself a serioludicr	
Hon Mrs A L Felkin Fowler Ellen Thorneycroft	B4106	{8874882, 6813436, 6799589}		{'uva.x030765282'}		Place and power	
Macnamara Rachel Swete	B5717	{6862305, 3197717}		{'uc2.ark+=13960=t3cz33x43'}		The fringe of the desert	
Wilson Violet A	B8899	{3217782}		{'inu.32000001703182'}		Queen Elizabeths maids of hono	
Wood Ellen	B8884	{9451217, 4360492, 8733965, 4837207}		{'njp.32101068574324'}		Verners pride  a novel	
Burmeister Hermann	B546	{4702244, 6181002, 6180013, 5809232, 5846453, 5827801}		{'nyp.33433010997074'}	{'Entomology', '1802-1868', 'Insects', 'Shuckard, William Edward'}	A Manual of entomology	
Grattan Thomas Colley	B3078	{8878079}		{'njp.32101069166229', 'uc1.b3322551'}	{'English fiction'}	Highways and byways or Tales of the roadside  picked up in the French provinces	
Hewlett Maurice Henry	B3706	{9027785}		{'uc2.ark+=13960=t0dv1j45b', 'nyp.33433074870340'}		The Spanish jade	
Lie Jonas Lauritz Idemil	B4936	{8847128, 3177911}		{'uc2.ark+=13960=t1bk1759w'}		One of lifes slaves	
Gale Zona	B3392	{6693346}		{'mdp.39015063917028'}		Friendship Village love storie	
Ouida	B6334	{6793219, 6797996, 8985191}		{'uc2.ark+=13960=t05x27028'}		The waters of Edera	
BethamEdwards Matilda	B681	{8831886}		{'nyp.33433074939301'}		The dreamCharlotte  a story of echoes	
Woolf Virginia	B8478	{8959292, 3200389}	{'Bibliographies', 'Bildungsromane'}	{'mdp.39015000610322'}	{'South America', 'Young women', 'British', 'Man-woman relationships', 'Ocean travel'}	The voyage out	
Wood Ellen	B8770	{4852890, 9444267}		{'uc2.ark+=13960=t22b91b54', 'uc2.ark+=13960=t7xk89z3q', 'uc2.ark+=13960=t5db81w0f'}		Lord Oakburns daughters	
Sabatini Rafael	B7420	{3202420}		{'mdp.39076005385476', 'mdp.39076005385484'}	{'History', '(OCoLC)fst00958235'}	The historical nights entertainment	
Ainsworth William Harrison	B170	{2884414}		{'uc2.ark+=13960=t5s75b83s'}		Cardinal Pole or The days of Philip and Mary	
Caine Hall Sir	B1530	{9024427}		{'nyp.33433074938576'}		The prodigal son	
Pahlow Gertrude	B6576	{3230386}		{'nyp.33433076050370'}		The glory of going on	
Byrne Donn	B597	{3210199}		{'nyp.33433074861844'}	{'Polo, Marco', '1254-1323?'}	Messer Marco Polo	
Sinclair Upton	B7536	{9320192, 3184641}		{'nyp.33433076039712'}		Samuel the seeker	
James G P R George Payne Rainsford	B4444	{4995976}		{'njp.32101067647790', 'njp.32101067647816', 'njp.32101067647808'}		The woodman  a romance of the 	
Curtis Albert Charles	B1974	{6827665}		{'nyp.33433074951769'}		The good sword Belgarde or How	
Bleek W H I Wilhelm Heinrich Immanuel	B335	{9429825, 8475574}		{'inu.39000005917807'}	{'Fables, Hottentot'}	Reynard the fox in South Africa or Hottentot fables and tales	
MarshCaldwell Anne	B5361	{8407850, 8470123, 4978685, 4446982}		{'njp.32101065864496', 'njp.32101065864504'}		Mount Sorel or The heiress of the De Veres	
Hergesheimer Joseph	B3534	{3311365}		{'mdp.39015030750502'}		Balisand	
Simpson Robert	B7705	{3209988}		{'uc2.ark+=13960=t6154f99r'}		The bite of Benin where many go in but few come out	
Nicholson Asenath	B6107	{4989938}		{'nyp.33433069336737'}	{'Ireland', 'Description and travel', 'Poor'}	Irelands welcome to the stranger or An excursion through Ireland in 1844  1845 for the purpose of personally investigating the condition of the poor	
Hon MoneyCoutts Hugh Burdett	B3590	{6863230}		{'mdp.39015063947918'}		The secret of Sarm	
Morgan Sydney Lady	B5913	{8620936, 4999546}		{'nyp.33433067388078', 'nyp.33433067388086'}		Woman and her master A history	
Galt John	B3209	{6174116}		{'uc1.b3322689', 'uc1.b3322691'}		Stories of the study	
Tupper Martin Farquhar	B8122	{8377596}		{'nyp.33433075765028'}	{'English fiction'}	The crock of gold  a rural nov	
Thackeray William Makepeace	B8218	{9446050}	{'Bibliographies', 'ContainsBiogMaterial'}	{'uc2.ark+=13960=t9t15149h'}	{'Hayes, Catharine (Hall)', 'Dictionaries, indexes, etc', 'Thackeray, William Makepeace', 'English literature', '1690-1726', '1811-1863'}	The adventures of Philip on his way through the world	
Bassett Sara Ware	B1149	{8885426, 3171852}		{'uc2.ark+=13960=t54f1np03'}		The story of leather	
Sheridan Caroline Henrietta Callander	B7804	{8178060}		{'uiuo.ark+=13960=t81k01s4t', 'uiuo.ark+=13960=t74t77j5c', 'uiuo.ark+=13960=t57d3hj6w'}		Aims and ends and Oonagh Lynch	
Kingston William Henry Giles	B4675	{9026669}		{'njp.32101068972189'}		Peter the whaler his early lif	
Frenssen Gustav	B2870	{8932671}		{'uc2.ark+=13960=t75t3kk1t'}	{'Germans', 'Namibia'}	Peter Moors journey to Southwest Africa	
James Henry	B4204	{8892941, 6672486}	{'Bibliographies'}	{'coo.31924052984741'}	{'France', 'Americans'}	The ambassadors	
Lawless Emily	B4978	{3180858, 6773765}		{'uc2.ark+=13960=t6sx66s8t'}		The race of Castlebar	
Delano Edith Barnard	B2415	{8979108}		{'nyp.33433074811302'}		The land of content	
St Leger Barry	B7908	{8233997}		{'uc2.ark+=13960=t2w37rs3z'}		Some account of the life of th	
Wedmore Frederick Sir	B8803	{6626099, 3168253}		{'uc2.ark+=13960=t5z60fh7d'}		English episodes	
Bodkin M McDonnell Matthias McDonnell	B1259	{8845026, 6780349, 3165829}		{'njp.32101066455260'}		Lord Edward Fitzgerald a histo	
Stockton Frank Richard	B7684	{6769874, 6783780}		{'uc2.ark+=13960=t45q4rx69'}		The great stone of Sardis	
Kielland Alexander Lange	B4574	{6658563}		{'nyp.33433075849947'}	{'Norwegian fiction'}	Norse tales and sketches	
