docid	Dominant_Topic	author	orig_title	Topic_Perc_Contrib	date
mdp.39015063164399	14	doris lessing	The grass is singing	0.102	1950
uc1.32106018129939	43	"arnaldur indridason
bernard scudder"	Jar city	0.1069	2004
mdp.39076005051946	66	elizabeth taylor	The wedding group	0.0665	1968
uc1.$b236221	66	prudencio de pereda	Windmills in Brooklyn	0.0637	1960
uc1.$b188612	79	serge groussard	A German officer;	0.1014	1955
mdp.39015011521344	6	gerry spence	Trial by fire : the true story of a woman's ordeal at the hands of the law	0.2249	1986
mdp.39015056187001	41	carol goodman	The seduction of water	0.0794	2003
uc1.32106009996627	21	gregory benford	Timescape	0.1431	1980
mdp.39015047856458	41	jayne ann krentz	Soft focus	0.0719	1999
mdp.39015030749173	43	miriam ann hagen	Dig me later	0.0564	1949
mdp.39015005718278	79	john hersey	Into the valley; a skirmish of the marines	0.0806	1943
mdp.39015000655095	78	nadine gordimer	The conservationist	0.0664	1974
uc1.32106009788826	70	brian morton	The dylanist	0.0997	1991
uc1.b3462597	75	pierre delattre	Tales of Dalai Lama. [Drawings by the author]	0.0521	1971
uc1.b4430810	30	gordon chaplin	Joyride	0.0723	1982
inu.32000007712070	2	p g wodehouse	Uncle Fred in the springtime	0.1133	1940
mdp.39015007024626	2	kurt vonnegut	Jailbird	0.1225	1979
uc1.b3435137	31	richard jessup	Sailor; a novel of the sea	0.156	1969
mdp.39015040579875	43	richard rayner	Murder book	0.1615	1997
uc1.b4971240	30	aldo busi	The standard life of a temporary pantyhose salesman	0.0757	1988
mdp.39015050556573	21	arthur herzog	The swarm	0.2049	1974
uc1.$b169785	79	alan white	The long night's walk	0.0732	1969
mdp.39015057947536	64	tom clancy	Rainbow Six	0.1432	1998
mdp.39015012435791	12	poul anderson	Tau zero	0.0651	1970
mdp.39015048465820	31	vincent smith	The last blue whale	0.0381	1979
uc1.b4369765	2	helen van slyke	The best place to be	0.0635	1976
mdp.39015050130957	64	millicent dillon	Harry Gold : a novel	0.094	2000
mdp.39015053764299	12	anne mccaffrey	The Rowan	0.1548	1990
uc1.b4097812	13	mary mackey	The year the horses came : a novel	0.0768	1993
uc1.32106012964117	12	arthur c. clarke	Rendezvous with Rama	0.0936	1973
mdp.39015066076368	79	ernest hemingway	For whom the bell tolls	0.0946	1940
mdp.39015073621057	70	elizabeth diamond	An accidental light	0.0769	2008
mdp.39015054152213	21	michael marshall smith	Spares	0.07	1997
uc1.b3710737	68	bruce lancaster	For us the living	0.0299	1940
uc1.32106017207389	14	amanda boyden	Babylon rolling	0.0908	2008
mdp.39015016434543	20	william goyen	Ghost and flesh; stories and tales	0.094	1952
osu.32435005851464	6	erle stanley gardner	The case of the careless kitten	0.1525	1942
mdp.39015061467935	41	david linzee	Belgravia	0.0942	1979
mdp.39015050111890	41	alison mcghee	Shadow baby	0.0643	2000
mdp.39015014504214	24	lawrence ferlinghetti	Love in the days of rage	0.1398	1988
mdp.49015002558782	75	jim grimsley	Kirith Kirin	0.0633	2000
uc1.b4368836	21	nancy thayer	Morning	0.0725	1987
uc1.32106008577832	66	william trevor	The silence in the garden	0.0931	1988
uc1.$b56456	14	dymphna cusack	The sun in my hands	0.2089	1951
mdp.39015084116915	78	irene sabatini	The boy next door : a novel	0.0587	2009
mdp.39015056892857	68	"chantal thomas
moishe black"	Farewell, My Queen : a novel	0.0679	2003
mdp.39015050470460	12	harry turtledove	Colonization--aftershocks	0.1263	2001
mdp.49015002195098	20	sylvia plath	The bell jar	0.0605	1971
uc1.$b103806	68	dvs jackson	Walk with peril	0.0497	1959
mdp.39015056245973	21	aldous huxley	Ape and essence : a novel	0.0832	1949
mdp.39015004158161	78	john edgar wideman	The lynchers. -	0.0637	1973
uc1.32106011218838	6	simon tolkien	Final witness : a novel	0.1043	2002
mdp.39015034937709	24	madison smartt bell	All souls' rising	0.08199999999999999	1995
mdp.39015061752641	43	judith guest	The tarnished eye	0.0933	2004
mdp.39015020828839	76	lois gould	Necessary objects	0.0734	1972
uc1.$b115143	79	james e ross	The dead are mine	0.1126	1963
uc1.32106006958653	43	richard stark	The man with the getaway face	0.0459	1983
uc1.b4450151	76	eugenia zukerman	Taking the heat	0.0809	1991
mdp.49015002776954	13	james alexander thom	The children of first man	0.1532	1994
uc1.b4951671	30	richard friedel	The movie lover	0.1222	1981
mdp.39015037408716	76	shelby hearon	Footprints	0.0625	1996
mdp.39015060039107	20	joe coomer	One vacant chair	0.09	2003
mdp.39015021869808	38	margot livesey	Homework	0.0615	1991
mdp.39015051000902	76	mariana villa gilbert	The sun in Horus	0.0802	1986
mdp.39015050470403	68	keith roberts	Pavane	0.0622	1966
mdp.39015003680975	31	ernest gann	Twilight for the gods	0.1935	1956
wu.89099247322	24	mary westmacott	The rose and the yew tree	0.0922	1948
uc1.b3346825	6	edward grierson	The Massingham affair	0.1956	1963
mdp.39015041291041	38	blanche mccrary boyd	Terminal velocity	0.0613	1997
uc1.$b105627	64	hartzell spence	Radio City	0.0447	1941
mdp.39015031222998	78	erskine caldwell	A house in the uplands	0.1216	1946
mdp.39015060879114	76	bret lott	The difference between women and men : stories	0.0725	2005
mdp.39015054054880	75	padraic colum	Legends of Hawaii	0.0877	1937
mdp.39015056811709	24	hugo claus	The sorrow of Belgium	0.0684	1990
uc1.32106016410356	14	hanif kureishi	Intimacy : a novel ; and, Midnight all day : stories	0.1565	2001
mdp.39015011815209	14	alberto moravia	A ghost at noon	0.1175	1955
mdp.39015059552094	70	amanda eyre ward	How to be lost : a novel	0.0784	2004
uc1.$b69004	31	robert dean frisbie	The island of Desire, the story of a South sea trader	0.1209	1944
uc1.b4087564	78	lorenz graham	North Town	0.0738	1965
mdp.39015047067262	75	bailey white	Quite a year for plums : a novel	0.0501	1998
mdp.39015064983953	43	dean koontz	The good guy	0.071	2007
uc1.$b252089	31	lesley blanch	The nine-tiger man; a tale of low behavior in high places	0.0726	1965
mdp.39015037467506	13	nora roberts	Montana sky	0.0445	1996
uc1.$b87216	68	eleanor dark	The timeless land	0.0663	1941
mdp.49015002776541	43	kathy reichs	Deadly décisions	0.1284	2000
mdp.39015056188389	64	stuart woods	Blood Orchid	0.0926	2002
uc1.32106017384139	43	steven saylor	Catilina's riddle	0.1284	1993
inu.39000000585922	31	alexander fullerton	The waiting game : a novel	0.0868	1961
mdp.39015012879196	2	katinka loeser	A thousand pardons	0.0784	1982
mdp.39015010310608	66	toyoko yamasaki	Bonchi : a novel	0.0788	1982
mdp.39015034443609	6	liz rigbey	Total eclipse	0.0989	1995
uc1.32106012440530	13	m.g. vassanji	No new land	0.0704	1991
uc1.$b120090	79	richard tregaskis	China bomb	0.0585	1967
mdp.39015016451265	78	hal bennett	A wilderness of vines	0.1279	1966
uc1.b3346622	38	ilka chase	Three men on the left hand	0.0679	1960
mdp.39015047546562	31	george lamming	Natives of my person	0.0699	1971
mdp.39015049985479	24	"carsten jensen
barbara haveland"	I have seen the world begin	0.0671	2000
uc1.b3295313	14	robin white	House of many rooms	0.0409	1958
mdp.39015001534034	30	ngaio marsh	Spinsters in jeopardy	0.0631	1954
uc1.32106002179056	41	joseph mcelroy	Lookout cartridge	0.1094	1974
mdp.39015056478004	24	liyana badr	A balcony over the Fakihani : three novellas	0.0493	2002
uc1.b3876510	48	dorothy stroup	In the autumn wind : a novel	0.0576	1987
pst.000010802502	20	claude simon	The grass	0.0797	1958
inu.30000096455823	12	joan slonczewski	A door into ocean	0.2477	1986
uc1.32106005888059	12	gordon r dickson	The far call	0.0955	1978
mdp.39015024904891	21	norman rush	Mating	0.0994	1991
mdp.39015050699688	64	iain pears	The immaculate deception	0.0897	2000
uc1.32106015082107	78	andre brink	A chain of voices	0.106	1982
uc1.32106018248721	79	"leo v. gordon
richard vetterli"	Powderkeg	0.0659	1991
uc1.$b798950	79	lester cohen	Coming home : a novel	0.0626	1945
mdp.39015067671167	76	jorge amado	Dona Flor and her two husbands : a moral and amorous tale	0.061	1969
uc1.b4450897	13	peter forbath	The last hero : a novel	0.08	1988
mdp.39015065133673	63	sholem asch	The prophet	0.1224	1955
mdp.39015055435120	43	catherine coulter	Eleventh hour : an FBI thriller	0.1272	2002
uc1.b4449508	48	bill amidon	Charge ...!	0.0337	1971
mdp.39015048898657	38	daniel stern	An urban affair : a novel	0.0779	1980
mdp.39015003699843	68	david garnett	Pocahontas; or, The nonparell of Virginia	0.0541	1933
mdp.39015080853487	64	jeremy duns	Free agent	0.1432	2009
mdp.39015034915861	13	linda hogan	Solar storms : a novel	0.0933	1995
mdp.39015082722458	41	vikas swarup	Six suspects	0.0821	2008
uc1.32106011785406	76	richard russo	Nobody's fool	0.0927	1993
pst.000029711512	12	ray bradbury	The Martian chronicles	0.1723	1973
inu.30000114306479	6	warren adler	The witch of Watergate: a novel	0.0773	1992
mdp.39015063100377	41	gaylord larsen	Dorothy and Agatha	0.0655	1990
mdp.39015010766171	12	oriana fallaci	If the sun dies	0.061	1966
uc1.32106010507546	6	ivan klíma	Judge on trial	0.0904	1991
mdp.39015030104643	79	arthur koestler	Arrival and departure	0.0449	1943
mdp.39015046832658	14	john sanford	The land that touches mine, a novel	0.0459	1953
mdp.39015025253819	75	shirley rousseau murphy	The Catswold portal	0.1108	1992
mdp.39015050150781	78	rick malone	Violet of a deeper blue	0.1801	1999
uc1.b4877325	68	mika waltari	The adventurer;	0.1005	1950
mdp.39015038921790	13	meyer levin	The settlers, a novel	0.0553	1972
mdp.39015062083046	30	ian mcewan	The cement garden	0.0925	1978
mdp.39015060067967	48	jennifer weiner	Little earthquakes : a novel	0.0957	2004
mdp.39015066740963	76	richard ford	The lay of the land	0.0673	2006
inu.30000039139013	63	wendy perriam	After purple	0.1131	1982
mdp.39015043040131	24	nina berberova	The book of happiness	0.0591	1999
mdp.39015062814010	20	ronlyn domingue	The mercy of thin air : a novel	0.1037	2005
uc1.b3477969	20	sheila macleod	The Snow-White soliloquies	0.0835	1970
uc1.b2837806	75	geoffrey household	Dance of the dwarfs	0.0746	1968
mdp.39015017663934	78	leon forrest	Two wings to veil my face	0.1714	1983
uc1.$b104383	30	anton myrer	Evil under the sun	0.0636	1951
uc1.32106010494885	41	james crumley	The last good kiss : a novel	0.1363	1988
inu.39000005880096	75	gert strindberg	Norwegian fairy tales	0.0726	1962
mdp.39015061147156	66	"giorgio van straten
martha king"	My name, a living memory	0.1078	2003
mdp.39015019977787	2	richard hagopian	Wine for the living	0.0663	1956
mdp.39015050547788	48	danielle steel	Lone eagle	0.1108	2001
mdp.39015060029421	78	john rolfe gardiner	Double stitch : a novel	0.0896	2003
uc1.32106009455111	43	harlan cohen	Play dead	0.1021	1990
pst.000028070887	64	john le carré	The night manager :  a novel	0.1013	1993
mdp.39015084102659	70	kate pullinger	The mistress of nothing	0.0553	2009
mdp.39015040577507	31	clive cussler	Flood tide : a novel	0.1064	1997
uc1.$b805723	78	victor wartofsky	Meeting the pieman	0.1066	1971
mdp.39015013350106	20	james purdy	Mourners below	0.0762	1981
mdp.39015040747100	70	karin cook	What girls learn : a novel	0.10300000000000001	1997
mdp.39015063936051	41	eden phillpotts	A close call	0.0539	1936
mdp.39015002757113	66	william saroyan	My name is Aram	0.0625	1940
uc1.$b396638	38	dolores pala	In search of Mihailo	0.0763	1969
mdp.39015019189151	2	jerome charyn	Paradise man : a novel	0.0616	1987
pst.000032461206	64	john t lescroart	Son of Holmes & Rasputin's revenge :  the early works of John T. Lescroart	0.1556	1995
uc1.$b63827	41	wilbur daniel steele	Sound of rowlocks	0.0901	1938
pst.000046209122	41	lilian jackson braun	The cat who talked to ghosts	0.1117	1990
mdp.39015032716113	75	anne rice	Taltos : tales of the Mayfair witches	0.0996	1994
mdp.39015058275085	41	stephen booth	Blood on the tongue : a crime novel	0.0743	2002
mdp.39015003345694	43	kenneth fearing	The big clock	0.0672	1946
uc1.$b104504	70	saliee obrien	Farewell the stranger	0.063	1956
mdp.39015063101573	63	frances molly	No mate for the magpie : a novel	0.1058	1985
mdp.39015014184231	75	thomas berger	Arthur Rex : a legendary novel	0.0673	1978
mdp.39015003680355	79	mavis gallant	The Pegnitz Junction; a novella and five short stories	0.0588	1973
mdp.49015000686882	79	winston groom	Better times than these : a novel	0.1345	1978
uc1.$b106379	38	charles morgan	A breeze of morning	0.0772	1951
uc1.$b236208	70	sigrid de lima	Carnival by the Sea	0.0425	1954
mdp.39015040371356	41	john mortimer	Felix in the underworld	0.0671	1997
mdp.39015049645875	12	robert a. heinlein	Glory road; a novel	0.0549	1963
uc1.$b106187	64	berkeley mather	The pass beyond Kashmir	0.0904	1960
mdp.39015015498119	70	lee smith	Family linen	0.0627	1985
uc1.$b63894	66	barbara webster	Shadows on the valley	0.0875	1940
mdp.49015002977800	20	john saul	Shadows	0.1124	1992
uc1.b4463814	79	george mandel	The wax boom	0.0781	1962
mdp.49015001286138	41	richard hugo	Death and the good life : a mystery	0.0884	1982
mdp.39015079214741	30	stephenie meyer	The host : a novel	0.0693	2008
mdp.39015058013015	78	paule marshall	Soul clap hands and sing	0.1094	1961
mdp.39076006269307	13	f van wyck mason	Rascals' heaven	0.1211	1964
uc1.$b244231	31	"paul gallico
angela barrett"	The snow goose	0.0778	1941
mdp.39015010389917	30	p d james	The black tower	0.0426	1975
mdp.39015028364951	68	salvador de madariaga	The heart of jade	0.1335	1944
mdp.39015024905294	13	colin thubron	Turning back the sun	0.0921	1991
mdp.39015012295989	24	miguel angel asturias	The green pope	0.0518	1971
mdp.39015042925258	43	antonio tabucchi	The missing head of Damasceno Monteiro	0.06	2000
uc1.b4086441	14	una troy	The other end of the bridge	0.0603	1960
mdp.39015035011280	24	david leavitt	While England sleeps	0.0759	1993
mdp.39015032205018	38	lisa appignanesi	Dreams of innocence	0.0804	1994
mdp.39015020643766	48	rita mae brown	Southern discomfort	0.0854	1982
uc1.b3452503	64	james mills	The truth about Peter Harley	0.1024	1979
mdp.39015006625837	24	pai hsien yung	Wandering in the garden, waking from a dream	0.0866	1982
mdp.39015013790400	24	liam oflaherty	Insurrection	0.0377	1950
mdp.39015014646098	6	gerry spence	Of murder and madness	0.1827	1983
mdp.39015047754596	24	john dos passos	Most likely to succeed	0.062	1954
mdp.39015009063101	12	ray bradbury	A medicine for melancholy	0.0665	1959
mdp.49015002776806	6	john lescroart	The hearing	0.168	2001
mdp.39015020642446	20	tim o’brien	Northern lights	0.0575	1975
pst.000032609578	78	langston hughes	Simple's Uncle Sam	0.0625	1965
uc1.b4450143	43	bruce zimmerman	Blood under the bridge	0.1953	1989
mdp.39015036073644	12	jonathan lethem	The wall of the sky, the wall of the eye : stories	0.0694	1996
mdp.39015070749869	79	stephen hunter	The 47th samurai : a Bob Lee Swagger novel	0.0644	2007
pst.000012778010	21	marion zimmer bradley	The house between the worlds	0.1301	1981
mdp.39015058795439	12	joe haldeman	Camouflage	0.1486	2004
mdp.39015003688168	78	nadine gordimer	Not for publication, and other stories	0.0733	1965
mdp.39015037841502	48	diana chang	A passion for life	0.0837	1961
uc1.32106008964501	78	andre brink	An instant in the wind	0.0713	1976
uc1.32106019834552	24	tom rob smith	Child 44	0.0774	2008
uc1.32106017967016	68	sebastian faulks	Human traces	0.1145	2005
umn.31951000912726o	70	mary hays weik	The jazz man	0.0734	1966
mdp.39015050507162	63	n.m. kelby	In the company of angels	0.0886	2001
mdp.39015073816889	75	judith tarr	Kingdom of the Grail	0.1683	2000
mdp.39015001117954	64	eric ambler	The care of time	0.0984	1981
pst.000056829044	64	clara gillow clark	Nellie Bishop	0.0373	1996
uc1.b3116569	13	robert standish	Elephant walk, a novel	0.0823	1949
mdp.39015018932940	48	judith rossner	His little women : a novel	0.0638	1990
mdp.39015032447271	76	richard bausch	Rare & endangered species : a novella & stories	0.107	1994
uc1.$b146927	43	mary lockwood	The accessory	0.0439	1968
mdp.39015017431738	63	jill paton walsh	Knowledge of angels	0.129	1994
pst.000025329711	75	diana darling	The painted alphabet :  a novel	0.0853	1992
mdp.39015058722003	43	nuruddin farah	Links	0.0887	2004
uc1.32106009788933	48	alice elliott dark	Naked to the waist	0.0567	1991
uc1.b3456907	38	lajos zilahy	Two prisoners	0.0621	1931
mdp.39015029157412	70	rachel ingalls	Be my guest : two novellas	0.0845	1992
mdp.39015020677442	21	william gibson	Burning chrome	0.193	1986
uc1.$b799618	66	eaton k goldthwaite	The marble forest	0.0456	1971
mdp.49015002611979	6	janet evanovich	One for the money	0.0718	1994
uc1.$b244558	43	jessica ryan	The man who asked why	0.0593	1945
mdp.39015003677047	14	c s forester	The nightmare	0.0709	1954
inu.30000103145904	13	michel bernanos	The other side of the mountain	0.0671	2000
uc1.b3462567	79	john william corrington	And wait for the night	0.091	1964
mdp.39015040573324	41	peter mayle	Chasing Cézanne	0.0859	1997
mdp.39015050631475	31	siegfried lenz	The lightship	0.1165	1960
mdp.39015055883048	12	orson scott card	Ender's game	0.1194	1991
mdp.39015066900773	79	matthew eck	The farther shore	0.1138	2007
mdp.39015048557451	43	alberto moravia	The conformist : a novel	0.0493	1990
uc1.b3346155	79	appleby john	The captive city	0.1352	1955
mdp.39015025294797	21	cynthia kadohata	In the heart of the valley of love	0.0522	1992
mdp.39015034206642	41	evelin sullivan	Four of fools	0.0638	1995
mdp.39015029868687	14	shusaku endo	The final martyrs : stories	0.0743	1993
uc1.b4084616	68	lawrence schoonover	The burnished blade	0.0887	1948
pst.000050581351	41	nancy atherton	Aunt Dimity beats the Devil	0.094	2000
uc1.b3295270	31	don ames williams	The strumpet sea	0.0731	1938
mdp.39015007024535	43	ellis peters	A morbid taste for bones	0.0466	1977
mdp.39015060673756	43	ridley pearson	Cut and run	0.1327	2005
mdp.39015025271811	13	larry woiwode	Indian affairs : a novel	0.0642	1992
mdp.39015070730232	63	sophie gee	The scandal of the season	0.0472	2007
mdp.39076002199367	66	erick berry	Homespun	0.0704	1937
uc1.b3772276	66	riccardo bacchelli	The mill on the Po	0.0563	1950
uc1.b4948939	30	patrick mcginley	Fox prints	0.1251	1983
mdp.39015010531476	21	lawrence sanders	The tomorrow file	0.2119	1975
mdp.39015011872937	30	gore vidal	Myra Breckenridge ; Myron	0.0549	1986
mdp.39015060885608	43	john sandford	Broken prey	0.1287	2005
mdp.39015046482207	75	joseph bruchac	Long River : a novel	0.1156	1995
mdp.39015032748777	20	aharon appelfeld	Unto the soul	0.0573	1994
mdp.39015040139035	70	peter hedges	An ocean in Iowa	0.0788	1998
uc1.b4597287	75	rumer godden	St. Jerome and the lion	0.0587	1961
uc1.b3687772	13	harvey ferguson	Grant of kingdom, a novel	0.0541	1950
mdp.49015002821107	43	christopher fowler	Rune	0.0694	1991
uc1.32106011378582	64	dorothy dunnett	The ringed castle	0.136	1972
uc1.32106002114350	12	robert a. heinlein	Glory road	0.0583	1978
mdp.39015008200464	79	curzio malaparte	Kaputt	0.1023	1946
mdp.39015011814384	75	diarmuid macmanus	Irish earth folk	0.0537	1960
mdp.39015019560211	48	joyce carol oates	I lock my door upon myself	0.0848	1990
uc1.$b805661	79	rowland barber	The midnighters: a documentary novel based on the memoirs of Martin Allen Ribakoff	0.1014	1970
mdp.39015002753658	24	nayantara sahgal	This time of morning; a novel	0.0984	1965
mdp.39015061324177	13	don berry	Trask	0.1245	1960
inu.30000011523267	24	peter abrahams	Tell freedom	0.0803	1961
mdp.39015003676296	64	peter fleming	The sixth column; a singular tale of our times	0.0765	1951
mdp.39015060067231	31	mark mills	Amagansett	0.0975	2004
uc1.b3590219	2	rene victor pilhes	The provocateur : a novel	0.07200000000000001	1977
mdp.39015034530488	41	kinky friedman	God bless John Wayne	0.1742	1995
uc1.b4951277	30	james purdy	On glory's course	0.1325	1984
uc1.b4099037	13	reba paeff mirsky	Thirty-one brothers and sisters	0.07400000000000001	1952
mdp.39015037305235	13	rita mae brown	Riding shotgun	0.057999999999999996	1996
mdp.39015008294814	48	jane yolen	Dream Weaver	0.1138	1979
mdp.39015040740964	79	albert french	Patches of fire : a story of war and redemption	0.0642	1997
uc1.$b105412	78	ruth tabrah	Pulaski Place	0.0529	1950
mdp.39015011563775	64	thomas berger	Nowhere	0.1082	1985
mdp.39015047576320	38	mako yoshikawa	One hundred and one ways	0.096	1999
uc1.32106010465133	30	christopher coe	Such times	0.0924	1993
mdp.39015000624695	43	stephen knight	Rogano : a novel	0.1728	1979
uc1.32106010002662	75	"kenji miyazawa
john bester"	Once and forever : the tales of Kenji Miyazawa	0.0752	1933
mdp.39015041103303	38	danielle steel	The ranch	0.083	1997
uc1.b3591700	64	roger vailland	Playing for keeps [a novel]	0.0484	1948
mdp.39015053391762	78	ernest hill	Satisfied with nothin' : a novel	0.1001	1996
uc1.32106011680086	24	amin maalouf	The rock of Tanios	0.0806	1994
mdp.39015056676409	13	larry mcmurtry	The wandering hill : a novel	0.1141	2003
mdp.39015018517477	75	melinda worth popham	Skywater	0.157	1990
mdp.39015004038900	79	william boyd	An ice-cream war	0.1186	1982
uc1.b4951316	41	john d. macdonald	The dreadful lemon sky	0.049	1974
pst.000006593056	78	jane kristof	Steal away from home	0.0706	1969
mdp.39015051168790	13	thea astley	Beachmasters	0.0594	1985
mdp.39015032447685	75	"ken kesey
ken babbs"	Last go round	0.0713	1994
mdp.39015040577176	66	lee smith	News of the spirit	0.0576	1997
mdp.39015037443838	12	julian may	Magnificat : a novel	0.259	1996
uc1.32106015513994	70	harriet scott chessman	Ohio angels	0.0685	1999
mdp.39015029475350	76	robert boswell	Mystery ride	0.0479	1993
uc1.$b799409	78	edward kimbrough	Night fire	0.1128	1946
mdp.39015050134215	21	"arthur c. clarke
stephen baxter"	The light of other days	0.2376	2000
uc1.b4948945	63	sara maitland	Virgin territory	0.1302	1984
mdp.39015004190537	2	j p donleavy	The destinies of Darcy Dancer, gentleman	0.055999999999999994	1977
inu.30000109368906	31	sonny brewer	A sound like thunder : a novel	0.0888	2006
pst.000067600380	31	deborah scaling meg noonan kiley	Albatross : a true story of a woman's survival at sea	0.2234	1994
mdp.39015004176759	20	par lagerkvist	The Holy Land	0.0689	1966
mdp.49015002531268	75	patricia a. mckillip	Song for the basilisk	0.0531	1998
uc1.b4355144	64	donald porter	Jubilee Jim and the wizard of Wall Street	0.0932	1990
mdp.39076006983527	68	armstrong sperry	The voyages of Christopher Columbus	0.1174	1950
wu.89002047405	31	james leasor	Boarding party	0.1951	1978
uc1.b3116721	43	malcolm gair	Sapphires on Wednesday	0.0509	1957
uc1.$b104043	24	thomas h raddall	His Majesty's Yankees	0.1116	1942
mdp.39015020725704	30	jerzy kosinski	Blind date	0.1251	1977
mdp.39015031797130	48	shirley ann grau	Roadwalkers	0.0541	1994
uc1.b4439413	66	paul gervais	Extraordinary people : a novel	0.0588	1991
uc1.b3910696	75	diana l. paxson	The serpent's tooth	0.12300000000000001	1991
uc1.$b104180	48	seigel fleisher	The lion and the honeycomb	0.0653	1954
mdp.39015049988614	64	w.e.b. griffin	Special ops	0.1462	2001
mdp.39015073668850	70	eli gottlieb	Now you see him	0.0641	2008
mdp.39015046341189	31	david howarth	We die alone	0.2236	1955
uc1.b4951337	48	kathryn marshall	My sister gone	0.0654	1975
mdp.39015030739505	68	margaret butler	The lion of Christ	0.0972	1977
mdp.39015064983839	78	lloyd jones	Mister Pip	0.0553	2007
mdp.39015049988622	78	rilla askew	Fire in Beulah	0.1249	2001
mdp.49015002781731	78	lonnie coleman	The legacy of Beulah Land	0.1281	1980
inu.30000025899661	68	thomas mann	Confessions of Felix Krull, confidence man : the early years	0.0484	1955
mdp.39076002266596	66	karen white	Sea change	0.0641	1948
mdp.39015043765604	68	"maryse conde
nicole ball"	Land of many colors ; and Nanna-ya	0.0614	1999
mdp.39015015510384	2	hugh leonard	Out after dark	0.0503	1989
mdp.39015066086482	78	charles johnson	Middle passage	0.1281	1990
mdp.39015019641276	78	diane glancy	Trigger dance	0.0564	1990
uc1.b4093287	41	rle stanley gardner	The D.A. cooks a goose	0.0542	1942
mdp.39015054145589	66	earlene fowler	Arkansas traveler	0.0709	2001
mdp.39015063541901	64	francis beeding	Hell let loose	0.059000000000000004	1937
pst.000014855030	31	clive cussler	Treasure	0.387	1988
mdp.39015005142081	76	john updike	The music school; short stories	0.0573	1966
mdp.39015080824025	6	declan hughes	All the dead voices	0.1011	2009
mdp.39015047111169	64	rose tremain	The way I found her	0.0631	1997
uc1.b4431039	48	helen norris	The Christmas wife : stories	0.0405	1985
uc1.$b252080	41	simon jay	Death of a skin diver	0.0785	1964
uc1.b3710972	63	shirley barker	Rivers parting, a novel	0.0533	1950
mdp.39015037860353	6	richard north patterson	The final judgment	0.1335	1995
uc1.32106009025260	14	victoria jenkins	Relative distances	0.0782	1990
mdp.39015064112793	63	clare barroll	The iron crown	0.0778	1975
uc1.$b105299	79	john lodwick	Running to paradise	0.1464	1943
mdp.39015019196982	41	helen reilly	The line-up	0.07400000000000001	1934
mdp.39015002347410	30	john a williams	Mothersill and the foxes	0.0674	1975
mdp.39015002613027	64	john e. gardner	License renewed	0.1816	1981
mdp.39015002751165	79	jonathan rubin	The barking deer. -	0.098	1974
mdp.39015000146798	12	ursula k. le guin	The wind's twelve quarters : short stories	0.0728	1975
mdp.39015014559408	31	irving stone	Immortal wife : the biographical novel of Jessie Benton Fremont	0.0577	1944
mdp.39015066854707	43	peter james	Looking good dead	0.1552	2004
mdp.39015066643159	76	georges simenon	The window over the way	0.0913	1951
mdp.39015034226228	30	alan hollinghurst	The folding star	0.0825	1994
uc1.$b115408	38	john bart gerald	A thousand thousand mornings, a novel	0.0533	1964
uc1.$b115747	78	ronald l fair	Hog butcher	0.1316	1966
mdp.49015001347773	79	siegfried lenz	The training ground	0.066	1991
uc1.$b244177	14	pearl frye	The narrow bridge	0.0621	1947
mdp.39015034913700	79	daniel cano	Shifting loyalties	0.0722	1995
mdp.39015054181964	70	elisabeth hyde	Crazy as chocolate : a novel	0.14	2002
pst.000022803948	13	morgan llywelyn	The horse goddess	0.107	1982
uc1.b4975914	43	nat hentoff	The man from Internal Affairs	0.1072	1985
uc1.$b115167	79	randolph stow	The merry-go-round in the sea	0.0526	1966
uc1.b3295259	14	mark van doren	Collected stories	0.0507	1962
uc1.32106015705384	6	leonard chang	Over the shoulder : a novel of intrigue	0.1068	2000
pst.000001792386	31	colin free	Vinegar Hill	0.0956	1978
uc1.b3810939	2	stuart cloete	The abductors	0.0552	1966
mdp.39015022055332	13	len deighton	MAMista	0.0992	1991
mdp.39015033328116	2	s steinberg	A fairy tale : a novel	0.1257	1980
uc1.b4368544	70	laurie stone	Starting with Serge	0.0656	1990
mdp.39076002196959	31	haaken christensen	Little Bruin and Per	0.09	1951
uc1.$b753068	31	leslie thomas	Some lovely islands	0.0915	1968
mdp.39015002718461	68	kenneth roberts	Lydia Bailey	0.1221	1947
uc1.32106002180740	2	margaret millar	The murder of Miranda	0.0669	1979
mdp.39015031311734	24	robert shaplen	A forest of tigers	0.1006	1955
uc1.b3634288	64	hans herlin	Solo run	0.1403	1981
pst.000031509787	43	colin harrison	Break and enter	0.0658	1990
pst.000045475443	75	"harvey stevenson
harvey stevenson"	Big scary wolf	0.0373	1997
mdp.39015004192970	70	william trevor	Other people's worlds	0.07200000000000001	1980
mdp.39015056248712	41	nevada barr	Flashback	0.0721	2003
uc1.b3687283	79	alfred leland crabb	Dinner at Belmont : a novel of captured Nashville	0.0672	1942
mdp.39015048944790	41	dick francis	Second wind	0.1415	1999
mdp.49015003022507	6	julian barnes	Arthur & George	0.1024	2005
uc1.$b103858	14	henry kuttner	Man drowning	0.0459	1952
mdp.39015024762158	70	elizabeth spencer	The night travellers	0.07400000000000001	1991
mdp.39015008096565	12	larry niven	The integral trees	0.11599999999999999	1983
mdp.39015063276805	41	alexander mccall smith	Blue shoes and happiness	0.07200000000000001	2006
mdp.39015055574696	48	anna quindlen	Blessings : a novel	0.0745	2002
